ParlaMint-NL_2014-12-16-eerstekamer-11.u1	I would like to welcome the Secretary of State for Finance to the First Chamber.
ParlaMint-NL_2014-12-16-eerstekamer-11.u146	I share that with Mr Essers. That is also a concern for my group, but I think it would go very far if the 2015 Tax Plan were to be fully aligned. Anyway, every fraction is free to do so. I could not fail to make a comment on that. The Secretary of State has responded in detail and in detail to a large number of issues. He's certainly transparent and willing. There has never been so much mention of all kinds of technological consultations that can take place after this. I also noticed the metaphor. The Secretary of State often talked about how difficult it is to push an elephant up stairs. It is even more difficult for an elephant to walk on eggs all the time. That is why I do not go into all the details, the questions that I have asked and the answers that I have received for the most part to my satisfaction. I must say that we are failing in terms of sustainability. Nor can I understand the absurdities: number three in the field of environmental taxes and very low performance in the field of energy. That is really absurd and, as far as I am concerned, it calls for a fundamental rethink. Yes, that may also be easier, with less complex rules, because the finer the arrangements become, the less you see the main line.
ParlaMint-NL_2014-12-16-eerstekamer-11.u147	I have a very brief question, Madam President. Mr Van Boxtel refers to a review. Is that a rematch with this Secretary of State or the Cabinet?
ParlaMint-NL_2014-12-16-eerstekamer-11.u148	Everything is cabinet policy. Only the Secretary of State has the great role of foreman in the debate on taxation.
ParlaMint-NL_2014-12-16-eerstekamer-11.u149	That's just one part of the whole policy.
ParlaMint-NL_2014-12-16-eerstekamer-11.u150	Of course, it always is.
ParlaMint-NL_2014-12-16-eerstekamer-11.u151	Maybe the Secretary of State can go into this as well. The role of the Secretary of State for Finance in relation to the broader environmental objectives and other objectives has already been mentioned.
ParlaMint-NL_2014-12-16-eerstekamer-11.u152	Mr Bröcker is quite right about that. I remember that I also took this point in the General Political Reviews. I pointed that out to the Prime Minister.
ParlaMint-NL_2014-12-16-eerstekamer-11.u153	Finally, Mr Bröcker.
ParlaMint-NL_2014-12-16-eerstekamer-11.u154	I know the subject. That wasn't my point.
ParlaMint-NL_2014-12-16-eerstekamer-11.u155	What I find even sadder is the following. I remember very well the first time I took part in the General Political Reviews here. At that time, Mr Verhagen was still Minister for Economic Affairs. At that time, the cabinet performed to answer me that I did not have to worry about achieving the energy objectives set in Europe. That wasn't four years ago, but we're way out of it. That's all I care about. That is why I also appeal to the Secretary of State who has taxation in his portfolio to play his role in a broader cabinet policy in order to take real steps. The Secretary of State has said that he is looking for broad support for tax reforms. I understand. I'm not asking him to start a mission that he knows before she stranded. However, in line with what I have said in public and in other places, I would like to encourage the Cabinet to speed up in particular and to find the balance between the broadest possible support and its own attitude. That is why I have tabled a motion for a resolution. I hope you will read it, Mr President, because that is the use here. I hope that motion can also be supported. If the Secretary of State thought that this motion was a support for his policy, I would still strongly urge that it be adopted, so that that support is actually given. Mr Van Boxtel, Mr Scholten, Mr Essers, Mr Ester, Mr Thom de Graaf and Mr Nagel proposed the following motion: [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Considering that, in spring 2015, the Cabinet will be able to allocate sufficient resources for the necessary reduction of burdens;]] [[calls on the Cabinet to present a detailed proposal for the tax review, including the first concrete steps for 2016, to the States General by Prinsjesdag 2015,]] [[and goes to the order of the day.]] [[She's getting No. kst-34002-H]]
ParlaMint-NL_2014-12-16-eerstekamer-11.u156	I would like a clarification, Madam President. We did not sign that motion because of a lack of clarity. This is because there is talk of reducing the burden in general. Is that meant, for example, box 2? Or is it all about reducing the burden, any kind of burden?
ParlaMint-NL_2014-12-16-eerstekamer-11.u157	As far as my group is concerned, it goes without saying that it is everything that can help create jobs by reducing the burden, because that is what this country is crying out for, with more than 600,000 unemployed. There is an urgent need to reduce the burden on employers and employees. It's the primary focus. I'm not going to walk into the trap as to whether it should be in box 1, box 2 or box 3. I leave it to the cabinet, but I do not want the search for the broadest possible support to take as long as 2016 is lost when it comes to contributing to economic recovery, including for employment.
ParlaMint-NL_2014-12-16-eerstekamer-11.u158	But if it had meant reducing the burden so that employment would rise... did you put it that way?
ParlaMint-NL_2014-12-16-eerstekamer-11.u159	We then talk about burden relief primarily on labour.
ParlaMint-NL_2014-12-16-eerstekamer-11.u160	But it doesn't say that.
ParlaMint-NL_2014-12-16-eerstekamer-11.u161	No, it's there in a general sense. I'm giving the cabinet some space, but the intention I'm asking with is obvious, I think. I have deliberately formulated it more generally, hoping that in this Chamber there will be the broadest possible support for this optimistic happiness on the sidelines in this cabinet's drive for action.
ParlaMint-NL_2014-12-16-eerstekamer-11.u162	Mr. Chairman. I would like to thank the Secretary of State for the detailed answer to my group's questions and also his official staff, who has been very helpful to him these two days. My group looks back on a good and enjoyable debate where important points have been crossed. I'll keep my second term short. The Christian Union can live well with this Tax Plan. The lower tax rate on labour, which has just been mentioned, is a good thing and the tax measures on housing also prove to be useful. There are also concerns that have not been addressed in the debate. The first concerns the tax space provided by the Tax Plan to young, innovative entrepreneurs who have started their own start-up, their own business. Here, the Netherlands can and must take much more out of the box if it is to remain a competitive economy. Here too, our fiscal creativity can make a big impact. Here, too, more ambition. The Christian Union Group regrets that we have not been able to convince the Secretary of State to extend the low VAT rate for repair and renovation in 2015. It is an effective measure which is beneficial to all and which can further destroy the housing market. We understand that this measure costs 130 million. That is a lot of money, but there are, of course, also substantial economic benefits that generate a lot of tax revenue. My group asks the Secretary of State for a more detailed cost-benefit analysis of this reduced VAT rate and to share it with the Chamber. Will the Secretary of State undertake to do so to my group? We felt that the Secretary of State argued somewhat less strongly when it came to designing a philosophy behind the use of fiscal instruments to make the transition to a green economy, an objective which this cabinet also claims to pursue. Of course, I say to other participants in the debate, we should not fall into flat instrumentalism and a poorly thought-out bay of environmental instruments, but that is not the stake either. We are talking about a balanced and balanced vision of how we can also use the fiscal instruments to promote green growth, again with all the pluses and minuses that go with it. The Christian Union Group wants to encourage the Secretary of State to step up his ambition in this area. Can he promise my group that, in the context of the review of the tax system, he will pay close attention to the contribution of our tax system to an innovative and sustainable economy?
ParlaMint-NL_2014-12-16-eerstekamer-11.u163	Mr. Chairman. I thank the Secretary of State for answering the questions. I do it quickly and I do not allow myself too many duties. First, a very concrete point. I had asked a question about the energy tax in order to clarify the exemption for care-free constructions of renewable energy. I'm getting signals that there's some uncertainty about that. Quite specifically, I had asked whether the settlement per kilowatt hour, or the relief through a lease or rental structure, is the distinctive criterion. I may have missed it because it is sometimes difficult for me to keep an eye on things, but I don't think I have had an answer to that question yet. Maybe we can still do this. I am asking this because I understand that the answer to that question is very important for practice and for shaping these care structures. Then there's sustainability. Mr Van Boxtel and Mr Ester have already mentioned this. I regret that the Secretary of State is making a caricature of the widely supported desire for greater attention to sustainability in taxation. This is put in a frame of instrumentalism as if only measures are being taken that are not appropriate in taxation but are only used as a toy to achieve environmental goals. It's not about that. Moreover, I find it strange that this instrumentalism is mainly used for this purpose. In my belief, taxes are almost all instrumental too. There are always substantive judgments on what to tax and what not to tax. These are political choices that are always instrumental. When Mr Reuten talks about reducing the burden and then asks about the objective of promoting employment? That is also instrumentalism. The aim is to promote employment. There is nothing wrong with that, but the main objective of taxes as such must be borne in mind. That is also what we are asking for when it comes to fiscal greening. It's not about toys. We are talking about taxes which also serve a different purpose in terms of the choices we make. Once again, tax sustainability is not just about environmental taxes. We are also concerned about sustainability impacts and opportunities where relevant. So not an EIA where that is not relevant but where it is relevant. The letter explicitly mentions employment and economic growth as objectives of the review. We do not see why sustainability cannot be added at exactly the same level as employment and economic growth. I asked the Secretary of State to say something about that, but he didn't. The answers of the Secretary of State do not give us the confidence that spontaneous ambition will arise in the area of sustainability. That is why we are tabling a motion on that point. Mr De Boer, Mr Ester, Mr Thissen, Mr Van Boxtel and Mr Strik proposed the following motion: [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Whereas:]] [[promoting sustainability and green growth is part of government policy;]] [[The Netherlands is lagging behind in achieving climate and sustainability objectives;]] [[taxation can play an important role in increasing sustainability and promoting green growth;]] [[noting that the promotion of sustainability is not included as the main objective for the forthcoming revision of the tax system, where employment and economic growth are;]] [[Whereas it is desirable that fiscal measures should be assessed in terms of their impact on both employment and economic growth and sustainability;]] [[calls on the Government to add the promotion of sustainability to the substantive objectives for the revision of the tax system, in addition to employment and economic growth, and to further develop this objective into concrete measures,]] [[and goes to the order of the day.]] [[She's getting No. kst-34002-I]]
ParlaMint-NL_2014-12-16-eerstekamer-11.u164	Mr. Chairman. So we are not satisfied with the sustainability ambitions, but we can support the Tax Plan as such. In general, we think that is a well-balanced plan. There are pluses and minuses, but in general we can support the Tax Plan.
ParlaMint-NL_2014-12-16-eerstekamer-11.u165	Mr. Chairman. To our previous thanks for the careful answer to our written questions, I would now like to add our thanks for the pleasant answer to our oral questions. Less taxation on labour, making hiring people cheaper, a fair share of companies and assets, greening and simplification. In this way, the PvdA provides a system that is fairer, more sustainable and creates new jobs. In my group's view, therefore, a simpler system that rewards work must be at the heart of the comprehensive tax review. That brings me straight to the first point of the six points I want to pass in the second term. We welcome the Secretary of State's statement that a fair distribution of income is a prerequisite for the comprehensive tax review. We are pleased that the imbalance between employees and the self-employed is on the government's agenda. We are particularly looking forward to the prototype that would be ready for the summer and to the first elements that will be included in the 2016 Tax Plan. We understand the need for broad support. We heard the Secretary of State speak of a tax relief of 3 to 5 billion. Is this a precondition that there will be no further cuts in the financing of this reduction of charges? That is an important point for my group. I come to international taxation. Everyone is part of the problem and part of the solution. We have ended up in a priest's dilemma, a race to the bottom, but the bottom seems to be reached. We are therefore looking forward to the clarity that will come from the OECD and are looking forward to the further implementation of this in the anti-abuse provisions. We are pleased that the recommendations of the General Court of Auditors are taken seriously by the Secretary of State and the Cabinet. It is a good thing that the cabinet is a pioneer in sharing rulings between tax administrations. My third point concerns sustainability. We understand that there is a search for viable measures that create jobs rather than costs. We also wonder whether it makes no sense to hold a broader debate on sustainability, hearing yesterday's debate and today's debate, which not only focuses on the use of fiscal instruments, but also pays attention to command and prohibition, Mr Reuten made this suggestion and the insights from the behavioral economy about how to give people a little push to move in the right direction without spending money. We are wondering whether it might be useful to have a policy debate on this with the directors of Kamp and Mansveld together with the Secretary of State. Anyway, that's a matter for the Chamber. Maybe the subject will come back. I come to my fourth point: capital taxes. We are still waiting for the letter from the Secretary of State and the Minister for Social Affairs and Employment so that we can get the facts straight. Maybe "still" isn't right. We await answers to our supplementary questions. Once these facts exist, it makes sense to think about how the capital efficiency levy can take a more just form than it currently has. My fifth point concerns a number of parts of the tax plan before us. We have asked for attention to be paid to the cost of work and to the utility criterion, which needs to be tightened up in order to combat tariff arbitrage. We look forward to the tax collection law, which hopefully regulates that there can be no abuse of it. We agree with the Secretary of State that there have been rather complex antics with the waste tax. By joining the existing system of export licences, it is fortunately feasible. We thank the Secretary of State for the commitment that we will not have a repetition of the situation surrounding the water tax in the context of the energy tax. That was our concern in his commitment that special attention will be paid to the effects on particular industries. It's good that lessons have been learned about what went wrong.
ParlaMint-NL_2014-12-16-eerstekamer-11.u166	I'm trying for the last time this year. For the Labour Party, reducing income disparities is a key policy issue, says Senator Postema. In addition, reducing income disparities is one of the three pillars of the cabinet which the PvdA Group supports on the other side. This is what it looks like, by the way. Let me take a look at the purchasing power plates of the CPB. I do not see this reduction in income differences this year and the last three years. Then where is the PvdA Group? Is it just words that reducing these differences is so important? Is one of these three pillars just a word? Or does the PvdA Group do something about it? Or will she vote against the Tax Plan for this reason?
ParlaMint-NL_2014-12-16-eerstekamer-11.u167	Today we are discussing the Tax Plan and its effects on income distribution. In the plan, I see a large number of measures that encourage fair sharing. I listed those measures last night. I'd like to do that again here. The rate of the first share of payroll tax goes from 36.76% to 36.5% The maximum wage discount is increased by €100 for income from €20,000 to €49.000. The general tax discount will be increased by €80. The general tax rebate is reduced steeper, from 2% to 2.32%. The wages that directors-major shareholders have to pay to themselves are rising and there will be an anti-abuse rule for unbusiness low remuneration. The dgas are therefore going to pay 150 million more taxes. In our view, these are very valuable concessions to our concern that there should be a fair sharing.
ParlaMint-NL_2014-12-16-eerstekamer-11.u168	Mrs. Sent doesn't look through the numbers. This increase in the employment discount concerns incomes from €44.000 or €47.000 to €115.000, approximately the third and fourth quarters. On balance, all you have to do is look at the figures in the Mrs's report. On p. 61 you see that the differences are not reduced at all. Mrs. Sent agrees with that, doesn't she? In the draftsman of the opinion of the Committee on Economic and Monetary Affairs and Industrial Policy for the last two years, we see that these differences are not reduced either. It's just printed. You can say...
ParlaMint-NL_2014-12-16-eerstekamer-11.u169	Mr Reuten, this is exactly what we heard last night.
ParlaMint-NL_2014-12-16-eerstekamer-11.u170	Yes, but Mrs. Sent hasn't responded yet.
ParlaMint-NL_2014-12-16-eerstekamer-11.u171	That's different. I do not think it would make much sense to repeat the discussion.
ParlaMint-NL_2014-12-16-eerstekamer-11.u172	I would like to add one more point: the increase in the working discount of €100 applies to incomes from €20,000 to €49,000. That is true, therefore, of the lower incomes. Of course, the draftsman does not just refer to the Tax Plan. Today, we are discussing this plan and I have listed a series of measures that are indeed committed to fair sharing. I come to my sixth set of points. We have drawn attention to the theoretical link between VAT and income tax. This does not necessarily encourage employment. We welcome the statement by the Secretary of State that the main focus is on promoting employment. Will the measures envisaged in the VAT review also pay particular attention to a fair distribution of income? We sometimes have concerns that a VAT increase weighs more heavily on the weaker shoulders. We would like to draw attention to that.
ParlaMint-NL_2014-12-16-eerstekamer-11.u173	Could I ask Mrs Sent whether she is prepared, within that attitude, to burden things that are really bad and to spare things that are good for humanity and human beings? If you only define it in terms of income justice, you will never achieve a number of other goals at all.
ParlaMint-NL_2014-12-16-eerstekamer-11.u174	I learned from Tinbergen that if you have multiple goals, you also need multiple instruments. We must be careful that we have so many goals that we cannot achieve them all with the instruments. This is not the only objective that we want to achieve, but rather an objective that we call for attention to be given to, in addition to creating jobs and making the tax system simpler.
ParlaMint-NL_2014-12-16-eerstekamer-11.u175	I am also talking, for example, about making things more expensive, which are simply unhealthy. A lot of people with a small wallet have a problem with that. That's why I object to just looking at income.
ParlaMint-NL_2014-12-16-eerstekamer-11.u176	Absolutely. There are several objectives and this is one of them. It is a prerequisite, a point of attention, for which we would like to draw attention, although the SP does not think we do. Then I have one final theoretical point with regard to the knowledge workers. Given their mobility and their importance for our knowledge-based economy, particular attention should be paid to stimulating not only the demand for knowledge-based workers but also the supply of knowledge-based workers. We are pleased that the Secretary of State agrees with us on this. I'm rounding up. We support the measures in the 2015 Tax Plan because, as far as we are concerned, they relate to fair sharing, stimulating the housing market and promoting greening. In particular, we look forward to the promised prototype of the comprehensive tax review. Some of us have already tried to make predictions about this, in which I had to think of a statement by Laurence Peter, also known from the Peter Principle. He said: an economist is an expert who will know tomorrow why the prediction he made yesterday did not come true today. In view of this statement, we understand the reluctance of the Secretary of State to make predictions regarding the outcome of the search for broad support. We particularly support his efforts to achieve a simpler system that rewards workers.
ParlaMint-NL_2014-12-16-eerstekamer-11.u177	Secretary of State, you requested a five-minute suspension. Will you then be able to answer the questions in half an hour?
ParlaMint-NL_2014-12-16-eerstekamer-11.u178	Big shots.
ParlaMint-NL_2014-12-16-eerstekamer-11.u179	That's fantastic.
ParlaMint-NL_2014-12-16-eerstekamer-11.u180	Mr. Chairman. I'm gonna try to do this real fast. Mr Essers asked us what period of time we had the concept of a partner working. A proposal for amendment in the course of next year should be feasible. The question of whether it works out generously, I'll take it as a research question. For the time being, I interpret it as a wish. I don't have the answer to that wish yet, but it's been noted. It was asked whether the electoral programmes were calculated without this group, as it is now calculated without this group. The answer to this is yes, albeit that the dataset is regularly improved and thus in the past has worked with somewhat different datasets. However, there is consistency in this respect. The statistical correction required by the CPB has thus been applied before. In reply to Mr Reuten's question as to whether this will reduce the differences in income than they actually are, I say: it is, of course, the CPB's view and I agree with that. In the first period, I stated that it would be misleading if the statistical correction were not to be carried out. This is probably a difference of opinion that is not only purely statistical. However, my defence is purely statistical. I also fully support this in isolation. It is not inconceivable that we do not fully agree on other points either. Mr Reuten has put forward a quick proposal on how we could standardize taxation according to capacity. He cites the example of a difference of percentage points in total burden burden between the different quarters. I find that in the form of a very coarse one. It ignores the other aspects of income than the fiscal aspect. It also ignores issues such as purchasing power and purchasing power development. I think that is too rough an instrument. Mr Reuten will not be surprised that not only in form, but also in content, such a difference would not be my choice. This cabinet has opted for balanced income relations, and we believe that it has taken a firm step in this direction. This can be found in the coalition agreement. I do not need to repeat Mrs Sent's lists anymore. Then there was the demand for income. Is everyone getting an invitation to report and is it becoming clear to people that they're getting that money back? That's right. If they were already in the file, they'll automatically get an invitation to report. If that is not the case, it will be noticed during the summer. They will then be explicitly invited to report in September.
ParlaMint-NL_2014-12-16-eerstekamer-11.u181	I'll give the Secretary of State the following consideration. Is it possible, in order to make it even easier for the people in this particular group, to send them a pre-filled form? If they have a DigiD, they can send it right back. Some people probably don't. They'll be able to sign it. That is the simplest thing for these people, and in part for the Tax Administration. There's only one stamp on it if it had a stamp on it. You will then say: you can send it in and at the same time you will receive the pre-filled form that will remove it.
ParlaMint-NL_2014-12-16-eerstekamer-11.u182	I think Mr Reuten is doing two things here. First of all, he is very quick to rely on the assumption that this specific income group is made up of digibetes for a larger part than the rest of the Netherlands. However, I cannot believe that. Secondly, Mr Reuten is introducing a parallel process very quickly. It involves massive processes similar to the conversion of a car factory so that it produces bicycles from one day to the next. That should not be underestimated by Mr Reuten. As an example, I would like to mention the time that I wanted to change one letter. In relation to the additional payment issue, one specific letter had to be provided with another text. That's what a programmer had to do. Mr Reuten is making it too easy. I can't promise this. It's gonna be a mess and it's gonna be bothering these people.
ParlaMint-NL_2014-12-16-eerstekamer-11.u183	I'm not going to ask you for a promise. I'm going to ask you to consider it and keep it as simple as possible for this group.
ParlaMint-NL_2014-12-16-eerstekamer-11.u184	I think that is a call that offers enough freedom to look at it nicely.
ParlaMint-NL_2014-12-16-eerstekamer-11.u185	Thank you for doing that.
ParlaMint-NL_2014-12-16-eerstekamer-11.u186	That's how we find each other. Mr Nagel asks me about the real face of the municipal tax area: disruptive or non-distorting. It's a little more nuanced. There's no tax to come up with that's not disturbing. Consumers are going to consume less, producers are going to produce less, investors are going to invest less and so on; job seekers are going to look less for work, employers are going to hire fewer people. Tax disruption, but there's a ranking to the extent to which taxes distort. As it gets closer to work, it disturbs more. In this case, "distorting" simply means costing prosperity and jobs, employment. As there are more taxes, there is more disruption of the economy and ultimately less employment remains. The municipal tax area, if wisely designed, you can also do it stupidly is less disruptive than a direct tax on labour. This does not mean that the tax will be reduced, but that it will be less disruptive and thus jobs will be created. Of course, this is accompanied by a net reduction in charges, because the whole operation is accompanied by a net reduction in charges. All in all, we're better off, because we have a job with more people and we pay less taxes. I say to Mr Ester that, of course, the cabinet keeps its eyes open for sustainability and therefore pays attention to that. It is not just a choice in a letter but something that my colleagues, just mentioned, hold me tight. I thought I answered Mrs De Boer's question, but if she didn't recognize the answer as such, it might have been a little complicated. I replied that, in general, the example put forward was not conclusive because it depends on facts and circumstances. The unsatisfactory answer is that something is not black and white, but it is. Whether you work in one case or another depends on the facts and circumstances. I gave the more precise answer, but it was probably not enough.
ParlaMint-NL_2014-12-16-eerstekamer-11.u187	Should I conclude from this that there is no strict separation between the settlement per kilowatt hour and the more lump sum account as a lease or rental price?
ParlaMint-NL_2014-12-16-eerstekamer-11.u188	The black and white criteria that we would all like because they would make everything clear are not in many cases. That's a disappointing answer, actually, for me too. We are always in favour of that clarity.
ParlaMint-NL_2014-12-16-eerstekamer-11.u189	From the signals I get, I notice that there is a great need for clarity. If we want to create a care structure, how should we do so in order to benefit from this exemption?
ParlaMint-NL_2014-12-16-eerstekamer-11.u190	I understand that, actually. For example, I am always asked to clarify exactly who is definitely azzp'er and who is not, which municipal construction has to pay VAT and which is not, and so on. Unfortunately, we have anchored it in all the law books in such a way that it often depends on facts and circumstances. Those are the determining factors.
ParlaMint-NL_2014-12-16-eerstekamer-11.u191	Then it's clear we're not getting that clarity. It will then have to be made clear in specific cases. The written questions referred to the fact that the constructions which currently have an exemption, which will also hold if they remain the same and the exemption only moves from the consumer to the supplier.
ParlaMint-NL_2014-12-16-eerstekamer-11.u192	I find that question difficult and very general. Sometimes the truth comes from above. Oh, yeah, yeah, In the end, Mrs. Sent had two questions. Is there going to be any further cuts? There are three things to say about this, and they have often been repeated. I'll repeat it here. That's not one of the cabinet's choices. Everything's negotiable. That too has been agreed. The solution that must ultimately come out must have broad support. That's where the answer is secured. With regard to a fair distribution of income, Mrs Sent is right to say that if you do not change anything else except one VAT move, this could have a different effect on lower incomes than on higher incomes. That is precisely why we have stated that balanced distribution of income is a prerequisite. For this reason, the whole mechanism must be arranged in such a way that it does so. In the end, the prototype will be accompanied not only by employment effects but also by all the purchasing power plates that we use as standard. Then you can see exactly what's happening. Two motions have been tabled and they are symmetrical. I can live with the request contained in Mr Van Boxtel's motion. After all, it contains something I once promised. If I embrace the motion, as a result of the considerations, I will also say more definitively that there will be additional cuts. The nuanced answer I have just given to Mrs Sent runs counter to that. Since I cannot now take a right turn and can prelude on cuts to finance this plan, I must advise against this motion, even though I have no difficulty with the request for substance. The opposite is the case with the other motion. I can very well follow the considerations in that motion. Some of them are value judgments I can share, others are facts I cannot contradict. Nevertheless, I am not prepared to add sustainability as a full secondary objective, because I really believe that taxation is an inappropriate tool to make sustainability a key objective. There was just a call from that table for a broader debate on sustainability in which two responsible rulers would be present and the Secretary of State would follow as a flag because he has an instrument in his bag. That seemed to me to be a much more sensible approach to this debate, and I would prefer to support it. With some regret and with this story as a basis, I must discourage the adoption of these two motions.
ParlaMint-NL_2014-12-16-eerstekamer-11.u193	Now I understand why the Secretary of State is such a fan of the statement that it is not easy to push an elephant up the stairs. That's gonna pay off now. The Secretary of State has said on my motion that he can live well with the operative part but not with the recital. The motion states that the Secretary of State can reserve sufficient resources. I would like to point out that I do not want to make it solely dependent on windfalls and the Secretary of State must also make choices. He refuses when he says he can't live with that consideration. It says "can"; a determination is not "must" but "can." I'm not going into all the other cases, but that should be spearhead number one. The Secretary of State shows with his rebuttal that he feels trapped in an appointment and doesn't want to do anything else. That's too slow for me. It's an encouragement motion. I hope that the Secretary of State wishes to see it as such.
ParlaMint-NL_2014-12-16-eerstekamer-11.u194	I am always happy with the encouraging gestures of D66, especially when it comes to reforms, because I am quite of them. It says here, however, that something can be done. I don't know if it's possible yet. It can only be done if you decide in advance to make additional savings. The cabinet didn't make that choice. So, for me, it's still a question of whether it's possible. It is rather a hope that it can be done than that I can record it now. That is why I would definitely favour additional cuts. That is precisely what I want to make depend on the letter of acceptance. That is why I must advise against this motion, which, by the way, I support the request and the haste.
ParlaMint-NL_2014-12-16-eerstekamer-11.u195	The Secretary of State has been alderman of Amsterdam for years. There used to be a jeweler there who had a spell: What can be, can be alone. If the Secretary of State wishes to interpret that consideration in this way, I hope he can live with it.
ParlaMint-NL_2014-12-16-eerstekamer-11.u196	That spell belonged to Wim Kan.
ParlaMint-NL_2014-12-16-eerstekamer-11.u197	What can be, can be alone. Maybe Kan should change the recital. If Mr Van Boxtel comes to another recital text which clearly shows what the motion calls for and what it does not call for, then he knows that I can live well with the request. I'll leave it to the petitioner.
ParlaMint-NL_2014-12-16-eerstekamer-11.u198	I'm here to deal with the bill. Does one of the Members wish to vote on the bill? That's the case. Mr Van Boxtel, would you like to make a point?
ParlaMint-NL_2014-12-16-eerstekamer-11.u199	I could live with one minor change in the motion: if it can allocate sufficient resources for the necessary burden relief, at the latest, in spring 2015, I would ask the cabinet to do so.
ParlaMint-NL_2014-12-16-eerstekamer-11.u200	I'll leave the judgment to the Chamber.
ParlaMint-NL_2014-12-16-eerstekamer-11.u201	I asked if any of the Members would like to vote on the bill. That's the case. I propose that we vote this evening at the end of the sitting on this bill and the motions for resolutions.
ParlaMint-NL_2014-12-16-eerstekamer-11.u202	I shall suspend the sitting for a single minute pending the arrival of the Secretary of State for Social Affairs and Employment.
