ParlaMint-NL_2014-12-15-eerstekamer-4.u1	I would like to welcome the Secretary of State for Finance to the First Chamber.
ParlaMint-NL_2014-12-15-eerstekamer-4.u112	Mr. Chairman. The 2015 Tax Plan is a fairly low-policy tax plan. That has been said before. No major policy changes or shifts, but a limited number of measures, with limited income effects as far as it appears, although these can, of course, be significant for the people concerned. The debate on such a low-policy tax plan can be conducted in different ways. You can discuss in detail the measures that are in it, or you can talk about the fact that the plan is so poor in policy, while the need for a review of our tax system is widely felt. The first carries the risk of getting involved in technical discussions; for the second, it is necessary that your partner also wants to look further than this Tax Plan itself. That is only to a very limited extent the case here, as we can see from the answers to the written questions. Still, I'll do it both ways. In the context of the forthcoming tax review, I will say something about the taxation of capital and fiscal greening, and I will go into a little more detail about the energy tax as set out in the Tax Plan. As I said, friend and enemy agree that there needs to be a tax review. There also seems to be consensus on the need to reduce the burden on labour. But that is where the consensus ends, not least within the current coalition of PvdA and VVD. Should power be taxed more heavily and if so, how? Through a heavier load of capital acquisition or growth, through a tax on real return? Should there also be a progressive system whereby large assets are taxed more heavily? And what about the capabilities of companies? Should the Netherlands take further measures to prevent tax avoidance and ensure that multinationals also pay real taxes? Should fiscal measures further contribute to the sustainability of the economy, and what does that mean for the taxation of fossil fuels versus renewable energy, and of large consumption versus small consumption? The government has written a start note, as I would like to mention, and is now going to visit political parties and civil society in the hope of coming up with detailed plans at the beginning of 2015; I had written that down, but I suspect it will be somewhere in 2015. That's good. Participation policy, poldering, support, there's nothing wrong with that. And it is to be hoped that, on the basis of all the input, the cabinet will manage to come up with coherent plans that have the broad support needed to guide them through parliament. As the Secretary of State of Jesse Klaver, my colleague across the street, will have understood, GroenLinks has good ideas on the revision of the tax system. When it comes to GroenLinks, we are indeed going to burden large capacities and quickly find the way we can do it as best we can, using the experience of others. In this context, I regret that the Secretary of State did not answer our written question to examine not only how other countries tax property income but also whether and how the increase in wealth itself is taxed. Maybe the Secretary of State can still make a commitment to include that point in his investigation? On tackling tax avoidance and real taxation of profits from multinationals, we have often crossed swords with the cabinet. We will continue to do so, because we find it unacceptable that large companies, with the help of the Dutch tax authorities, are able to pay virtually no tax. And, of course, the approach to tax avoidance has to be taken mainly internationally, but we expect this cabinet to show real initiative, to support plans and to actively co-operate with and within the OECD and the EU, so that we no longer get signals that the Netherlands is obstructing the approach to tax avoidance, but that the Netherlands is at the forefront of this. Can the Secretary of State assure us of his personal commitment to that point? Then the tax greening. Last week what we already knew was known: The Netherlands scored badly on the Climate Change Performance Index. Mr Van Boxtel also said it. Very bad indeed, because of the EU countries only Estonia scored even worse. However, this poor performance does not seem to have any effect on the sustainability ambitions of this cabinet, which is only hiding behind an energy agreement that has long been clear that it is insufficient. The cabinet preaches fine words about green growth and moving towards a circular economy in policy documents, but it does not fill these words with measures, with which these fine words remain empty cries. The same applies to fiscal greening. The Group of the Greens/European Free Alliance considers it a missed opportunity not to mention greening and sustainability as an explicit objective of the tax review, where promoting employment and economic growth are, in addition to simplification. In the government's view, sustainability is part of the tax review, one of the choices being to shift the tax burden from labour and business to sustainability, but only to the extent that it fits in with the other objectives. This means that simplification of taxes, employment and economic growth are more important for this cabinet than sustainability. We think that's a short-sighted choice. We will have to make the transition to a sustainable, ultimately circular economy. It's not gonna happen on its own. If a particular tax measure can make an important contribution to this, we will have to consider that measure, even if it may not directly simplify the system. And if we want to make the transition to a sustainable society, not all economic growth is desirable growth. We believe that the sustainability objective of the tax review should be at least as high as that of employment and economic growth. Only if these are equivalent criteria can a proper balance be made which, in a specific case, must weigh most, or perhaps how these objectives can reinforce each other. In reply to our written questions on this subject, the Secretary of State said that the cabinet did not choose sustainability as its main objective because sustainability does not necessarily require the solution to be sought in taxation. This isn't convincing. The same is true of employment and economic growth, and the solution must not necessarily be sought in taxation. But it can be done, and that also applies to sustainability. I therefore ask the Secretary of State once again whether he is prepared to include sustainability as a key objective in the tax review, in addition to simplification and in addition to the substantive criteria for employment and economic growth. I am considering tabling a motion on this point. I come to the issue of energy taxation. As is well known, GroenLinks believes that it is precisely in terms of energy taxation that a shift can be made towards 'polluter pays', by taxing actual pollution and CO emissions much more than is currently the case. This can and must be done in two ways: by taxing energy from fossil fuels more heavily than from renewable sources and by reducing the huge tax benefits for large consumers. Although the government also suggests that the polluter pays as a starting point, it then gives so much ifs and buts that it is only a question of whether a real step towards a more balanced energy tax can ever be taken.
ParlaMint-NL_2014-12-15-eerstekamer-4.u113	Mrs De Boer says she wants to reduce or reduce the benefits for large consumers. Does it mean that we must drive companies that consume a lot of energy but simply out of the country and let those same companies elsewhere in the world, but perhaps with much less environmental restrictions, go about their business?
ParlaMint-NL_2014-12-15-eerstekamer-4.u114	What we mean is that we want to tax energy consumption more effectively. This may result in companies moving to another location. That's the same as with things like child labour. We are not going to allow child labour here either, because otherwise companies will go to another country where that happens. You have your own standards regarding what you find acceptable. We think you should burden the use of fossil energy.
ParlaMint-NL_2014-12-15-eerstekamer-4.u115	I find it a bit bizarre to compare high energy consumption with child labour. Real prices are created on the market. It's as simple as that.
ParlaMint-NL_2014-12-15-eerstekamer-4.u116	If it's about taxes, it's not. When it comes to taxation, the government determines the price.
ParlaMint-NL_2014-12-15-eerstekamer-4.u117	My conclusion is that GroenLinks says: companies that use a lot of energy must be driven out of the country.
ParlaMint-NL_2014-12-15-eerstekamer-4.u118	No, GroenLinks says: companies that use a lot of energy have to make a switch to another energy source. Mr President, I shall continue with my speech. Although the Cabinet also points out that the polluter pays principle, it then mentions so many ifs and buts that it is only possible to take a substantial step towards achieving a more balanced energy tax. We believe that a sustainability objective in the tax system could help in this. And of course the international playing field is important, but that is not something you can hide behind endlessly. Certainly not as a country that closes the queues to climate performance. The question is clear: what is the government going to do to transform the energy tax as soon as possible so that the tax is linked more than now to actual C0 emissions? What will the cabinet do, both at national and international level? In this context, I would like to say that my group welcomes the answer given by the government in the written round that it does not have the explicit long-term objective that the overall revenue from the energy tax should remain the same, because such an objective could rather hinder the combination of fiscal promotion of renewable energy and an increase in the share of renewable energy. In the written questions and answers I had a rather technical discussion with the Secretary of State on energy taxation, and in particular the redesign of Articles 50 and 53 of the Environmental Tax Act, the Wbm. Let me start by saying that we welcome the possibility that entrepreneurs participating in cooperatives can also benefit from tax advantages for locally generated renewable energy and the extension of the exemption for renewable energy generation "behind the meter" for landlords of homes. According to the State Secretary, the other changes to the scheme are mainly technical changes, which shift the burden from the consumer to the supplier. There would be no substantive change in the situations covered by exemption or exemption. However, from the field we receive other signals. For example, some care structures could still benefit from the exemption, but not later. This would apply in particular to the construction in which the user pays per kilowatt hour to the receiving party. I have not received a clear answer from the Secretary of State, other than that he repeats the criteria of the law and repeats that there are no substantive changes. In practice, however, it is important to clarify this. That's why I'm trying one more time. Can the Secretary of State indicate at which care structures, and in which no exemption from the energy tax can be obtained, at present and after 1 January 2015? Is the criterion or is it settled per kilowatt-hour generated decisive in this respect, or do other criteria apply? Can users who do not pay per kWh generated, but a fixed lease price, be confident that they can make use of the exemption? And if the Secretary of State assures that of all users who now have an exemption, the supplier will soon receive an exemption, provided that the delivery structure does not change? We look forward to receiving the answers from the Secretary of State.
ParlaMint-NL_2014-12-15-eerstekamer-4.u119	Mr. Chairman. For the first time, the First Chamber in its present composition discusses a tax plan which is only limited in scope. My group is therefore particularly looking forward to the broad tax reform that the government has set in motion. In our opinion, the commitment should be lower burdens on labour and more jobs. Such a commitment calls for a broad approach, consisting of further greening, fairer capital taxation, simplification of deductions, tackling fraud and avoidance in box 2, and a better balance of the tax burden on employees vis-à-vis entrepreneurs. In the PvdA's view, the broad tax revision should consist of exploring seven possibilities, each individually, but certainly combined, which could create a considerable space for a wide spread reduction in the burden on labour. Firstly, maximizing the revenue from charges on environmental value use. Secondly, gradual shift towards and simplification of taxation on consumption. Thirdly, the revision and broadening of capital taxes. Fourthly, tax financial transactions. Fifth, revision of deductions. Sixthly, to review labour market-distorting rules. Finally, strengthen international coordination for fair taxation and the prevention of tax avoidance. My group is pleased that four of these issues are on the government's agenda when it comes to choosing a better tax system. It concerns sustainability, taxation of consumption, the capital efficiency levy and deductions. We look forward to receiving the letter from the Secretary of State, together with the Minister for Social Affairs and Employment, with regard to the intentions relating to capital inequality and capital tax. As we have seen before, in the Netherlands, capacity inequality is higher than average; higher than in most European countries, higher than in the United Kingdom and at the same level as in the United States. In addition, there is evidence that capital inequality has increased further in recent years. At the same time, a multitude of interventions have led to a further reduction in the tax on capital in the Netherlands in the past period. This is below the OECD average. We are therefore happy to remain in talks with the government about the possibilities of adjusting the capital and capital gains tax. And can we assume in the broad review of taxation that special attention will be paid to the position of the lower income groups? This is how we ask the Secretary of State.
ParlaMint-NL_2014-12-15-eerstekamer-4.u120	Mrs Sent says that my group is pleased that four of the issues are on the government's agenda. With regard to the deductions, the Secretary of State said that we are not getting the most important of them, the mortgage interest rate. On the issue of capital taxes, Mrs Sent said that she wanted to see a broadening of this. Of this, the Secretary of State says: an increase in the capital efficiency levy is not obvious. What do you have now, Mrs. Sent? You ask: can we expect special attention to be paid to the position of the low income groups? No, you can't assume that at all, because the VVD doesn't like that at all. It is in the coalition agreement, but the PvdA Group is the underlying party. You're not playing anything. With these proposals now before us regarding the revision of the Tax Plan, the PvdA is not making any progress at all. So you can't assume what you're assuming.
ParlaMint-NL_2014-12-15-eerstekamer-4.u121	What is your question, Mr Reuten?
ParlaMint-NL_2014-12-15-eerstekamer-4.u122	I do have an answer, Mr President!
ParlaMint-NL_2014-12-15-eerstekamer-4.u123	My question is: what do you think of that, Mrs Sent?
ParlaMint-NL_2014-12-15-eerstekamer-4.u124	Mr Reuten is an economist. We all know what the predictive value of economists is, so I absolutely cannot go along with his prediction that there will be nothing done about deductions and that nothing will be done about the capital return tax. In the reply we have read that there is indeed attention to tackling the deductions. In the case of the capital yield levy, the government's plan, as I understand it, is to tax on the basis of real returns. That is indeed an adjustment of taxes.
ParlaMint-NL_2014-12-15-eerstekamer-4.u125	First of all, Mr Reuten, Mr Van Strien, because he has a further question to ask.
ParlaMint-NL_2014-12-15-eerstekamer-4.u126	It is true that the tax is levied on actual return, but it must remain within that 4%. The Secretary of State says that there will be no increase in the levy. Where the hell are you?
ParlaMint-NL_2014-12-15-eerstekamer-4.u127	Here again, Mr Reuten is getting ahead of himself. We are still in conversation with the cabinet and we are still expecting a letter with an appreciation of wealth inequality and wealth tax in an international perspective. If there is a tax on real returns, this is indeed a progressive tax if the most wealthy with the greatest returns are going to pay more than small savers, who receive lower interest rates.
ParlaMint-NL_2014-12-15-eerstekamer-4.u128	I often disagree with Mr Reuten, but then we usually know what we do not agree on. Because when he presents something, he always tells us where he got it from. Mrs Sent is now presenting a large number of data. For example, the capital tax in the Netherlands should be increased, because it is the lowest in the whole European environment and the capital is the highest in the whole European environment. I'd like to know where she got that from.
ParlaMint-NL_2014-12-15-eerstekamer-4.u129	That's what I got from Bas van Bavel research, for example. Also recently, the EU has made another comparison of capital taxes. The EU study shows that capital taxes in the Netherlands are relatively lower compared to the rest of the world. If you are interested in this, we have already mentioned this when we discussed the previous Tax Plan. At that time I also drew attention to a large number of sources. You can read back where it came from.
ParlaMint-NL_2014-12-15-eerstekamer-4.u130	I would like to ask Mrs Sent if she knows the note Millionaires in the Netherlands from the CBS. What I'm interested in is numbers from a recognized agency, like the CBS, and not from some random investigator. That note explicitly states that, in so far as data are available, the capacities in the Netherlands do not differ more in high and low than in the rest of Europe.
ParlaMint-NL_2014-12-15-eerstekamer-4.u131	Mr Van Bavel is not some random investigator. He is a professor at Utrecht University. His research has been published in a scientific journal and referees have carefully examined his data.
ParlaMint-NL_2014-12-15-eerstekamer-4.u132	Finally, Mr Van Strien.
ParlaMint-NL_2014-12-15-eerstekamer-4.u133	There was one more question. I asked if Mrs Sent knows the note Millionaires in the Netherlands from the CBS.
ParlaMint-NL_2014-12-15-eerstekamer-4.u134	I'm familiar with that one. Mr. Chairman. That leaves three of the seven subjects. That is first and foremost the taxation of financial transactions. My group agrees with the three conditions that must be met if the Netherlands is to join in closer cooperation for a tax on the financial sector. Firstly, the Dutch pension funds remain exempt from a financial sector tax, secondly, there is no disproportionate correlation with the current banking tax and thirdly, income flows back to the Member States. With the government, we regret that the latest proposal for a directive does not meet these conditions. On our proposal to revise labour market-distorting rules, the second remaining point, my group was not allowed to receive any reaction from the government. As indicated earlier, we are referring here to the distortions in the taxation of employees vis-à-vis the self-employed in recent years. This large difference in tax and contribution burden, which can rise to more than half of total labour costs for comparable net incomes, leads to an increasing number of companies dismissing employees and then hiring self-employed workers at bottom rates. The result is a negative spiral in which a shrinking number of wage-earners have to pay an increasing share of taxes, making them even more expensive compared to self-employed workers. Workers thus finance the erosion of their own position and also the erosion of their support under social insurance. Does the Secretary of State consider this desirable?
ParlaMint-NL_2014-12-15-eerstekamer-4.u135	Before the Secretary of State answers, I do have one more question. Mrs Sent makes it as if there is a deliberate policy behind it. At least that's what it sounds like. Could it also be that this is simply due to changing circumstances throughout the Dutch economy, such as increasing flexibility, more temporary hiring rather than permanent forces, the loss of classical manufacturing industry to much more service? If Mrs. Sent mentions that, it gets a slightly different sound color.
ParlaMint-NL_2014-12-15-eerstekamer-4.u136	Absolutely. I agree with Mr Van Boxtel that it is not just tax-driven, but we are concerned as far as it is tax-driven. Mr. Chairman. The PvdA represents a fair and balanced tax treatment of employees vis-à-vis the self-employed. Account should be taken of the risks incurred by entrepreneurs and the costs of insurance for illness and old age. On the other hand, false self-employment must be avoided and it must be avoided that purely tax-driven "entrepreneurship" undermines the basis of our social security. The choice between wage or self-employment should be a real choice. I assume that Mr Van Boxtel agrees with me on this point. I wonder whether the Secretary of State agrees with this and what role he gives himself in this. Our last remaining point, namely international coordination for fair taxation and the prevention of tax avoidance, remains an issue that needs to be addressed, as the various contributions made by my fellow Members have shown. The Netherlands is attractive as a place of business for internationally operating companies. For example, the Netherlands has the participation exemption and the Netherlands has concluded a very large number of double taxation conventions, as Mr Van Boxtel has already pointed out. In addition, the Netherlands has no withholding taxes on outgoing payments of interest or royalties. Together with the possibility of obtaining advance certainty on the tax consequences of proposed legal acts, this has created a very attractive locational environment. Add infrastructure, labour force development, administrative efficiency and living environment, and the Netherlands is one of the most attractive countries to establish a business. In turn, companies, employees, consumers and the government in the Netherlands benefit from this. At the same time, this attractive position as a side effect has contributed to efforts to avoid tax through the Netherlands. For example, international companies can dissipate their business chains and increase profits in those countries where the tax burden is lowest. They can also respond to the lack of harmonisation of different tax systems, leading to "stateless income." Finally, they can use intermediary companies. As a result, the effective tax burden on some multinationals has fallen below 5%. This has different negative effects. For example, small businesses are forced out of the market by tax avoidance, especially of multinationals, because they pay the full tax. There is also an extreme accumulation of capital in tax havens, which disrupts the economic cycle. In addition, the legitimacy of the free market economy is at stake if citizens no longer accept that they bear the burden of the crisis and that multinationals enjoy duty-free. With this, the extensive cash flows that Dutch letterbox companies process bring risks to the Netherlands, as described by SEO and endorsed by the government. I said 'letterbox companies', but I should have corrected that for a moment, because Mr Essers is going to tell me that I am a little unsophisticated.
ParlaMint-NL_2014-12-15-eerstekamer-4.u137	Exactly.
ParlaMint-NL_2014-12-15-eerstekamer-4.u138	Agreed! Agreed, agreed.
ParlaMint-NL_2014-12-15-eerstekamer-4.u139	We have had a whole debate about it. We must avoid falling into the same trap over and over again. Mrs Sent talks about link-up companies, letterbox companies and multinationals, but these are quite different quantities.
ParlaMint-NL_2014-12-15-eerstekamer-4.u140	Agreed.
ParlaMint-NL_2014-12-15-eerstekamer-4.u141	A letterbox company, isn't there anyone behind it? But you have to look at the substance of the company we're talking about every time. Then you can talk about risks, too.
ParlaMint-NL_2014-12-15-eerstekamer-4.u142	Yes, I agree with Mr Essers. These risks are the integrity risk, reputation risk and risk of base erosion in developing countries, for which a number of speakers have already called for attention. All this has never been the intention of tax treaties to prevent double taxation. The Netherlands is part of a problem, but must become part of the solution. Does the Secretary of State agree with us and, if so, what initiatives does he take? For example, the General Court recommends to the Cabinet that in future the Court of Auditors be informed of the way in which abuse or unintentional use is prevented by any new tax convention. Is the Secretary of State prepared to do this? More generally, the General Court recommends that the Cabinet periodically inform Parliament of the flows of money that enter our country through companies and the impact of measures to prevent improper use. Is the Secretary of State prepared to do so? In this context, the PvdA welcomes the government's intention to share the so-called tax rotations with other countries. The Netherlands is willing to be vulnerable to show that the agreements made by foreign companies with the Tax Administration are neat. We also welcome the government's agreement to the measures to prevent abuse of the European Parent-Subsidiary Directive. While the parent-subsidiary rule ensures that companies and their subsidiaries do not pay double taxation, the scheme appears to be liable to abuse. But how does this agreement with the abuse directive relate to the government's previous opposition, because its implementation would not be clear enough? I'm going back to the 2015 Tax Plan, as it is now in front of us. The PvdA welcomes the fact that for the first time in years no substantial tax increases are needed. In fact, as compared to the path set out in the coalition agreement, 349 million is being reduced, thus increasing purchasing power slightly in 2015. My group supports the fair sharing measures in this package. I am thinking here of the increase in the maximum working discount and the wage that directors-major shareholders have to pay to themselves. The PvdA welcomes the incentive of the housing market by extending the interest relief on residual debts when purchasing a new property, as well as the extension of the reduced VAT rate on renovation and restoration of homes. The greening can also count on our support. I am thinking here of the increase in energy tax rates, adjustments in waste tax and the increase in the reduced rate for locally produced energy. We are also very satisfied with the final outcome of the tax on leasing cars in 2016, where electric driving gets an extra boost and expensive polluting cars are taxed more via the bpm. Finally, the PvdA welcomes the fact that there is now a working cost regime which is widely supported by the social partners. However, we are concerned about the potential abuse of the work-cost regime, about which we are more concerned.
ParlaMint-NL_2014-12-15-eerstekamer-4.u143	Senator Sent is pleased that purchasing power will increase slightly in 2015. The draft resolution shows that there is indeed a slight increase, but it is the strongest for the highest and the least for the low incomes. No, I shouldn't say that. Purchasing power is increasing most for high incomes and least for middle incomes.
ParlaMint-NL_2014-12-15-eerstekamer-4.u144	No.
ParlaMint-NL_2014-12-15-eerstekamer-4.u145	He's rising the most...
ParlaMint-NL_2014-12-15-eerstekamer-4.u146	On page 61 of the report, you will see that the purchasing power of the highest incomes over the last two years is the lowest.
ParlaMint-NL_2014-12-15-eerstekamer-4.u147	First of all, we are talking about 2015. There we see 16% increase and 0.75%. At the bottom we see 35% of the CPB and 0.5% and in the group between them, the middle incomes, we see 0.25%.
ParlaMint-NL_2014-12-15-eerstekamer-4.u148	If you add it up in recent years, purchasing power will rise the least for the highest incomes. Mr Reuten is working on creative shopping in the Mrs's report.
ParlaMint-NL_2014-12-15-eerstekamer-4.u149	No, no, no! I have produced a table and it shows that in the period 2013-2015 the median growth of purchasing power is one, while for the lower 35% is zero. For everyone else, he's positive. Really.
ParlaMint-NL_2014-12-15-eerstekamer-4.u150	Page 61 of the Coroner's report?
ParlaMint-NL_2014-12-15-eerstekamer-4.u151	Page 61!
ParlaMint-NL_2014-12-15-eerstekamer-4.u152	About the last two years?
ParlaMint-NL_2014-12-15-eerstekamer-4.u153	Mind if I step in here for a second so you don't get into a fight like that? I'd like to go through the chairman. Mr Reuten asked a question and Mrs Sent replied. Everyone's waiting for each other for a while, and we're not gonna take too long.
ParlaMint-NL_2014-12-15-eerstekamer-4.u154	You're absolutely right! Page 61...
ParlaMint-NL_2014-12-15-eerstekamer-4.u155	Page 61 of the Cordaid.
ParlaMint-NL_2014-12-15-eerstekamer-4.u156	It says 2014-2015.
ParlaMint-NL_2014-12-15-eerstekamer-4.u157	Yes, and the purchasing power of the highest incomes shows the least increase over the last two years.
ParlaMint-NL_2014-12-15-eerstekamer-4.u158	That's not true. The lowest incomes go up the least. If you add 2013 to the list, you have to bring in an earlier draftsman. Secondly, Mrs Sent says that her group supports the fair sharing measures contained in this package. Then she is also doing selective shopping, because when you look at purchasing power you see that this is just not the case. This is evident from the same state of affairs, and this is because the increase in the labour cut from 0.5 billion to incomes goes above €47 000. That's the debilitating effect of the package. But even if it were all zero, would the PvdA bring in what she wanted to bring in? For the PvdA, reducing income disparities is a key element of policy and the government agreement also says it wants to reduce income differences, but it does not.
ParlaMint-NL_2014-12-15-eerstekamer-4.u159	Mrs. Sent...
ParlaMint-NL_2014-12-15-eerstekamer-4.u160	Is the PvdA Group happy with that? If not, what is it really going to do about this rather than ask questions to the government? What is the PvdA Group going to do effectively to ensure that what has been promised finally happens? Or is this cabinet indeed a VVD cabinet with the PvdA as a baseball bat or how should I say that neatly with the PvdA as a Kleindumpje?
ParlaMint-NL_2014-12-15-eerstekamer-4.u161	Mrs. Sent, it's a jump-off. I would like to give you an opportunity to comment on this and then I would like to close this section.
ParlaMint-NL_2014-12-15-eerstekamer-4.u162	The PvdA welcomes the fair sharing measures in the package, which I would like to list for Mr Reuten. The rate of the first share of payroll tax has gone to 36.5% instead of 36.7%. We see an increase in the maximum working discount of €100 for incomes from €20,000 to €49,000. The general tax discount has been increased by €80. There is a steeper reduction in the overall tax reduction from 2% to 2.32% and the wage that directors-large shareholders have to pay themselves increases. There will be an anti-abuse measure for non-business low rewards. Dgas are going to pay 150 million more taxes. That is a good start for my group. Furthermore, international comparisons show that for income tax the Netherlands has a relatively uneven distribution of income, even more uneven than in the United States. After income tax, the Netherlands has a relatively equal distribution of income, much more similar than the United States. The taxes are therefore very leveling and, with the package of measures I have just listed, this government has added a number of measures. On a number of parts of the tax plan before us, we would like to receive a more detailed explanation from the State Secretary. The first part concerns the cost of working. My group agrees with the specific adjustments, which will make it possible to eliminate virtually all the bottlenecks identified during the evaluation, while at the same time significantly improving the feasibility. In order to be able to introduce these measures in a budget neutral manner, the free space will be reduced from 1.5% to 1.2%. However, there is concern that free space may be abused by drivers to pay themselves duty-free bonuses at a rate of about the second disc. In the reply we read that the government shares that concern and believes that there is a need for further tightening up of the utility criterion. We would like to hear from the Secretary of State what form the tightening up is expected to take. The second part concerns waste taxation. The government proposes to tax the waste offered from the Netherlands by companies, municipalities or individuals for landfill or incineration. In this way, the burden of a waste tax is evenly distributed among citizens and businesses and there is a broad basis, which allows the rate to be set relatively low. The Lower House has called on the State Secretary to introduce an export tax in order to prevent the higher tax on waste in the Netherlands leading to increased exports of waste and thus loss of employment. Does the Secretary of State consider such a levy desirable and necessary? We would like to hear from the Secretary of State what form this export tax will take. The third and final part concerns energy taxation. During the examination of the present Tax Plan in the Lower House, the State Secretary undertook to monitor the development of the increase in the energy tax on natural gas for the metallurgical and mineralogic industries on the basis of consumption figures and to see if anything unusual would happen. What will be the reaction of the Secretary of State if something unusual happens? Should we fear a repetition of the situation surrounding the water load? In other words, will a policy decision be taken to suspend the tax measures adopted by Parliament? Or will the Secretary of State bring an urgent repair proposal? We would like to hear from the Secretary of State what opportunities he sees to stimulate the production of renewable energy by small consumers. The PvdA continues to be estranged that it matters whether someone puts solar panels on his or her own house or, together with others, on a school building nearby. Does the Secretary of State share our view that this is unnecessarily hindering the use of solar energy? If so, what consequences does he have? As a final part of my contribution, I would like to ask the Secretary of State about the economic underpinning of some of the government's proposals and initiatives. This will probably also please the scientist in Mr Reuten. An increase in VAT combined with the use of revenue to reduce income and wage taxes does not have to have a positive effect on employment at all. After all, the incentives to offer work are determined only by how many goods can be purchased with an hour's work. In other words, increasing VAT and putting it back through a proportional reduction in income tax does not give labour market benefits. I would like to hear a response from the Secretary of State. Calculations by the Central Planning Bureau would also show that there is little point in reducing tax rates in order to stimulate employment. In other words, the decision on participation can be influenced much more by financial incentives than by the decision on hours. For one specific group, according to the CPB, it makes sense to try to increase their hours worked: mothers with young children. According to the CPB, it is therefore beneficial to focus a tax review on the increase in the income-dependent combination discount. Will the Secretary of State take these insights into account in the comprehensive tax review? Furthermore, wage costs subsidies for knowledge workers need not lead at all to an increase in the number of knowledge workers. After all, this stimulates the demand for knowledge workers and further increases the scarcity of knowledge workers. It is better to encourage the supply of knowledge workers to cope with the scarcity. In this knowledge-based economy, highly productive knowledge workers earn high wages, pay a lot of payroll taxes and can be used to finance high-quality education and research.
ParlaMint-NL_2014-12-15-eerstekamer-4.u163	I remember that when we discussed the Tax Plan last year, or perhaps even two years ago, we also discussed this issue. I asked the Secretary of State at the time to look at the problems that universities in the Netherlands have in attracting knowledge workers from abroad in the Netherlands, because then all these regulations would be obstructive. Those knowledge workers do not come to the Netherlands, because they do not find a good climate to work here, while they do get fantastic offers. They'd rather stay in Germany or Belgium. I cannot reconcile this with what Mrs Sent is proposing.
ParlaMint-NL_2014-12-15-eerstekamer-4.u164	I propose to make it attractive not only to hire knowledge workers, but also to make it attractive for knowledge workers to offer themselves. I do not think there is enough attention to be paid to this. I will finish my speech; perhaps I have convinced Mr Van Boxtel. Is it not the reverse world to heavily subsidise the labour costs of knowledge workers? Why does the government want to exclude public knowledge institutions such as TNO and university institutions from the S&D reduction? With these last reflections I conclude the contribution of the PvdA in the first term. We must not forget that the Secretary of State and his officials have worked extremely hard and that we are very grateful to them for their prompt and careful answers to our written questions. We look forward to the reaction of the Secretary of State to our oral contribution.
ParlaMint-NL_2014-12-15-eerstekamer-4.u165	In conclusion, I have a question for Mrs Sent in general. I also asked Mr Bröcker that question. My question concerns the speed at which the tax review can take place. I am the last to acknowledge that this requires support. Does Mrs Sent not agree with me that the current timetable is far too slow? Apart from the fact that everyone has their priorities, everyone wants to reduce labour costs in order to compete. I also hear Mrs Sent arguing for the acceleration of sustainability initiatives, including through the fiscal road. How long are we gonna wait for it? How does the Labour Party feel about this?
ParlaMint-NL_2014-12-15-eerstekamer-4.u166	I understand that the cabinet on Princess Day is coming up with a letter on the broad tax review. I thought I understood this from the reply. I'd like to hear it from the Secretary of State if this isn't the case.
ParlaMint-NL_2014-12-15-eerstekamer-4.u167	I asked what Mrs. Sent thinks.
ParlaMint-NL_2014-12-15-eerstekamer-4.u168	I understand that this is the case. I'm gonna tell you what I think if this is the case. We are in favour of reducing costs, but not if this is to be paid by cuts. The momentum isn't right now. The momentum is there when the economy can pay it again. According to DNB and the Central Plan Bureau, growth is slowly picking up. It is then possible to conduct both responsible fiscal policies and to have room for a tax review.
ParlaMint-NL_2014-12-15-eerstekamer-4.u169	For the last time, Mr. Chairman. In fact, Mrs Sent says that tax reform is made conditional on possible windfalls. If these aren't there, nothing will be done. That's how I understand it.
ParlaMint-NL_2014-12-15-eerstekamer-4.u170	If more time is taken and if the economy is more stable, the climate will be more favourable to carrying out broad revisions than in the current situation, which calls for austerity, which we are not in favour of.
ParlaMint-NL_2014-12-15-eerstekamer-4.u171	I don't mean it faint, but then it's not Labour Party for a while. We're looking for jobs, aren't we? If everyone says that that is what we want, then we need to take a step, regardless of whether there are any windfalls. If you say it shouldn't lead to cuts, you put yourself in a tight spot.
ParlaMint-NL_2014-12-15-eerstekamer-4.u172	Those steps towards jobs are indeed being taken. Minister Asscher has rolled out all kinds of plans to boost employment. It is absolutely not a matter of not paying attention to it now.
ParlaMint-NL_2014-12-15-eerstekamer-4.u173	Finally, Mr Van Boxtel, on this point.
ParlaMint-NL_2014-12-15-eerstekamer-4.u174	For the sake of clarity, I respect what Mrs Sent says. The plans of Minister Asscher are all plans for government-related or stimulated jobs. Now, however, it is the market that needs to be challenged. The market must create jobs, and this does not happen.
ParlaMint-NL_2014-12-15-eerstekamer-4.u175	We're waiting for the right moment.
ParlaMint-NL_2014-12-15-eerstekamer-4.u176	This is a good time to ask if one of the Members wishes to speak in the first term. This is not the case.
