ParlaMint-NL_2015-01-20-eerstekamer-8.u1	I call Mr Ganzevoort.
ParlaMint-NL_2015-01-20-eerstekamer-8.u253	If it's four years from now, couldn't there be fluctuations within those four years?
ParlaMint-NL_2015-01-20-eerstekamer-8.u254	That is why they are averages, otherwise the student must take into account every fluctuation and every financial market and interest rate fluctuation. That seems very undesirable to me.
ParlaMint-NL_2015-01-20-eerstekamer-8.u255	You understand that I can see the bureaucracy coming, hence.
ParlaMint-NL_2015-01-20-eerstekamer-8.u256	No, I don't think so. This is a reduction in bureaucracy. There is a better understanding and more transparency for students. Your question was: do students pay more interest? No, the government's taking some of the costs. I'm here for the government debt and the college advance. We now have 13 billion in student loans. Under the same conditions, this amount will be 19 billion in 2045. It is expected that public debt will indeed increase by 17 billion in structural terms because the loan term is longer. There is nothing new about that, because that is what the bill says. We have shared this with the House of Representatives once again. The Minister of Finance has confirmed that once again. That is only because it takes longer for the funds to be repaid, but the funds are, of course, simply repaid. The fact that we are expanding tuition fees because we want to encourage lifelong learning also plays a role. All in all, this means that Brussels' demands on the Stability and Growth Pact are in no way compromised. It is more an expression of social and collective responsibility through the government.
ParlaMint-NL_2015-01-20-eerstekamer-8.u257	I'm trying to figure out exactly how it works. The current basic grant is paid from the budget of OCW. The annual budget is actually paid by taxes. The loans that will be outstanding will be borne by the public debt. Did I say it that well?
ParlaMint-NL_2015-01-20-eerstekamer-8.u258	Yes.
ParlaMint-NL_2015-01-20-eerstekamer-8.u259	By the way, did you mention that 17 billion? 19 billion? is, in the long run, added to our public debt? Mr Bruijn said at the beginning of his contribution that we should not want this negative effect on public debt. But that's what happens, isn't it?
ParlaMint-NL_2015-01-20-eerstekamer-8.u260	The discussion is about how bad that actually is. It is in the public debt, but the money will of course be repaid. For this we have the calculations of the CPB with the write-off ratio. We have said: we think it is so important that we can now invest in education, because that contributes to the economic growth and the spending space in the Netherlands, that we are satisfied with it and that it is acceptable that people take a little longer to repay it, because we also know that it does not affect the requirements of Brussels. By the way, all of this is based on fairly pessimistic ceilings. We know and also expect a lot of students to pay off their student debt sooner. In that sense, it is a rather theoretical exercise.
ParlaMint-NL_2015-01-20-eerstekamer-8.u261	It is not quite that, because as long as that system will be in place and students will borrow in this way, the structural seizure of public debt will continue.
ParlaMint-NL_2015-01-20-eerstekamer-8.u262	It's no different now.
ParlaMint-NL_2015-01-20-eerstekamer-8.u263	There's going to be an increase of 17 billion.
ParlaMint-NL_2015-01-20-eerstekamer-8.u264	It's no different than what we're doing now. If you want to turn off loans socially, and if you want to invest the funds now, that's the consequence. It would be bad if it had a negative impact on the financial position of the Netherlands or if it threatened our agreements with Europe. But that does not have to be the case, because that is what we have secured.
ParlaMint-NL_2015-01-20-eerstekamer-8.u265	I understood that it is different from what is happening now, because the basic grant is now being paid from the current budget of OCW, i.e. from annual tax revenues. So it's gonna be different from the way it is now.
ParlaMint-NL_2015-01-20-eerstekamer-8.u266	We are talking about long deadlines. We're talking 2050/2060. We don't talk about today or tomorrow. We are really talking about a long-term development, which I believe is justified. I will continue with the CDA's question on tax deduction. This could have a major impact on the cost-free education system. The tax deduction may be taken into account in the calculation when choosing a study, but it cannot be that this deduction is decisive in choosing either funded or unpaid education. The tax regime for the deduction of training costs was not intended and never intended to increase the accessibility of uncosted education or to encourage the choice of uncosted education. The student's income, both during and after the study, determines the extent to which any tax deduction can be paid. A high deduction of study costs requires a very high income according to student measures, in order to make use of this deduction. I do not think that is desirable. Most students don't get around to that either. We want to avoid fiscal measures, because we will then have a budgetary deficit. The only viable way to prevent the leakage is to abolish the deduction for all students who are entitled to regular study funding. The deduction remains for the part-time students. That's exactly what it's meant for. If this measure is not taken and the budgetary loss due to tax leakage is to be covered by an increase in the threshold for the deduction of training expenditure, the threshold should be increased by such a large amount that only a very small proportion of students can make use of it. De facto, such an increase in the threshold is equivalent to the abolition of this tax regime. In this case, people who are not entitled to study funding are also suffering below. The differentiation in the thresholds is undesirable, because it creates very complex regulations, which are difficult to implement and enforceable for the Tax Administration. These regulations contradict the ambition to simplify tax legislation.
ParlaMint-NL_2015-01-20-eerstekamer-8.u267	We receive many letters from, in particular, private colleges, which explicitly point out this point. They say: our students have high study costs. When choosing this type of education, they have explicitly taken account of tax deductions, and they are making use of them. I think that the Minister's speech is mainly directed at regular students, but certainly not at this category of students.
ParlaMint-NL_2015-01-20-eerstekamer-8.u268	I do not entirely agree with Mr Essers. I have studied this very extensively. I went to work and I talked to the NRTO about it. I notice there's been a lot of misunderstandings. For example, they often do not know the advantages that this bill also offers these students. They have the idea that there are limited loan possibilities. I have agreed that I am going to provide them with separate information to ensure that they also see what opportunities they can continue to borrow. These are, moreover, cost-free courses, for which students already have to pay about €15.00, for tuition fees and housing costs. Those are already very high amounts. At present, only a very small proportion is eligible for deduction of tuition fees. The benefits, the abolition of the earning limit, vouchers, lifelong learning credit also apply to these students. We are going to make separate information about it, as I said.
ParlaMint-NL_2015-01-20-eerstekamer-8.u269	Briefly, Mr Essers.
ParlaMint-NL_2015-01-20-eerstekamer-8.u270	May I then ask the Minister to clearly communicate with the Chamber exactly how this category of students makes use of this deduction? There is too much discrepancy between the image that exists now and what the Minister says. The tax deduction is explicitly abolished because it has budgetary implications. Then it can't be that it has hardly any effect on students, can it? There's got to be something...
ParlaMint-NL_2015-01-20-eerstekamer-8.u271	But the question is for which student. The majority of students at uncosted institutions are part-time students without the right to study funding. So we are talking about a very small group that can make a very high contribution to education and tuition. Only a small number of students are eligible for tuition allowances. That is absolutely not the majority of the students there. Those are the part-time students and they're gonna keep their deductions.
ParlaMint-NL_2015-01-20-eerstekamer-8.u272	Can we get a note?
ParlaMint-NL_2015-01-20-eerstekamer-8.u273	I will ensure that the information I send to the NRTO will also reach this Chamber. The SP asked for a comparison with other countries. I can briefly say that the Netherlands is really not comparable to England, for example, where the tuition fee amounts to £9,000. That is almost €10,000, while the tuition fee is €1,900. In the Netherlands, the government pays €6,500 per student per year, and a significantly higher education contribution has been requested in England. So we can't compare that one-on-one. We have learned from all experience abroad, as we have learned from research to see how we can best shape the Dutch system. There are still a few questions about information. Information is crucial.
ParlaMint-NL_2015-01-20-eerstekamer-8.u274	Why does the Minister repeatedly use the example of England, where €10,000 tuition fees have to be paid, while in Germany the tuition fees are €0 and in Belgium €600? Does she have an interest in reflecting on a situation that is not right? After all, in England there are massive protests against the high cost of study. So I wonder why the Minister always comes up with the example of England and hardly goes into the fact that studying in Germany and Belgium is significantly cheaper than in the Netherlands. Nor does it indicate why this is the case.
ParlaMint-NL_2015-01-20-eerstekamer-8.u275	I have dealt very extensively with the German situation. I have indicated that it is striking that, while the tuition fees there are much lower, we have much more German students in the Netherlands than Dutch students in Germany. That's not a factor of two or so, no, it's a factor of five or seven. If you ask, it turns out it's because there's more to get here for German students. Apparently, they'd rather pay a little more tuition for better education. I come to the questions of information and financial awareness. I have already said a lot about this, along with the debate. It is of the utmost importance, also because of accessibility, that information is properly regulated. I therefore understand that there are concerns about this. I have heard Mrs Sent and Mr Bruijn, Mr Ganzevoort, Mr Koffeman. As early as September, we started with the careful start of information. However, I have always had to do so under the condition that the States-General had yet to adopt the bill. The moment the First Chamber agrees to this bill, and I hope that that moment is near, I can 'loose', to put it popularly, with the information. Then I can tell students and upcoming students very well about what's going to happen. We are going to do that through a letter, which I have already mentioned, via a radio spot, in the social media and with information by DUO officers, who go to open days to answer questions there. Yesterday I heard again how important the latter is, when it turned out that MBO students thought they should also borrow according to the study advance. So there is absolutely no harm in this happening. Provided that a decision has been taken on this bill, I am going to visit a number of open days myself next weekend, not only to answer questions, but also to hear what is going on. We will also contact Startstudderen.nl and the Vo-decanenvereniging, for which DUO has already made a flyer. Through digital media, DUO distributes everything to deans and mentors. We also hold regular polls to improve the knowledge level of students. In this way, we are going to settle a lot of things that are actually already in the starting blocks at the time of the adoption of this bill. Financial awareness is part of this. With Mr Ganzevoort, I say that this means that we must also occasionally fight ghost stories that go around, in the interests of accessibility. We do this together with DUO, who is going to make an online calculation help, which allows students to get an idea of the monthly amount they need in their study time. In this way they can see if that means that they have to borrow a part and, if so, what part. For example, they can see which student debt entails a monthly burden, for example that a student debt of €10,000 is a monthly charge of €36 and a monthly charge of €72 for a student debt of €20,000. In short, this is important to give insight. Making the finances transparent we will do together with the organisation Wijzer in money matters, who will make a brochure, with the Nibud and with the Foundation Weet What You Spend. These are important organisations in order to achieve the broadest possible range of communication and information. Furthermore, we also make the finances clear by improving our own standard settings in the system. So far, for example, you could borrow the maximum amount. That's now at zero, so a student has to consciously enter what he or she wants to borrow. We are also talking, together with the Nibud and Foundation Weet What You Spend, or Wizard in Money matters, I don't remember, to see if we can set the standard repayment periods at 15 or 20 years instead of at the maximum 35 years, so that we also encourage in that way not to do the maximum, but to increase financial awareness. These are all ways of contributing to that. If there are any suggestions left in this Chamber, I'll keep my recommendation. Mrs Sent was still talking about a message on Startstudderen.nl from last September, I think, or July. I agree with her that the claim was very firm and that the nuance, which the article does know, should perhaps have been more in the head. However, Startstudderen.nl has an independent content editor, who looks at the lyrics in a journalistic way. By the way, Startstudderen.nl is made in consultation with the student associations. If the bill is approved by this Chamber, I hope that we will be done with it. Then we can give the information clearly and clearly. Finally, I come to the implementation: DUO and PVS. Mr Ganzevoort and Mr Koffemans and Mrs Gerkens had questions about this. They want to know how to prevent ICT from being in order at the last minute. DUO has been very closely involved in the drafting of the legislative proposal and the implementation test. The execution is complex. It's a major change notice for DUO. I would add that it is possible; they have tested everything for it. If DUO indicates that some parts are large, it means that it's just a lot of work to be taken into account. The arrival of the study advance is an important change. This means that, in order not to run any risk, we are making the necessary adjustments to the implementation system in both the existing system and the new system, the programme of renewal of study funding. The existing system also needs to be modernised, as it includes a modern ICT system. I have no reason to believe that there are problems there. The increase in the cost of the programme as a result of study advance payments is estimated to be around 20 million according to the first official forecasts. The size of the additional software to be provided and the longer duration of the project have led to additional costs. Part of the previously built and tested software needs to be adapted and new components added. Moreover, it has been delayed for a while, because there were also plans by the Rutte I cabinet, which would also cost money. Mr Sörensen asked about bureaucracy. This is an important theme. The measures we take contribute to less bureaucracy. It also means that it will be easier for citizens. A citizen does not have to apply annually for study funding and does not have to pass on the income of his parents, about which the CDA or the Christian Union asked a question. This goes automatically through the switching of computer programs, for example with those of the Tax Administration.
ParlaMint-NL_2015-01-20-eerstekamer-8.u276	Students can have parents who work in small and medium-sized enterprises, which causes their income to fluctuate enormously. How does the Minister intend to deal with this?
ParlaMint-NL_2015-01-20-eerstekamer-8.u277	I think I've answered that before. We take into account fluctuating incomes...
ParlaMint-NL_2015-01-20-eerstekamer-8.u278	That was about the interest.
ParlaMint-NL_2015-01-20-eerstekamer-8.u279	In fact, it gets easier. In the past, the data had to be adjusted much more often. As a result of the modernisation we are undertaking, the adjustments are, of course, keeping pace with the adjustment of students' or their parents' incomes. The only real additional administrative burden is the new provisions. This concerns in particular the public health card for MBO students. Some 150,000 underage MBO students will soon have to be introduced into the system. That is a considerable task, which cannot be carried out overnight. Mrs Gerkens asked whether the decision on the bill should not be postponed for a year. No, the bill is enforceable. The uncertainties do not diminish by delaying the decision. We now know everything we can know. That's all we can know from all the ex ante investigations. We will therefore have to continue to monitor the situation very closely. We cannot allow information to go out until the Chamber has approved the legislative proposal, so there is no point in postponing it. I hope I have answered the questions of the Chamber sufficiently.
ParlaMint-NL_2015-01-20-eerstekamer-8.u280	Thank you. It was a lot of work. We are now ready for the second term of office.
ParlaMint-NL_2015-01-20-eerstekamer-8.u281	Mr. Chairman. I would like to thank the Minister and her officials for their comprehensive answers to our questions. I said in my speech this morning that we are not opposed to a loan system as such. The Minister is right to say that there is already a loan system. The only question is whether the extension of the current loan system and the abolition of the basic exchange lead to a reasonable and proportionate good system. We remain of the opinion that there are still many open ends to this arrangement. I do not expect the Minister to be able to give absolute certainty about this, but we are sure that, if this law is adopted, we will be burdening a lot of young people with a lot of extra debt by 1 September. That's for sure. We will have to wait and see what the benefits of the bill are. I am absolutely convinced of the Minister's good intentions, but the quality agreements and performance agreements will all have to find their way. There is a strong appeal to the House's confidence that it will all end well, but we must now make a decision on a substantial increase in student study costs. The above also applies to other issues, such as access to higher education. The Minister says a number of times that she will monitor it. That is fine, but the criteria on which it is going to test are not clear. I understand this is difficult, but it doesn't increase our sympathy for the bill. Some studies show that accessibility may be difficult, but these studies are related because not all the information would have been included. Other investigations, which are in favour of the government's reasoning, are just being brought forward as some evidence. In this context, I refer to the research on multi-annual master's studies. So we remain very sceptical on this point. I would like to emphasise a number of issues by tabling a motion. We consider it very important to link the repayment obligation with some of the issues that specifically concern improving the quality of education. We believe that students should be encouraged to graduate nominally. Every year one student is less educated, the government earns money. We think it is a missed chance that this will not somehow be linked to the loan system. The minister says the last student fine has been dropped, but I can assure her that it did work. I've never seen so many students sign up for writing their final thesis. The fine worked, but there were some elements in the area of transitional law that did not work properly. The bill leads to a lot of bureaucratic problems. I think they're very simple to solve. One can easily ascertain how long a student has studied. His numbers can also be easily communicated. I therefore call for an explicit link with the repayment obligation. I'll make a motion on that. The President shall: Mr Essers, Mr Hoekstra, Mr Van Bijsterveld, Mr Terpstra and Mr De Vries-Leggedoor proposed the following motion: [[Motion]] [[The Chamber,]] [[heard the debate,]] [[noting that the draft law on higher education does not provide for a reduction in the repayment obligation of the student advance if students graduate in nominal time or obtain a very good figure average on their final list;]] [[Whereas the introduction of the study advance therefore does not provide sufficient incentives to prevent study duration delay and six-year culture;]] [[calls on the Government to take measures to alleviate the repayment obligation in the case of nominal graduation or achievement of a certain figure average,]] [[and goes to the order of the day.]] [[She's getting No. kst-34035-H]]
ParlaMint-NL_2015-01-20-eerstekamer-8.u282	The Minister will also monitor the consequences of transitional law. It will be examined to what extent current bachelor students will be prevented from continuing their studies, because, unlike what they had thought, they will fall completely into the loan system in the master phase. We have discussed this extensively with the Minister. I made it clear that we would have made another choice. There is a very clear link between the Bachelor's phase and the Master's phase in current university education. No one only goes for the bachelor phase; the master phase is linked to it. The practice is also that in the fourth bachelor's year one can still get study funding, albeit at the master's phase. Students who have started a study could never have taken that into account. Hence my appeal to the Court to rule on this violation of legal certainty. We believe that the transitional arrangements should be extended. The President shall: Mr Essers, Mr Hoekstra, Mr Van Bijsterveld, Mr Terpstra and Mr De Vries-Leggedoor proposed the following motion: [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Whereas the transitional arrangements laid down in the proposal for a law on higher education do not take sufficient account of the strong link between the bachelor's and the master's phase in higher education;]] [[Whereas there is now also a claim to study funding in the fourth year of the bachelor's programme;]] [[calls on the government to extend the transitional arrangements to current bachelor's students who will then do a master's degree,]] [[and goes to the order of the day.]] [[She's getting No. kst-34035-I]]
ParlaMint-NL_2015-01-20-eerstekamer-8.u283	Another monitoring situation has to do with the multi-annual masters. We find it extremely difficult to follow the Minister. It is obvious that students who do a two-year or three-year master's will cost more than someone who only does a one-year master's degree. The disappearance of the basic grant would mean an additional deterioration in the financial situation. In particular, I would like to mention the abolition of tax deductions. I believe that this category has been particularly affected by this. Precisely because these students made more costs that were not covered by a basic grant, they could benefit from that deduction. I would like to refer once again to the memorandum on tax deduction promised by the Secretary of State. I had linked this to the consequences of the removal of the tax deduction option for students in uncosted education, but I think it also applies to the students who take a two-year or three-year master's degree. That is where the abolition will actually work. In any case, we are very concerned that this loan system will shift into another government objective, namely to get more influx into the science and technological disciplines, to get more teachers in that direction and to give more teachers the opportunity to follow those masters at all. That's why I'm calling through a motion to deal mildly with the student loans of this category of students. The President shall: Mr Essers, Mr Hoekstra, Mr Van Bijsterveld, Mr Terpstra and Mr De Vries-Leggedoor proposed the following motion: [[Motion]] [[The Chamber,]] [[heard the debate,]] [[noting that the proposal for a law on higher education does not distinguish between annual and multiannual masters;]] [[Whereas it affects in particular beta studies (possibly in combination with first-degree teacher training), medical masters and research masters as this will lead to less entry of students into these masters;]] [[Whereas this is contrary to the Government's objective of promoting influx in particular in the beta and technological directions and eliminating the shortage of teachers in these directions;]] [[calls on the government to take measures to partially cancel the student debt incurred if these masters are followed,]] [[and goes to the order of the day.]] [[She's getting No. kst-34035-J]]
ParlaMint-NL_2015-01-20-eerstekamer-8.u284	I'm closing up. I very much hope that the plans to improve the quality of education will be fully implemented. I see in my own practice that there is a great need for that improvement. I believe that there is still a great deal to be gained in the link between education and research and that we should get rid of the strict separation that often exists between teaching teachers and researchers. This must be combined; students must be able to benefit from it. That doesn't have to cost so much. Once again, we are talking about a loan system, but a reasonable, fair and proportionate system.
ParlaMint-NL_2015-01-20-eerstekamer-8.u285	Madam President. I assume that the motions will be put to the vote for the legislative proposal, in which case I would like to ask Mr Essers whether he is going to vote against the bill or whether he will vote for it if the motions are adopted.
ParlaMint-NL_2015-01-20-eerstekamer-8.u286	In the College of Seniors it was agreed that the motions will be voted on first and then on the bill.
ParlaMint-NL_2015-01-20-eerstekamer-8.u287	Then I'll ask the question. Is your group going to vote in favour of the bill if the motions are adopted?
ParlaMint-NL_2015-01-20-eerstekamer-8.u288	As I said, a number of things are very important to us, first of all the link with the nominal graduation and the numerical averages. That's one of those motions. Another point is that we do not have sufficient assurance that investment in improving the quality of education will actually be realised. That's separate from the motions.
ParlaMint-NL_2015-01-20-eerstekamer-8.u289	I think that these motions are going a bit in your direction, so I can imagine that you will say to your group: let us vote in favour. I wouldn't welcome it, but it could, of course. I must also advise my group on how to vote on the motions.
ParlaMint-NL_2015-01-20-eerstekamer-8.u290	Thank you for your advice, but I have raised many more objections than just those motions. These are matters that I think can be repaired in the short term, but there are other things that I am still much more sceptical about.
ParlaMint-NL_2015-01-20-eerstekamer-8.u291	Thank you, Madam President. I know enough.
ParlaMint-NL_2015-01-20-eerstekamer-8.u292	I have a request for a small explanation of the motion on nominal study or the culture of six. We have had a whole debate today on how we want to approach quality and on a substantive approach to it. Is there not a contradiction in this motion that, when studying nominally, it is par excellence in regard to rapid flow, efficiency and so on, not to the quality of content and the higher figures? In other words, isn't there an intrinsic contradiction in this motion? I'm trying to get her.
ParlaMint-NL_2015-01-20-eerstekamer-8.u293	I don't see any contradiction. Studying within the nominal time limit should simply be the starting point. You have to have an incentive, because it's happening far too little now. If someone graduates nominally, that doesn't mean he wouldn't get enough quality. As far as I am concerned, you should see this in conjunction with the agreements with the institutions to improve the quality of education, making it easier to graduate nominally. That should be encouraged a little bit more by giving a bonus for the repayment obligation, also because of the tendency to take extra jobs.
ParlaMint-NL_2015-01-20-eerstekamer-8.u294	I would also like to ask for an explanation of the motion on alleviating the repayment obligation. When Mr Essers started, I thought: he is indeed going to attend a scholarship fine, I prefer to call that a short study bonus.... but he does not do so with an uncovered check, so he will probably spread it: something up and something down. But he doesn't. He's only coming up with a redemption obligation that's gonna be lightened. That's gonna cost you. My question to Mr Essers is how much money that costs and what he pays for it.
ParlaMint-NL_2015-01-20-eerstekamer-8.u295	I pay that out of the profits of the fact that people are going to study nominally. If someone's studying for an extra year, it's gonna cost the government a lot of extra money. You're gonna save it. You've lost a little bit more because you ease the repayment obligation, but you win because you lost less education money to those students.
ParlaMint-NL_2015-01-20-eerstekamer-8.u296	What amount are we talking about?
ParlaMint-NL_2015-01-20-eerstekamer-8.u297	I'm not ready for that right now. I'd like to leave that to the government. I thought one year of studying the state cost about $7,500 per student. You can figure that out.
ParlaMint-NL_2015-01-20-eerstekamer-8.u298	But if we...
ParlaMint-NL_2015-01-20-eerstekamer-8.u299	I would like to leave it at that, Mr Bruijn.
ParlaMint-NL_2015-01-20-eerstekamer-8.u300	I have had a slightly better look at the motions, which leads me to a somewhat more political question. Then I'll take a moment to think back to what we've been through today. The CDA Group has tabled a Franken motion to the Justice budget, raised a big point and finally voted against the budget. In the footsteps of Mr Sörensen, I would once again urge Mr Essers to reflect on the following. He's filing motions now. Suppose they were supported by the Chamber. As far as he is concerned, should this not have any effect on his group's assessment of the law?
ParlaMint-NL_2015-01-20-eerstekamer-8.u301	Mr Sörensen's question was: do these motions now cover all your objections to this bill? When you put it that way, I'd like to take that challenge; I'm always positive. If these motions were to be adopted and the legislative proposal would then be put to the vote, I would like to ask for a further suspension.
ParlaMint-NL_2015-01-20-eerstekamer-8.u302	I think we should leave it at that.
ParlaMint-NL_2015-01-20-eerstekamer-8.u303	Mr. Chairman. We have had a very interesting debate here today. My first question this morning was whether there was anyone who did not think that there should be investment in higher education. During the course of the day I spoke to a number of people, but no one replied that we should not invest in higher education anymore. So we still agree with the Veerman report. The next question is how do we pay for it? I asked this morning whether we are paying that out of raising the charges, from borrowing, from printing money or from raising the tuition fees. No one's for that. Then there is one other possibility, and that is what this government is suggesting to us, namely that the burden should be distributed equally among all Dutch people so that everyone can contribute proportionately and according to capacity to take the Netherlands out of the crisis and to leave a healthy situation to the new generations sitting here in the gallery. Then we don't borrow 50 million every day to keep our prosperity going and we haven't failed to invest in education. Nor have we increased the burden further, which would have cost jobs. We've done exactly the opposite. So my party is strengthened in the position it had, but in which it was open. This is by far the best, the most social and the most reasonable solution. This does not alter our view that students should be addressed on their talents. Students must be free to choose the study they want.
ParlaMint-NL_2015-01-20-eerstekamer-8.u304	Mr Bruijn thus offers some opportunities to cover the costs of this, but he chooses only those things that he likes. In this context, I would like to refer to the remainder of the mortgage interest relief that is still growing. There's a lot more money to be made from that than the whole study system. Mr Bruijn then, of course, calls for it to be in the coalition agreement, but I do not remember that I have ever been familiar with it, and so I have no further message about it. Mr Bruijn is now dealing with a very eclectic way of solving problems, and that does not seem to me to be a good idea in an intellectual debate.
ParlaMint-NL_2015-01-20-eerstekamer-8.u305	I have mainly mentioned solutions that I do not like at all. I talked about increasing the burden, borrowing more, printing money, spending more money and raising college fees. These are all solutions that I do not like. I waited today for someone to explain to me why that is a better solution. I would like to speak in detail with Mr De Lange on the issue of mortgage interest relief, but I do not know whether the majority of the Chamber would support that intention.
ParlaMint-NL_2015-01-20-eerstekamer-8.u306	The President does not approve of that!
ParlaMint-NL_2015-01-20-eerstekamer-8.u307	Let me just say that abolishing or reducing the mortgage interest rate deduction is an increase in the burden. This therefore falls into the category of increase in charges. It slows down the flow on the housing market. Perhaps we can discuss this further outside the framework of this sitting. I have a small correction for the Minister. She has given a great compliment to the LSVB who sits here in the gallery. The members of the board of the LSVB are so representative that they are unrecognizable among their constituents. However, they were present yesterday at the HO tour in Utrecht. We also discussed the fear of borrowing today. At D66 he threatened to turn to a fear of measurement, but in my opinion we got very well to an average. On behalf of my group, I spoke about John Stuart Mill, as did the Minister. The minister called him a social liberal. I think that is a pleonasm myself, but that is probably because I have to take another course at my Dupuis college in the group. I'm happy with all the support for the report from the Telder Foundation, but I do have a proposal. I almost filed a motion on it. My proposal is not to use the word 'bildung' for the time being and to circumvent it. I thank the Minister for the commitment to involve the First Chamber in the serious monitoring. I also welcome the commitment of the additional letter which will then be addressed to my son Martin. I'm still walking around with that frustration, but we're gonna take care of that one more time. I have the letter with me and I'd like to show it to everyone. It's a letter from the minister of three sides, addressed personally to my son.
ParlaMint-NL_2015-01-20-eerstekamer-8.u308	You're not gonna read it to me, are you?
ParlaMint-NL_2015-01-20-eerstekamer-8.u309	I'd like to take up that suggestion. Or did I misunderstand you?
ParlaMint-NL_2015-01-20-eerstekamer-8.u310	You misheard me. It wasn't a suggestion.
ParlaMint-NL_2015-01-20-eerstekamer-8.u311	I'm happy to do it! When assessing complaints from students who say that they are not informed, let us keep that letter to a minimum. I cannot deny that the letter is very clear. My son understood the letter anyway, and even I understood. At least everyone at my house is 100% informed. With regard to the additional financial consultants and confidants, I would like to make a small critical comment to the Minister. We need mbos on the labour market, as well as bachelor students who don't do masters. That was also the essence of BaMa, so let's not rush through now and with all kinds of consultants and other means of printing force everyone to go from MBO to HBO and go from a bachelor to a master's degree. However, we all agree in this Chamber that there should be that choice. I thank the Minister for her commitment to share with us the advice of the VO Council and the evaluation of career guidance MBO. The Minister has removed our concerns about the right of assent in general terms. For my group, an important point was that the Sirius criteria are being used for all students. We will, of course, be following very critically the impact of the Duisenberg motion, as well as the passing on of the macroeconomic effects. I would like to comment briefly on the EMU balance. The Minister explained that very well. You're going to lend money to students at some point. You borrow that money in the financial market. There is, of course, a time lag between the moment you lend it and the refund, which takes place four or five years later. Then you have a latent claim. If this bill is ever abolished, of course we hope that it will not go ahead with the discharge than you are lending out at the time. The part you borrow in the financial market, you invest in a claim. This does not apply to other public expenditure. When assessing the EMU balance, you cannot just take this one-on-one. That's also the unique thing about this loan. That is why the Minister is right to say that it has no effect on our commitments in Europe. Mr Essers spoke of a short-term study fine. There are, of course, students who study longer and who run out of study funding. You're gonna have a problem there, a hole. It is a pity that Mr Essers did not come up with a pass-through. If he had come up with that, I could have referred it to my group. All of us cannot support unpaid cheques, but perhaps we can take a look at them.
ParlaMint-NL_2015-01-20-eerstekamer-8.u312	I'm gonna ask you to watch your time.
ParlaMint-NL_2015-01-20-eerstekamer-8.u313	Then I'll watch the time. In fact, I will conclude my speech, because that is probably what you mean. I would like to thank the Minister for his reply. To the generations sitting here in the gallery, I would like to say that everyone here today was working on them. Everyone has their best interests at heart. I will advise my group to support this bill. Once again, I would like to thank the Minister and colleagues for today's debate.
ParlaMint-NL_2015-01-20-eerstekamer-8.u314	Mr President, Your Excellency, attendees. Let me begin by congratulating the Minister on the almost inspired way in which she defended this bill. I have listened with admiration to the answers she and her staff have given to the many questions. Unfortunately, however, that was already a little bit in the text, the answers were not such that I will propose to my group that we vote in favour of this bill. I will say that they should vote against it. Maybe they'll follow me.
