ParlaMint-NL_2015-12-22-eerstekamer-3.u1	I would like to welcome the Minister of Economic Affairs to the First Chamber.
ParlaMint-NL_2015-12-22-eerstekamer-3.u167	Mr. Chairman. I'll end my contribution with that brutalized group ban. Let me start with the question of why this legislation is passing through here. All this is enshrined in the energy agreement, which has never been treated as such in this house. However, the legislation that follows it is, as it is now. The General Court has calculated that the energy agreement costs 73 billion if the cabinet wants to meet all its objectives. This 73 billion is mainly paid by SMEs and our households. If you saddle SMEs and households with 73 billion in charges, this will obviously lead to lower spending and less employment, which will cost prosperity. In my opinion, a further 8 billion in SDE subsidies was added to the National Energy Exploratory on the other side. Is that right? Do we have to add that to the 73 billion? Of course, the work results in Denmark, because that's where they build windmills. In the Netherlands, it doesn't produce a lot of work. A maintenance team for 430 megawatts in Lemmer consists of twenty people. If this is turned to 6,000 megawatts, what we want to achieve on land, that is 280 jobs, paid with EUR 15 billion in grant. These are just Melker orbits. After 15 years, they'll be gone, because then those mills will have to go back to the junkyard. Many studies show that a green grant job is at the expense of more ordinary jobs. If you consider that the parties who sign the energy agreement, so did the cabinet, did this without calculating in advance what that would cost, then perhaps that is where the statement lies. They had no idea. You should try this as an entrepreneur or as a private person: put your signature under a contract without knowing how much it costs and without having to arrange financial cover in advance. An entrepreneur ends with bankruptcy, a family at the food bank, but the cabinet simply emptys Henk and Ingrid's wallet. The minister writes in pieces about the split that he wants to represent a reliable government. That may not work as well if we sign a blank cheque. What are these windmills doing to destroy our country, perhaps also the coast, and are contributing a great deal of nuisance to our energy supply by 2020-2023? 10% of electricity needs and 2% of our energy needs. A lousy 2%! Congratulations, count out your loss! Why are we doing it? Let's not forget that question. We do it mainly because the IPCC says that the global warming is caused by the burning of fossil fuels. Yesterday in the Algemeen Dagblad there was an interview with Richard Tol, outgoing lead author and in the past important contributor to the IPCC. He said that sometimes the IPCC writes nonsense and puts a political message in the summary. It appears to be a panel that invites only scientists who publish in line with the IPCC. That runs counter to anything called science. It is not for nothing that all IPCC's predictions about global warming have so far failed. In the follow-up to the IPCC, there was a climate summit. This time not in Woodstock, but in Paris. Loud Kumbaya singing left the faith community Paris, whether or not in a private jet. It reverberated here a little while ago. Among them was Secretary of State Dijksma: without a binding agreement, but with the certainty that a new procession will be organised in about five years' time. The PVV asked Mrs Dijksma about climate policy, which at the time was still in another role.
ParlaMint-NL_2015-12-22-eerstekamer-3.u168	I hear Mr Dercksen saying every time what another person does wrong. Can he tell us how the PVV thinks we should tackle climate change?
ParlaMint-NL_2015-12-22-eerstekamer-3.u169	Just as Richard Tol told us yesterday in the Algemeen Dagblad, we do not see climate change as the biggest problem that threatens the Earth. Richard Tol, economist and climate scientist, said yesterday in the newspaper quite explicitly that the earth could have a few degrees more. That is not the biggest problem we have, especially if you relate it to the many billions that the climate summits cost over and over again. We can do much better and more useful things with that. I hope I have answered the question sufficiently.
ParlaMint-NL_2015-12-22-eerstekamer-3.u170	Not at all. In doing so, Mr Dercksen has shown himself to be a denier of the climate problem. Soon he's the only one in the world. He acts as if the 195 countries have made completely absurd agreements.
ParlaMint-NL_2015-12-22-eerstekamer-3.u171	Those countries are wise, because they sign and continue to build coal-fired power stations. Korea, Japan, India and China have already reported that they are continuing. There's gonna be a lot of people, 2.5 billion by 2050. They all want to eat, drink and heat. They need energy, and they can't. I was just telling you what windmills generate energy: that's nothing. It's not gonna work with windmills. People are looking for affordable energy. It comes from coal in many cases, although I'd rather use gas. Cheap power is the basis for prosperity throughout the world.
ParlaMint-NL_2015-12-22-eerstekamer-3.u172	I have not yet heard Mr Dercksen answer the question as to what should happen. He denies everything that everyone in the world now uses as facts. He says there's too much money being spent on it. I am not entirely clear about what he thinks that money should be spent on. Coal plants are not allowed to close, wind energy is not necessary and windmills are ugly. As a Groninger, I can say from experience that gas extraction also has its disadvantages. In short, Mr Dercksen has no solutions.
ParlaMint-NL_2015-12-22-eerstekamer-3.u173	I tell Mr Pijlman that we do not see the problems that are being suggested about the climate and for which the whole community of faith is coming together. A lot of scientists feel the same way. They may not be on the NPO. After all, it is a counter-sound that one does not want to hear. A few years ago, President Obama said, "Science is settled, we do know it's our fault, and we're all gonna die." A petition was then signed by 31,500 scientists. I had actually saved this remark for the Minister, but now I am making it against Mr Pijlman. These 31,500 scientists told President Obama that science wasn't settled at all. IPCC forecasts have failed so far. That's not because I want to, but it's clear from the facts I'm following. If you add the ice quantity of the North and the South Pole together and make a graph, you can see that there is little change. Henk Hagoort won't tell you, but I'll look it up. Mr Pijlman increases the problems because he has a political agenda, but I'm just looking at what it costs us in terms of prosperity. We're not in on it. To Secretary of State Dijksma we asked questions about the Fifth Assessment Report of the IPCC. In that report, the climate sensitivity has also been adjusted downwards. Of course, that was not mentioned in the media, because that was not a good time. We asked why the IPCC suddenly didn't make a best estimate. The IPCC always did. The Secretary of State replied that the best estimate of global warming cannot be made on scientific grounds. However, this was done in all previous reports. They just didn't show the outcome. It didn't come out so well because the science was a little less settled than one would like. I wonder if people at the ministry realize that at all. I asked the Secretary of State twice about the impact of the new CO trading system on global temperature. After all, that's what we're all doing. However, that question was a little too complicated. I didn't get an answer. So you're saying that the Earth is warming up by burning fossil fuels and that you want to keep the temperature rise within an arbitrary 2 ̊C. However, you do not know the impact of the most effective and expensive measures you are using to prevent emissions. Where did I end up? However, I am not the worst and I was looking for articles that show how temperatures are going to rise and what consequences it will have for everyone to comply with the climate summit targets until 2030 and that will last another 70 years, until the year 2100. That's rather unlikely. I refer again to population growth. If everyone adheres to the climate summit commitments, the temperature will rise slightly less, by 0.17 ̊C. In the most positive case, the EU has contributed 0.05 ̊C to this. If I calculate the Dutch share, 5% of EU emissions, I will come up with an energy agreement of 73 billion to a lower increase in the temperature of less than 0.003 ̊C. This will cost many billions and, in my opinion, it will only be more if we stick to the climate summit objectives. They are, after all, even more important than the objectives of the energy agreement.
ParlaMint-NL_2015-12-22-eerstekamer-3.u174	Frankly, I don't know where Mr Dercksen gets it. Apparently, there are some scientists in the world who only he knows. 99% of scientists simply agree that warming is a problem. I would like to ask Mr Dercksen another question. Isn't he worried sick? How can he say all this? Doesn't he think about his grandchildren and the kids in the rest of the world? What will happen if the PVV keeps denying, while 99% of the scientists say this is going to happen? Has Mr Dercksen ever heard of the precautionary principle? Is that something he also says we should think about if some measures should be taken?
ParlaMint-NL_2015-12-22-eerstekamer-3.u175	That's what I expected. The precautionary principle is an argument that has passed many times. If you take precautions to this extent and with these kinds of large amounts of precautionary measures, you can compare that with preventing you from spraining your ankle by dropping off your leg. In that affair, you have to see it. Probably Mrs. Vos didn't read the interview with Richard Tol in the Algemeen Dagblad. That man ran away from the IPCC because the panel no longer operates science, but politics. He doesn't lend himself to that. That man should be honored for that. I admit Henk Hagoort doesn't show it. RTL News doesn't either. Indeed I must search through other sources. I came to Mr Lomborg, a well-known Danish climate scientist. He calculated the variation in temperature based on the commitments made at the Paris Climate Summit. Mrs Vos also had a question about the 99%. That's not quite right, it's 97%. Before I answer that question, I would like to ask her a question again. What did Mrs. Vos do to investigate where that 97% came from?
ParlaMint-NL_2015-12-22-eerstekamer-3.u176	When I was still in the Lower House, I happened to be a member of a working group that looked closely at the IPCC. To be honest, what I am pleased with is that in this company it seems that sometimes it is acknowledged that things are not quite good, that the company learns and goes on. The evidence of this climate change club is that this is caused by man through the use of fossil fuels and that this is unfortunately a moving thing. The scientific basis for this has only become stronger and stronger in all these years. However, the time we have to reverse it has become shorter and shorter. I would remind Mr Dercksen that it is now clear that if we do nothing, we will go to a temperature increase of 4°C or 5°C. Then the consequences are incalculable. So I really do not know where Mr Dercksen gets what he says here about 0.1°C or 0.001°C.
ParlaMint-NL_2015-12-22-eerstekamer-3.u177	Those are the...
ParlaMint-NL_2015-12-22-eerstekamer-3.u178	In fact, Mr Dercksen says here: the whole world is crazy, except for the PVV and the few people he mentions. Is that what he's talking about? The whole world is crazy and they're the only ones who've seen the light?
ParlaMint-NL_2015-12-22-eerstekamer-3.u179	Mind if I interrupt? Mr Dercksen, you are now giving a very brief answer to this, because this question has already been asked by Mrs Vos. Then I want to end this discussion.
ParlaMint-NL_2015-12-22-eerstekamer-3.u180	I asked Mrs Vos whether she herself had properly examined where that 97% came from. In my opinion, the world is moving forward with people who think independently and research themselves, rather than with people who move around like a herd of sheep. That doesn't help the world much. I've been investigating where that 97% came from. By the way, more people have done that, but of course that Newsuur doesn't broadcast. The percentage is from a report by John Cook. He's been looking for a lot of publications on climate. However, he only sought selectively. He then appointed three categories. He did not consider the third category, because it did not fall within the subject he was looking for. There were two categories left. The first was "Explicit endorsement without quantification." That meant that it is indeed getting warmer and that it is coming from man, but that it is not determined how much that is. The second category he maintained was the category "Implicite endorsement." So that was implicit evidence, which didn't involve any quantification at all. He has thrown these investigations into a pile with his thesis that more than 50% of the warming comes from man. Then a scientist examined all the reports Cook used, and looked at how many reports actually state that the world is warming up and that man is responsible for more than 50% of that warming. That scientist came out at 1.6%. So if Mrs Vos hears the percentage of 97 on TV one more time, she should remember that I told her it was 1.6.
ParlaMint-NL_2015-12-22-eerstekamer-3.u181	Shall we leave this point of discussion at that?
ParlaMint-NL_2015-12-22-eerstekamer-3.u182	I brought it with me, too.
ParlaMint-NL_2015-12-22-eerstekamer-3.u183	Yes, but proceed with your speech, Mr Dercksen.
ParlaMint-NL_2015-12-22-eerstekamer-3.u184	Mrs. Fox can read it. Many scientists quoted here have also said that this is not their conclusion. So I hope that 97% will at least go into the trash in this house. That was my last sentence about this. Oh, my God, where was I? Through written questions, we pointed out to the Minister the facts of the wind farms. In Ireland, people reluctantly admitted that not every kWh produced sustainably is actually sustainable. The mills must be built, maintained and demolished with fossil energy. There are also losses of integration and, in particular, standby losses of the gas and coal plants. However, the Minister still adheres to his fictional models and to the idea that wind energy is a sustainable source of energy. But I'm looking up scientists and I'm talking to them. I'm sorry about Mrs. Fox. I spoke with scientists who were members of the Energy Council, with a former scientific director of the KEMA, with the Foundation for Technical Science and with the Foundation for Fundamental Research of the Matter. If you don't believe me, please believe these people. They all sound the alarm, because the government refuses to follow facts and science policy. Because windmills do not save or barely save CO emissions. What is going on in this country that these scientists are ignored and science doesn't matter anymore? If the PVV proposes to monitor whether windmills at all lead to fewer emissions, the Minister does not want to measure it and does not want to know. All the other parties don't want to know either. What's going on here that people aren't interested in that? The exact science seems to have been excommunicated by the alpha scientists from this house. How the hell is that possible? If there is a parliamentary survey on subsidy flow in about five or ten years' time, I will take my rejected whistleblower motion, which has gone through the shredder here. A few weeks ago we had a welcome meeting with the Energy Agreement Committee, chaired by Mr Nijpels. He is also known to some for his predictions of the late 1980s that 80% of our forests would disappear due to acid rain. He was also a former member of the Supervisory Board of the Egroup, which was so green, sustainable and, above all, so out of control and bankrupt. You'd say this isn't exactly the best resume to be invited to this job, but that's how they are. At that meeting I asked the members of the Committee on Security and Cooperation how many coal plants they were going to close down. They were going to close five, and they were very proud of it. Then I asked how this related to the 363 coal plants that China is going to build until 2030. And how did that relate to India's emissions, which will triple until 2030? Russia emits 38% more until 2030. And so on, while this cabinet is going to study through the modified Tax Plan whether the last few, brand new coal power stations should be closed down. We go back behind the dikes; the rest of the world doesn't exist. We're going down slowly to the bill. The law STROOM ratifys TenneT as a party to build the network at sea. As I said in the debate on wind at sea, TenneT is also risking this complicated job. So these risks lie with the taxpayer, because it is a state-owned company. I was just talking to Mr. Ester about it. Why does the Minister choose this designation, when he believes that with a tender the best price can be achieved for the wind farms at sea? Why is there no tender for the network? I have just heard sounds that other companies on other networks would have been cheaper than TenneT. As far as it was not quite clear: the PVV is not in favour of wind energy. The marginal yield of electricity and the bin subsidy that goes to these square wheels are part of the problem. The other part consists of nuisance: noise, low frequency noise, spoiled views and a falling housing value. There is also a loss of employment in coastal communities. People are complaining about insomnia. They have to call in sick for work if they haven't been able to sleep another night. Eneco's trying to buy these people off. I don't know if Eneco's people are here, but I say shame on you, because you can't do this with taxpayers' money. Because this experiment with windmills leads to major problems, the PVV is concerned about the fact that this law makes even more experimenting possible. This experiment may also take place in a group. The Minister must have thought: where is it written that I should be consistent? To what extent can the Minister guarantee that the new experiment will not again lead to nuisance and higher costs for the inhabitants of the experimental space? Then I'll get to the group ban. Like other parties, the PVV Group has been surprised by the speed with which the ACM was sent as a sort of bailiff to Eneco and DELTA to press for division, after the law has been passed in the Lower House. Finally, the cabinet knows that the Smaling amendment had broad support in the House of Representatives. That support was even so broad that it could possibly have a majority in this house. We therefore consider this action inappropriate and premature. The PVV has always been against split-up. Other parties have ignored these warnings of common sense. Let's go back to the origins of this part of the law. It was initiated in 2006 by former Minister Brinkhorst.
ParlaMint-NL_2015-12-22-eerstekamer-3.u185	I'm just trying to figure out if you were in the Chamber at the time, but did that result in a vote against the division law in 2007?
ParlaMint-NL_2015-12-22-eerstekamer-3.u186	As long as we're there, we were against it.
ParlaMint-NL_2015-12-22-eerstekamer-3.u187	In 2007 the PVV was not in the Upper House, but in the Lower House. However, we are now going into all kinds of details. I give Mr Dercksen the opportunity to finish his speech.
ParlaMint-NL_2015-12-22-eerstekamer-3.u188	The PVV has always been against split. The facts why this has been a very sensible position all these years are on the table. Let's get back to the genesis. In 2006, the law was initiated by former Minister Brinkhorst. As a good D66, he wanted to anticipate possible EU rules on the assumption that all those other countries in the EU would have the same European idea and European ideals as D66. But unfortunately, that's a misconception. All these other countries, or at least a lot of them, are in the EU for their own gain, fighting for the interests of their country and their own inhabitants. We should do the same here. Mr Brinkhorst said that he would demand that foreign buyers of energy companies also continue to invest in the Netherlands. But in 2006 Elsevier wrote that this would be very unlikely. And so it was. The same Elsevier wrote in 2006 that investment decisions would be taken in Paris or Frankfurt or Madrid, for example. And that's what happened. While D66, Minister Brinkhorst, pushed through the split, the French government had Gaz de France taken over by SUEZ to keep the Italian Enel out of the door. The Spanish government did everything it could to prevent the takeover of Endesa by the German E.ON. The German Minister for Economic Affairs even called the proposed division of ownership unconstitutional. Other countries were all just fighting for their own good. She does. And again, we are the crazy stallion of Europe. That has nothing to do with the name of this minister. In the run-up to this debate, the Minister used great words and put pressure on the parties that are very enthusiastic about the flow of subsidies, subsidies and energy. The energy agreement would be delayed if a majority in this Chamber wanted to get rid of the group ban. Well, the novelle of the Tax Plan was here with returning mail. The networks would not have been sufficiently protected, as colleagues have just explained in detail that this is wrong, and division would mean more competition and lower prices. But there is plenty of competition on the networks. I mentioned Eneco Stedin's figures in an interrupting debate. There is a relatively higher degree of change than in other networks. If the Minister really wants lower prices on the energy market, he should not set up windmills or subsidise polluting biomass, where a harvested forest from America or Africa is supposed to be set up sustainably in biomass plants that emit more CO than gas plants and even, according to some calculations, more than coal plants. But yes, we call it green and we don't think anymore. There were gonna be mega-claims. That looks like all the time on this file. That's what law firms have written up expensive legal opinions about, which disprove this. Eneco and DELTA could also come up with a claim. They have already put 1.3 billion on that, I understand, in their appeal to the European Convention on Human Rights. In 2005 it was Minister Ruding who warned against megaclaims from American investors if the split would continue. In short, threatening with claims in this file is of all times. The Minister also uses the argument that supervision of companies is complicated, but would companies abroad really all be much simpler structured or do they have smarter supervisors? That seems very unlikely to me. Is the PVV happy with all the policy decisions Eneco and DELTA have taken or will take? No, definitely not. As I said, people are complaining about the misery of Eneco windmills. I was talking about it earlier. It would therefore be a good thing for the shareholders of these companies to monitor this much more closely. But, Mr President, we were elected by the Dutch, also by the employees of Eneco and DELTA. Those are the interests that we must defend. That is why I have been elected to stand up for the interests of 1,800 families who fear their jobs and their incomes, people who, if they do not find work after two years of WW, have to eat their homes and savings and get into assistance. Those are the new rules of this cabinet, supported by destructive opposition parties who are now in a position to change their composition. Why the hell? Why would anyone want a law that makes people unemployed? Before the elections it is work, work, work, but after the elections it turns out that work is abroad at the non-divided companies. The Minister comes with a committee to boost employment in Zeeland. First legislation that makes people unemployed, then a committee. The terms "taskforce" and "job plan" may have hit a bit of sleet, so perhaps that's why a committee. And this while the minister's party, the VVD, put Minister Asscher on the rack a few weeks ago because all those job plans didn't work, they didn't work and they won't work. Those job plans only work for former politicians who are allowed to play the task force for a while. Mr. Chairman. I'm rounding up. The PVV has co-signed a motion from the CDA and the SP requesting the cabinet to put an end to the group ban. I hope that, in the first term, the Minister will give full clarity about how he is in this competition.
ParlaMint-NL_2015-12-22-eerstekamer-3.u189	Madam President. My group welcomes the establishment of the Balkenende Committee, the Committee on Economic Structures and Employment in Zeeland, which was recently announced. The strengthening of structures and the promotion of employment in the province of Zeeland are extremely important for the future of the province, but especially for the Zeeland Islands themselves. I am thinking in particular of the further strengthening of tourism, for example, which has great potential. On 21 December 1973 yesterday exactly 42 years ago I was sworn in as Secretary of State for Finance. The next day I went with our very young family to Zeeland to spend the Christmas holidays there. We have been happy to continue to come back there until today and will continue to do so, with somewhat larger offspring. However, it is not only about further development of employment, but also about maintaining existing employment in the province for the people, for the Zeeuws. In dealing with the draft law that we are discussing today, the issue of maintaining existing employment is a prominent one, now that the division of companies DELTA and Eneco is under discussion. And you should. Over the past few weeks, we have experienced how this topic lives with the people involved in the companies: many emails from individuals who have expressed their concerns about their future and those of their families, often directly from the heart, so close to Christmas. It concerns the future of these two companies, each with their own opportunities and diversification. At DELTA, the future of the company is at stake. After the split, there seems to be no prospect of continuity, Mr Flierman remarked earlier. At Eneco, it is especially important to maintain the strong position in the field of sustainability and to further realise the ambitions with large investments in sustainable development. We cannot and must not close our eyes to the consequences of the closed split. The future of this file has a long past. In response to questions from the D66 Group, the Minister outlined the long history in the reply. The Minister replied that there was no question of continuing the division. The group ban has been in force since 1 July 2008 and, according to the Minister, remains in force with this proposal. D66 referred to the adopted Doek/Sylvester motion of 21 November 2006, which called for the group ban not to enter into force unless it was clear that full ownership would be split in the EU or that public and independent network management would be compromised. On 7 June 2007, the then Minister informed the Chamber of the decision to bring the ban into force on 1 July 2008. In the introduction to the reply, the Minister again outlined the background to the group ban. The 5OPLUS Group agrees with the many questions raised by previous speakers on the prohibition of groups. In particular, the 5OPLUS Group has one pressing question: why put the future of DELTA and Eneco at risk if we do not believe there is an urgent reason for this at the moment? Can the Minister answer this simple question? Will the Minister reconsider his position and promise a new one? Then the motion tabled by the SP and supported by us is superfluous, although it does offer a good alternative to a novelle. Yesterday, a novella was discussed in this Chamber, which was presented on 9 December when the Tax Plan was discussed. That novelle will be put to the vote today, in two weeks' time; it will be in line with the 2016 Tax Plan, which will also be put to the vote today. This novelle is so crucial that the 2016 Tax Plan would be insane tonight if it were not adopted. I suggest to the Minister that the cabinet at the novelle for the Tax Plan has acted according to the adage "where there is a will, there is a way." Does that also apply today in this file? The Minister could make the need a virtue now that a majority in the Senate is asking him not to allow the split to enter into force. Only without split does DELTA "luctor et emergo" and Eneco have a stronger sustainable future. Don't fight windmills when it comes to the split. I await the Minister's answers with the colleagues.
ParlaMint-NL_2015-12-22-eerstekamer-3.u190	Madam President. I voted in favour of the division law in 2007 in the belief that it would keep the networks public, that production and supply could be privatised and that that would be good. That's how it happened. Nuon and Essent were sold for a very good price and so their then owners, municipalities and provinces, a freely available capital that is still widely exploited in many places. The two little ones, DELTA and Eneco, have so far come out of the dance but the now suddenly very current threat with splitup.The ACM goes right behind it.In any case doesn't give the owners any applause. No one has the illusion that the production and supply parts released from their networks are still lucrative to sell. On the contrary, it is quite common to fear that they will be taken directly into foreign hands and that the remaining jobs will be lost to a large extent. And also that this puts an end to the efforts of these companies in particular for sustainable, often small-scale energy generation. So the situation has changed in recent years. No one thinks that this split really should be Europe's. Almost no one thinks that this split will improve the functioning of the energy market in the Netherlands and that this will therefore benefit consumers. The split already legally established in the existing legislation is now being offered in the new Electricity and Gas Act with the most necessary technical and administrative arrangements for system operators in general and for the transmission networks at sea to the large-scale wind farms there. This puts a great deal of pressure on this new decision, because it is explicitly a new decision. We are now deciding on this law and, therefore, on the inclusion of this article. Of course, I do not have to dwell on this for long, because many speakers have already done so for me. So I'm gonna take a quick turn. This law must of course be adopted so that the preparation for the award of wind farms can continue. The Minister, of course, insists that this is not a question of division at all, because the decision has already been taken in 2007. He then denies the wide-ranging sentiment that a new decision is actually being taken, which can also be abandoned in this context. Waiving that decision does not appear to be a procedural problem because of Art. 4.6 paragraph 6, or at least, as requested in our motion, to allow it to enter into force only under specific conditions relating to European legislation. I am aware that the discussion is seen as undesirable and as a distraction from the main issues by those who, rightly, have every interest in ensuring that the preparation of wind farms at sea can continue undisturbed. I am also aware that there are some new players in the Dutch energy market who do not have networks at home or abroad and who consider the level playing field to be better guaranteed if the group ban is implemented fully and thus also at holding level. But to the first, I would like to say that if the Minister is a little reasonable in this discussion, then there is no problem. And against the second group, perhaps the strongest argument is that it doesn't help much if DELTA and Eneco, like Nuon and Essent, end up in an international group with networks abroad. The level playing field, as they would like, is simply unattainable by practice in Europe. There are only three questions left for me in this respect that the Minister can answer. Should the split article not enter into force for the time being, how will the position of the grid operators Alliander and Enexis become? Does that change anything? My second question concerns the position of DELTA's production and supply business, which is extremely weak. The sale of other business lines is necessary in order to keep the debt position somewhat in order. The production sector is not profitable, mainly because of competition from coal-fired power stations and in this context also because of the abolition of the coal tax. How does the Minister see the future of this company when it has to be split up? I ask this also in relation to the position of the nuclear power station. My third question is the same as the question that Mrs Vos has asked quite intrusively earlier. Why does the Minister now consider division to be an advantage? Why would this advantage be greater than the rather immediate disadvantages? Finally, I would like to say to the Minister that I welcome the speed with which he is now working to make up for the delay in the large-scale use of wind energy. I am very happy to say this after the story we have heard from Mr Dercksen. But I also hope that he is prepared to turn halfway rather than go astray. This proverb has been used several times this morning. In any case, our joint error has meant that we have not sufficiently realised what European directives would oblige us to do and have not provided enough information on how the rest of Europe would deal with it. I'd like to wait and see how the Minister will make his position clear.
ParlaMint-NL_2015-12-22-eerstekamer-3.u191	Does one of the Members still wish to speak in the first term? That is not the case. Then I shall suspend the debate and suspend the sitting for a single minute in anticipation of the Minister and the Secretary of State for Health, Welfare and Sport.
