ParlaMint-NL_2015-09-17-tweedekamer-6.u1	I give the floor to the Prime Minister so that he can continue his first-term response.
ParlaMint-NL_2015-09-17-tweedekamer-6.u451	Mr. Chairman. In the first place, I invited the Prime Minister to look into his political heart. Last night I asked him, "Where is your fire? What injustice do you set in motion? What do you think is valuable?" We heard the Prime Minister's term today, and I'll take it from myself that my invitation wasn't inviting. The Prime Minister didn't go into this. Then I asked him the supplementary question: how do you intend to work in the coming year in view of what has happened in recent months, which has made the support for this coalition very narrow? In the Lower House the coalition still has a majority of one seat and in the Upper Chamber there is a shortage of seventeen seats for a majority. This is historically low. I don't think this has ever happened that way before. We have heard the Prime Minister's first term today: he has not responded to this. What he has done is to answer concrete questions about all kinds of dossiers. I thank him for that. Although I must say that I found the answer on a number of subjects quite fluffy and sometimes even rather evasive. I hope this has not set the tone for the coming months. The issues we are dealing with at the moment are great. The issue of refugees has dominated the General Political Reviews. It'll come down to it now. The Prime Minister has the important role to play in this discussion, to connect in this approach and to show leadership. I wish him a great deal of wisdom in that. He's gonna need it. Another major issue, namely the climate issue, also requires leadership. I note with disappointment that this cabinet is going to waste its time and energy on appeal and all kinds of studies, while a very specific extra-targeted approach is lacking. That's too bad. It is important that the cabinet in the search for necessary support not only because of seats, but also because of the seriousness and extent of subjects, will soon look carefully at the motions submitted and, where possible, will allow for the adaptation of its own policies to the views of parties other than the coalition parties. Madam President, I have four motions that I have tabled for that reason and I have supported a large number of motions. I'm not going to mention them all separately. After all, my name is underneath it. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Considering that many households are improving in 2016;]] [[noting that, according to the Nibud, the income position of chronically ill and disabled persons is lagging behind;]] [[calls on the Government to come forward with proposals to provide financial support for chronically ill and disabled people as well as for parents with children with disabilities living at home;]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Slob, Mr Van Haersma Buma and Mr Van der Staaij. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-34300-20]]
ParlaMint-NL_2015-09-17-tweedekamer-6.u452	This was, like, a 17 seat motion and I have another one of those. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Whereas there is a major challenge in achieving environmental and energy objectives;]] [[considers that the current burden package does not sufficiently address this issue;]] [[calls on the government to include fiscal greening measures in the burden package,]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Slob, Mr Pechtold and Mr Klaver. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-34300-21]]
ParlaMint-NL_2015-09-17-tweedekamer-6.u453	We have talked about the budget for security and justice. We have also talked about the enormous weaknesses in this budget. Last Tuesday the cabinet sent us the budget and last Friday it was under embargo. I understand that two days later, the cabinet doesn't say it's all wrong. However, I believe that the members of the cabinet are deeply aware that there are enormous weaknesses and that something needs to be done. That is why we supported Mr Roemer's motion. I'll file a motion myself on the court. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Considering that the Judicial Card Review Act entered into force on 1 January 2013;]] [[whereas the Multi-Year Plan of Justice 2015-2020 will be adopted on 28 September;]] [[considers that a well-founded decision on the reduction and location of courts is only possible if:]] [[there is more insight into the effects of the previous reorganisation after the revision of the judicial card and into the progress of the large automation process;]] [[the impact on the seven regions is clear;]] [[local authorities have been given time and space to develop alternative plans;]] [[invites the Government, in consultation with the Council for the Rechts on Decision-making and invites the Council not to take irreversible steps, taking into account the foregoing, and to report to the Court prior to the budgetary examination of the Ministry of Justice on the implementation of this motion,]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Slob and Mr Samsom. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-34300-22]]
ParlaMint-NL_2015-09-17-tweedekamer-6.u454	Finally, I have a motion on the issue of refugees, the reception of refugees in the Netherlands, and our contribution to reception in the region where, as you know, most refugees are ultimately being received. That happens sometimes in very poor circumstances. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Notes that according to the UN Refugee Organisation UNHCR, a record number of nearly 60 million people worldwide are fleeing terrorism, war and cruel regimes;]] [[whereas the influx of refugees in Europe and the Netherlands may increase and therefore more money is needed for receiving refugees than is currently budgeted for 2016;]] [[Whereas the Cabinet intends to develop its proposals further and, where necessary, allocate additional funds for reception in the Netherlands and in the region;]] [[calls on the Government, to this end, to present the autumn note with proposals for the structural allocation of additional funds for first-year reception in the Netherlands in 2016 and reception in the region and to avoid the ongoing OS programme lines,]] [[and goes to the order of the day.]] [[This motion was proposed by Mr Slob, Mr Samsom, Mr Roemer, Mr Pechtold, Mr Van der Staaij, Mr Klaver, Mr Klein, Mr Krol, Mr Thieme and Mr Kuzu.]] [[She's getting No. kst-34300-23]]
ParlaMint-NL_2015-09-17-tweedekamer-6.u455	Mr. Chairman. I thank the Prime Minister for the answers to the questions that have been asked. I'd like to compliment him, too. He's done an excellent job again, in the distinctive way. Even though the facts contradict him, he just keeps denying it. I think that's good. I think very few of us can do that so well. When he was first Prime Minister, he was often praised for it. He was called the "teflon prime minister." Everything's slipping away from him. But I can see a few scratches. It took a while, but it's not always taken away. The Prime Minister is here in the Chamber and questions are being asked about the estimates for the influx of refugees. Next year, 16,000 fewer refugees would be expected. The Prime Minister then knows how to look fantastic in the structures and systems we choose. And he seems to end up getting away with it, but I don't think that's gonna take much longer. The Teflon is really wearing off. I see that the Prime Minister is currently consulting with the Minister of Finance in Box K. It'll be about the Teflon wearout. What shall we do about it, he shall ask. I cannot imagine that there will be fewer refugees next year. I therefore find it unwise for the cabinet to say: well, we'll see how it goes and then we'll adjust it. That is why my name is under Mr Slob's motion. With this motion, we want to ensure that we are now simply going to arrange extra money for the reception of these refugees. The Prime Minister said again tonight what he said earlier in an interview. He said that serving the journey is a goal as long as it also produces important results; that is something that we are called upon to do in public administration. He's absolutely right about that. There are still so many important results to be achieved. However, I wonder if the Prime Minister is still in the mood. Is he still looking forward to it? In the end, he was doing quite well. I told you, he knows how to put it all into systems, he's talking about some estimates, and he's scattering some clichés here and there. But at the end of the day, he's standing here empty-handed. His beautiful package of 5 billion still cannot count on a majority. I think Mr Slob has the key in his hands. Two of his motions, I think, he called "seven seats." It's up to the cabinet to choose. In what way does it intend to obtain a majority for the plans it is now presenting? Let me be clear. As far as I am concerned, the cabinet chooses to green up these taxes and tackle the climate problem. My party has also put forward proposals for this. They are in our counter-budget and in our climate budget. It's high time for that, too. I find it really irresponsible that the Prime Minister, when it comes to the execution of the verdict in the climate case, is talking about another little investigation here and another little investigation there and about waiting. That's why I'm filing the next motion. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[whereas the Court has ruled that the Netherlands should reduce greenhouse gas emissions by 25% in 2020 compared to 1990;]] [[Considering that ECN and the Plan Bureau for the Environment indicate that 25% reduction is impossible by 2020 if measures are postponed for one year;]] [[calls on the Government to start implementing additional measures to reduce greenhouse gas emissions in 2016 and to inform the Court thereof,]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Klaver, Mr Slob, Mr Pechtold and Mr Thieme. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-34300-24]]
ParlaMint-NL_2015-09-17-tweedekamer-6.u456	I also have a motion on the refugee children who come to the Netherlands and have to attend education. We've been discussing this. I also have a reply from the Prime Minister. I do not know what that answer is yet, but I would like to table the next motion on this. After all, we must ensure that the children who come here can at least receive good education. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[noting that each child is entitled to good education and that the reception and training of refugee children requires special attention;]] [[Considering that the number of refugee children is increasing sharply and therefore the pressure on schools;]] [[whereas additional measures have been taken by the Cabinet, but these measures are no longer sufficient in the light of the currently rising numbers;]] [[calls on the Government to come forward with proposals for the budgetary treatment of Education, Culture and Science so that schools can provide adequate education for these children, and to make the necessary budget available,]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Klaver, Mr Slob and Mr Pechtold. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-34300-25]]
ParlaMint-NL_2015-09-17-tweedekamer-6.u457	I have one more motion. I am very pleased that Mr Slob's motion on the budget that we have to settle for this year can, in my view, count on a majority. That motion was signed by me, too. I have another motion in this regard. I believe that the current system is unfair. If more refugees enter the Netherlands, according to the current system, this must be paid in full from the budget for development cooperation, i.e. the budget for the poorest in the world. The Prime Minister likes systematics. I am proposing to tackle this system of paying it out of the development cooperation budget. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Whereas the costs of first-year care for asylum seekers are financed from the Development Cooperation budget;]] [[Whereas these costs, and hence the cost of the development cooperation budget, have increased significantly in recent years;]] [[considers that this is undesirable;]] [[calls on the Government to adapt the system and to set a ceiling for the budgetary attachment of first-year asylum seekers to the Development Cooperation budget and to seek a different level of cover for other costs,]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Klaver, Mr Slob, Mr Van der Staaij, Mr Roemer and Mr Pechtold.]] [[She's getting No. kst-34300-26]]
ParlaMint-NL_2015-09-17-tweedekamer-6.u458	Madam President. First of all, I would like to thank the Prime Minister for his reply. I would also like to thank all the other rulers for their patience to be here at these General Political Reviews; a long sitting. The refugee crisis was, of course, a prominent topic in yesterday's and today's debate. If people have seen the debate from start to finish, they will say: it is like the Netherlands! All the views on this issue have also been expressed in this Chamber. I believe that this is also necessary on such a subject. As a SGP, we are committed to a balanced course. If we simply lock the doors for all the people who are on the run, we fail in innability. It calls for our commitment to these people, first and foremost in the region itself, but also to those who are now coming to our country. However, if we open the door wide to anyone who is looking for a better future, we are equally unwise. Also the concerns about threatening integration problems should not only be taken seriously, they are also serious. In the past, for example, the influence of Muslim radicalism has been greatly underestimated, where Mr Wilders simply has a point. That has to be face to face. This requires alertness. There is no doubt that we will come to this by talking about it. I'm going to the budgets and the tax plan. The SGP has signed a number of motions which I will not explain here, including on the budget for Security and Justice. I myself would like to put forward three motions on subjects that we believe deserve attention because there is a real need for action in these areas, starting with the defence sector. Money is added, but that is not enough, and not just for future ambitions, as the Prime Minister stressed. It is sad what gaps have already been struck by the cuts. Elementary matters need to be put right: ammunition, spare parts, communications equipment, land robbers that need to be replaced and so on. Something is being done about that now, but more needs to be done. The urgency is great, hence the next, widely supported pressure-on-the-boiler motion. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Considering that almost all international security analyses still show that the ambitions, permanence and the corresponding budget of the Dutch armed forces require a structural rethink;]] [[Considering that the Government has indicated its intention to focus on a positive break in the medium-term defence budget;]] [[Considering that the government has taken a step by allocating additional funds in 2016 and giving priority to strengthening the basic capacity of the armed forces;]] [[calls on the Government to take forward the follow-up steps outlined above in the context of the multiannual perspective, i.e.:]] [[further strengthening of basic preparedness;]] [[the reinforcement of the supporting operational units;]] [[targeted quantitative and qualitative reinforcement of combat units;]] [[the replacement of weapon systems;]] [[In other words, the government requests that the Van der Staaij motion be implemented (34000, No. 23) to continue vigorously in order to bring the level of defence spending into line with the level of ambition of Defence,]] [[and goes to the order of the day.]] [[This motion was proposed by members Van der Staaij, Zijlstra, Van Haersma Buma, Slob, Wilders, Van Vliet, Van Klaveren, Klein, Krol and Houwers.]] [[She's getting No. kst-34300-27]]
ParlaMint-NL_2015-09-17-tweedekamer-6.u459	Then I have another motion on the issue of the gap between single-earners and two-earners. This motion was co-signed by colleague Slob of the Christian Union and colleague Van Haersma Buma of the CDA. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Whereas, in the case of an equal household income, earners pay up to five times more tax than two-earners;]] [[Whereas this may impede the freedom of choice and the provision of family care;]] [[calls on the Government to come forward with proposals to reduce this gap,]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Van der Staaij, Mr Slob and Mr Van Haersma Buma. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-34300-28]]
ParlaMint-NL_2015-09-17-tweedekamer-6.u460	Finally, I would like to make a motion on family care. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[noting that according to the National Insurance Panel, Mezzo's research shows that more than half of the carers are in financial difficulties or are even in short supply as a result of their care activities;]] [[calls on the Government to inform the Chamber for the consideration of the VWS budget of the possibilities of providing better financial support for carers,]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Van der Staaij, Mr Slob and Mr Van Haersma Buma. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-34300-29]]
ParlaMint-NL_2015-09-17-tweedekamer-6.u461	Mr. Chairman. I thank the Prime Minister for his answers. He's spoken a lot and he hasn't said much. It has become clear that the cabinet has not found support for the necessary tax reforms. It has thus given itself a license of inability. The cabinet makes a ruling impression. The budget reserved for structural tax reforms is now being thrown into the crowd in hope of bliss. This cabinet's response to today's major problems, the refugee crisis and the climate crisis, is nothing but mop-up with the tap open, in which coalition partners cannot agree on the colour of the mop. The Throne speech states that the flow of refugees does not tolerate a wait-and-see attitude and that an integrated approach is needed that takes account of all relevant factors. The UN, NATO, IPCC, G7 and Global Military Advisory Council on Climate Change point out that climate change increases the risk of international instability, conflicts and insecurity by causing drought and famines and strengthening the circle of poverty and economic malaise. I shall therefore table the next motion. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Considering that more and more people are fleeing conflict and violence that are at the root of deeper causes;]] [[noting that the flow of refugees requires an integrated approach that takes into account all relevant factors;]] [[Whereas experts and international bodies point out that not only religious violence but also climate change, raw material extraction, trade and tax policies and arms supplies contribute to the increasing instability in vulnerable regions;]] [[Considering that the United Nations expects tens of millions of climate refugees by 2020;]] [[calls on the government, the effects of climate change, trade and tax policies and arms supplies on stability in vulnerable countries and regions,]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Thieme, Mr Roemer, Mr Klaver, Mr Pechtold, Mr Kuzu and Mr Krol.]] [[She's getting No. kst-34300-30]]
ParlaMint-NL_2015-09-17-tweedekamer-6.u462	The cabinet is going to pay for the refugee shelter from the development funds. This puts even more pressure on the budgets of Dutch development organisations. That's incredibly short-sighted. This creates the huge risk of increasing refugee flows from people who can no longer be helped. How does such a policy plan relate to the claim that the cabinet wants to seek more reception in the region? That is my question to the Prime Minister. In the speech of the throne, it says that a waiting attitude is intolerable. How does the cabinet prevent waiting? How does that relate to the fundamental contradictions between the PvdA and the VVD at this point? I'm getting to the climate. The court's historical ruling on the government's climate policy requires the government to take action. Since 2008, the added value of a climate law has been regularly discussed. March this year Finland, after the United Kingdom and Denmark, as a third country, adopted a climate law in the EU. Norway, Ireland and France are already working on it. There's been one in Mexico since 2012. Such a climate law is a framework law. It regulates and sets out the targets for greenhouse gas reduction, rather than the measures or policy instruments to be used. It's left to the government. A climate law strengthens a climate agreement or an energy agreement because government commitment shows, for example, that industry will also dare to make risky investments and innovations. The House of Representatives is given an effective control tool to monitor progress. This is also how we can prevent climate law cases. That's why I'm filing the next motion. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[noting that combating climate change is one of the greatest challenges of our generation;]] [[noting that the court has ruled that the Netherlands should do more to comply with international climate agreements;]] [[Whereas a climate law may be supportive in order to achieve the long-term objectives;]] [[calls on the government to come forward with a proposal for a climate law,]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Thieme and Mr Klaver. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-34300-31]]
ParlaMint-NL_2015-09-17-tweedekamer-6.u463	Madam President. I thank the Prime Minister for answering our first-term questions. It is clear that after many sour years, this cabinet does not hand out the sweet. Hundreds of thousands of pensioners and benefit recipients give in purchasing power. We're gonna fight to fix that. That's why I'm filing the next motion. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Whereas the reduction of charges of EUR 5 billion leads to an increase in purchasing power of 2.5% for employed persons and only 0.2% for pensioners in 2016, which makes pensioners not share proportionally in the reduction of charges of EUR 5 billion;]] [[whereas this does not refer to the "equal purchasing power development" which the government claims to represent;]] [[also considering that older people have shared in "the acid" of burden increase and are now entitled to a proportional share of "the sweet";]] [[calls on the government to ensure equal and fiscal equity for pensioners in the structural tax reduction of EUR 5 billion,]] [[and goes to the order of the day.]] [[Motion]] [[The Chamber,]] [[heard the debate,]] [[calls on the government to fulfil the principle of "equal purchasing power development" for all sections of the population,]] [[and goes to the order of the day.]] [[This motion has been proposed by Mr Krol. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-34300-32]] [[This motion has been proposed by Mr Krol. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-34300-33]]
ParlaMint-NL_2015-09-17-tweedekamer-6.u464	A letter was sent today in the Volkskrant by Mr Van Marle. The title of this penetrating letter is As an older unemployed person I am tired of humiliation. It'll keep you quiet. The letter illustrates that combating older people's unemployment must be given the highest priority. I'll hand over the letter to the Prime Minister later. Older people's unemployment is a huge problem. That's why I'm tabling two motions. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Whereas older people's unemployment is a major social problem for which the government does not have a ready-made solution;]] [[whereas more than 150,000 people from 45 years up to the age of AOW have been unemployed for longer than one year;]] [[calls on the Government to organise, by the end of 2015, a national conference with employers, employees, UWV, elderly organisations, experts and other relevant stakeholders to pool and discuss all ideas and initiatives that can contribute only a little to solving this problem in order to achieve a targeted approach, including all Lower Parliamentary Groups,]] [[and goes to the order of the day.]] [[This motion has been proposed by Mr Krol. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-34300-34]]
ParlaMint-NL_2015-09-17-tweedekamer-6.u465	The next motion is as follows. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Whereas persistent unemployment, including that of older people, deserves a stronger approach;]] [[Whereas the age limit for the reduction scheme for employers taking on an older worker with a WW, welfare or disability allowance has been increased from 50 to 56 years since 1 January 2015;]] [[calls on the Government to return the age limit for the said scheme to 50 years,]] [[and goes to the order of the day.]] [[This motion has been proposed by Mr Krol. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-34300-35]]
ParlaMint-NL_2015-09-17-tweedekamer-6.u466	Furthermore, we want to have the household allowance permanently removed. We hope that the PvdA will support that proposal this time. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[noting that the Cabinet intends to introduce the household allowance for AOW beneficiaries as of 1 January 2018;]] [[calls on the Government to permanently withdraw the household allowance for AOW beneficiaries,]] [[and goes to the order of the day.]] [[This motion has been proposed by Mr Krol. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-34300-36]]
ParlaMint-NL_2015-09-17-tweedekamer-6.u467	Finally, I am concerned about the shortage of housing, especially for older people. That's why I'm filing the next motion. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Whereas the shortage of housing, in particular for the elderly and those in need of care, is acute;]] [[Whereas the transition agenda for Langer has so far had insufficient effect on its independent living;]] [[Whereas more coordination and action is needed to achieve results;]] [[calls on the Government to take the lead in consultations with all the parties concerned so that good and structural results can be achieved in the short term, steering them and not shy away from unorthodox measures,]] [[and goes to the order of the day.]] [[This motion has been proposed by Mr Krol. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-34300-37]]
ParlaMint-NL_2015-09-17-tweedekamer-6.u468	Mr. Chairman. This debate makes one thing clear: in politics, The Hague, we are lagging behind the reality of society. We can see that in the refugee stream, for example. Society shows its heart. The relief actions for refugees are shooting like mushrooms out of the ground. The majority does not think that the borders should be closed at all. The Dutch sing welcome songs. The Dutch want to take refugees into their homes. The Dutch show their mercy, their solidarity. That makes me proud to be Dutch. I'm not proud of the way the cabinet treats the social minimums. It is true of reality, because it has divided that 5 billion in load relief so well. However, the only people who deserve a plume are the minima. After all, the social minimums are those who have really had to face and endure the crisis. It is now very important to show solidarity with each other. Where society shows its heart, the Chamber must not be left behind. All Dutch people must benefit from the economic recovery, especially those who have suffered the most from it. That's why I'm filing the next motion. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[noting that the King stated in the Throne speech that for pensioners and people with benefits, purchasing power is maintained;]] [[noting that figures from the Nibud and from page 69 of Macro Economic Recognition show that this is not the case;]] [[Whereas, with the increase in the target of the highest tax base, the government has also opted for the allowance to higher incomes;]] [[instructs the government to come forward with a proposal for purchasing power for people with benefits and pensioners for the budgetary treatment of Social Affairs and Employment,]] [[and goes to the order of the day.]] [[This motion has been proposed by Mr Kuzu. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-34300-38]]
ParlaMint-NL_2015-09-17-tweedekamer-6.u469	We need to help each other where necessary, and not rule out anyone. We must stand for our fundamental values: justice, solidarity, mercy, equality for all, even for those who are not yet Dutch, without double standards. The Netherlands belongs to all of us. Get used to it.
ParlaMint-NL_2015-09-17-tweedekamer-6.u470	Mr. Chairman. This cabinet is not the solution to the problem. This cabinet is the problem. Our freedom, prosperity and security are not increasing this year with this cabinet but decreasing. Also next year, our country will not be doing well: more than 600,000 unemployed, a public debt of 466 billion and a continued influx of asylum seekers. Next year, with an income tax of 52% and even a progressive capital tax in the foreseeable future, the Netherlands will remain a country of socialism steeped in. The Netherlands needs low taxes more than ever before. Income tax, box 2 tax and excise duty should be substantially reduced. This means much more purchasing power, much more economic growth and much more jobs. In short, low taxes lead to much more prosperity. In addition, we want to invest 1 billion more in police and security services and 5 billion more for our defence. The Netherlands is looking for a strict immigration and asylum policy. We have to take asylum seekers in our own region, not here, not in our country, not in the Netherlands. 5,000 asylum seekers per week is far beyond our absorption capacity. The asylum policy of this cabinet is totally irresponsible. The effects on both the short and long term are incalculable. This cabinet puts the Netherlands at risk under unchanged policies. I shall therefore table the following three motions for resolutions. The first is as follows. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[noting that thousands of asylum seekers are currently entering the Netherlands per week;]] [[Whereas this has and will have a major social and economic impact on society;]] [[Whereas the Dutch absorption capacity is not infinite;]] [[calls on the Government to state the maximum number of asylum seekers that it considers the Netherlands can handle,]] [[and goes to the order of the day.]] [[This motion has been proposed by Mr Van Klaveren. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-34300-39]]
ParlaMint-NL_2015-09-17-tweedekamer-6.u471	The second motion is as follows. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Whereas the current influx of asylum seekers exceeds the absorption capacity of our country;]] [[Whereas the Cabinet has indicated that no permanent border controls should be imposed;]] [[whereas the arrival of asylum seekers in our country should therefore be discouraged in another way;]] [[noting that Denmark has given a place to discouragement in its asylum policy;]] [[noting that the Netherlands may discourage the arrival of asylum seekers in our country by reducing the allowances for asylum seekers and removing the priority arrangements for asylum seekers in housing and the reimbursement for recreational courses;]] [[calls on the government, following Denmark, to give discouragement a place in the Dutch asylum policy,]] [[and goes to the order of the day.]] [[This motion has been proposed by Mr Van Klaveren. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-34300-40]]
ParlaMint-NL_2015-09-17-tweedekamer-6.u472	I'm coming to the final motion. In any case, I expect support from the group of the VVD. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[calls on the government, the German Chancellor, at the extra European summit to stop its inviting words about refugees,]] [[and goes to the order of the day.]] [[This motion has been proposed by Mr Van Klaveren. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-34300-41]]
ParlaMint-NL_2015-09-17-tweedekamer-6.u473	Mr. Chairman. Free-minded politics is opting for participation by and as close to people as possible. Not centralism, but trust in the city and the county. Not for nothing are most local parties there. Together they are also the first party of the Netherlands. So I say yes to care decentralisation with customisation, but municipalities must be given financial space. I shall therefore table the next motion. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[having noted that the cabinet had previously subscribed a scaling-up discount with the idea that municipalities would have to merge and that this would generate 975 million;]] [[Considering that two years ago the cabinet abandoned the attempt to scale up municipalities to 100,000+, without, however, removing this structural reduction;]] [[calls on the Government to refrain from the scaling-up discount for municipalities,]] [[and goes to the order of the day.]] [[This motion has been proposed by Mr Klein. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-34300-42]]
ParlaMint-NL_2015-09-17-tweedekamer-6.u474	If the municipalities are reduced, they will create additional room for taxation. Mr Pechtold has tabled a very good motion on this. This also leads to a deterioration in people's purchasing power, because the burden relief we give here will then be taken away by the municipalities again. That's why I'm filing the next motion. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[noting that municipal charges are increasing as a result of additional discounts on the social domain budget;]] [[whereas the increases in municipal levies have a negative effect on purchasing power, but this has not been reflected in purchasing power figures;]] [[calls on the government to draw up a purchasing power review in which the municipal levies have been taken into account and to send it to the Lower House,]] [[and goes to the order of the day.]] [[This motion has been proposed by Mr Klein. It seems to me that their submission is sufficiently supported.]] [[She's getting No. kst-34300-43]]
ParlaMint-NL_2015-09-17-tweedekamer-6.u475	I don't need any more time, Mr. Chairman, so be it.
ParlaMint-NL_2015-09-17-tweedekamer-6.u476	You didn't have much more. Thank you very much, Mr Klein. Before I suspend the sitting, there are three changes. At the Roemer/Zijlstra motion in part No. 8 are added some names, namely Pechtold, Van Haersma Buma and Samsom. In connection with this, the Pechtold/Van Haersma Buma motion in part No. 19 withdrawn.
ParlaMint-NL_2015-09-17-tweedekamer-6.u477	The Prime Minister will now begin his second term, in which he answers the questions that remain open, to a number of commitments and responds to the motions tabled.
ParlaMint-NL_2015-09-17-tweedekamer-6.u478	Mr. Chairman. First of all, I would like to inform you of the following, as a result of my discussion with Mr Samsom on the collective agreement for the police. The Minister of Security and Justice will invite all police unions tomorrow for a discussion to reach a breakthrough in the police-cao deadlock. So that invitation will take place tomorrow.
ParlaMint-NL_2015-09-17-tweedekamer-6.u479	That could be good news, although we still have to wait and see. In my second term, I already asked whether this is an open consultation, whether the cabinet is creating blockages in advance or whether principles are being used, such as the wage agreement that has already been agreed. Maybe the Prime Minister can go into that now. Is there a blockade in advance or is the cabinet actually opening that conversation?
ParlaMint-NL_2015-09-17-tweedekamer-6.u480	Frankly, I have nothing to add to what we discussed in the first term. In particular, I would like to stress that it is not going to be helpful if we are on the employers' side, because we are all here; the cabinet is an employer and the parliament has now begun to negotiate in public. I note that this will take place tomorrow. I would say: let us have positive expectations of that. What I'm saying about that doesn't add up. Or maybe so, but I don't think that's wise.
ParlaMint-NL_2015-09-17-tweedekamer-6.u481	I think so, because the Members of Parliament have said in large numbers that a solution must be found. There can only be a solution if the person who's going to negotiate just opens up that conversation. I'm not saying there should be this or that, but I'm saying we should open up that conversation without any blockades. That's all you have to say. If that is not the case, then the enthusiasm for that conversation is quickly gone, because we all know what is happening. I would therefore like to hear confirmation from the Prime Minister of this open attitude, because the wish is almost universally supported. Is the cabinet gonna open up?
ParlaMint-NL_2015-09-17-tweedekamer-6.u482	I'm gonna repeat what I just said. I think this is really unwise. I thought Mr Roemer was actually trying to find a solution. I'm still holding up the thought of him wanting to. Words like "open," "blockades" are words of meaning. I have also experienced these things in collective bargaining in business, and now we see this on the government side. So all these words have meaning. If you really want to pull off such a stalled negotiation, then it doesn't make much sense if I reflect on all the terms Mr Roemer used. I note that the Minister will send that invitation to all the unions tomorrow. Let's assume that this is a success.
ParlaMint-NL_2015-09-17-tweedekamer-6.u483	So there's been an invitation. Do we know if the unions will respond to that invitation?
ParlaMint-NL_2015-09-17-tweedekamer-6.u484	We're gonna wait and see, but I promised you I'd catch you up as soon as possible if there were any new developments. I thought that would be written, but this is faster.
ParlaMint-NL_2015-09-17-tweedekamer-6.u485	I sincerely hope that will happen, because I think it is incredibly important that the parties meet again. I also think that the cabinet doesn't just send out an invitation. And I think you too have no desire but to try to get out. That is why I say to the Minister of Security and Justice: move on now!
