ParlaMint-NL_2015-11-18-tweedekamer-5.u1	I would like to welcome the Foreign Minister.
ParlaMint-NL_2015-11-18-tweedekamer-5.u196	Mr. Chairman. A football match, a restaurant and a concert: how sick do you have to be to kill people, who enjoy these simple, beautiful things in life? How fucked up do you have to be if you're gonna let a plane full of innocent Russian tourists splash into the air? How hateful should you be when you set off a bomb in the middle of Beirut, the capital of the country that offers more than any other country so hospitable shelter to Syrian refugees? These are questions to which we are again trying to find an answer. We also wonder how safe we are in our own country, in our own city and in our own neighbourhood. And we wonder how we can put an end to the hyperextremism of ISIS and similar fanatics. Against barbarism you can only put civilization, says one. We have to wipe them out with root and branch, says the other. We politicians and foreign spokesmen are supposed to choose. If the Labour Party is suddenly ready to bomb Syria, journalists are not asking me 24 hours after the attack. Of course, after Paris, I feel the anger that everyone feels. Like others, I want to do something more than just express that anger. A choice between declaring the next "war on terror" and, above all, continuing to live our lives is a false one. We need to find the right combination. We must stand up for the lighting ideals of Voltaire, but also have the fighting skills of De Gaulle. We must have the coolness to make the right analyses, to play the geopolitical chess game properly, and at the same time the willingness to compete, provided the pieces are good. If, after the drama in Paris, there is still a silver lining at all, it may be that sense of urgency among the world's powers. The political will among regional players has grown. At last, the US and Russia, Turkey, Iran and Saudi Arabia seem to be growing together. Too slowly and for the time being, especially in words, without guaranteeing that it will lead to a real agreement for the future of Syria, but the movement is unmistakable and must be fully supported. I would like to hear from the Minister how he points out these latest developments and how he estimates the chances of a political breakthrough. Paris came as a shock, but not as a surprise. The world is changing rapidly, with new threats at the borders of Europe. We live in a world in which the cooperation so carefully built up by our parents and grandparents is under pressure. It is a world that confronts us in real time through traditional and social media with the raw misery of war, with oppression, with unprecedented flows of refugees. In that world, at this time, you can do two things: fall back on national reflexes or bet on a much more active and values-driven foreign policy. It is clear that the Labour Party chooses the latter. There's got to be a lot of ambition on top. Together with others, we need to show extra commitment on the whole spectrum of foreign policy: diplomacy, defence, aid and trade. We must not only combat the symptoms, but also address the root causes of the various crises. We should not rely on the false stability of authoritarian leaders, but we should be prepared to invest in people's perspective and in society's resilience. We do that from the core idea that, if the world around us is going well, we are also doing well; and unfortunately the other way around. This must be a foreign policy of values and of deeds, and a balanced combination of realpolitik and ideal politics, with the heart and the head. In order for the EU to exert influence in the world, it will first have to show itself to be responsible in our immediate surroundings. This is what Federica Mogherini said shortly after she became a High Representative of the European Union. I agree with her. We are under the spell of the ring: of the ring of conflict and instability at the European external borders; of the enormous migratory flows as a result, which we are now faced with; of the shaky ceasefire in Ukraine; of the fight against ISIS; of the vacuum of power in Libya; but also of the war in Yemen, of the war in Mali and of repression in Eritrea. These are complex conflicts with often much more complex backgrounds. They call for a much more active foreign policy, focusing primarily on the neighbouring regions, and on a commitment in all areas of foreign policy at the same time and in coherence. The PvdA welcomes the additional diplomatic capacity deployed in Eastern Europe, the Middle East and North Africa thanks to the implementation of the Van Ojik motion. Nor can it be excluded that more often than before, our willingness to contribute to the military in those regions will be called upon to do so. We are already a major donor, but more support is needed for the countries on the front line that are affected by migration flows or the risk of destabilisation by extremists. Mr Ten Broeke has already mentioned a shift in our contributions to the UN funds towards additional support for refugees in general, and to women and children in particular. Together, we are proposing a shift within the UN funds in favour of precisely these matters. Like him, I advocate offering soft loans, soft loans, and trade preferences to middle-income countries such as Lebanon and Jordan, to help them adjust their economic structure. I realise that these issues are at the crossroads of Foreign Affairs and BuHa-OS, which will be discussed next week. However, this Minister, with his background, should be able to respond to these proposals. The Nobel Peace Prize will be awarded this year to the National Dialogue Quartet from Tunisia, which played a crucial role in the democratic transition of that country. This is a proper recognition for Tunisia, but also for the important contribution civil society can make. Unfortunately, we can also see that the Arab Spring, which started exactly five years ago in that same Tunisia, has been much less successful elsewhere in the region, often where civil society organisations have been given no or much less space. Well-organised political parties and free media also play a key role in success or failure. These lessons can also be drawn from the recent AIV and IOB reports. Today, the PvdA calls for a more urgent and ambitious approach to strengthening the social resilience of countries in the ring around Europe, with the type of projects with which our country has gained so much experience under the various Matra programmes, but also on the basis of the lessons that recent evaluations offer us. We propose to add to the present Matra programme, to give more ambition and to convert it into a fund for regional partnership. It is a new and more ambitious fund for support for democratic development, social initiatives, development of the rule of law and institutional strengthening in the ring around Europe. The current Matra programmes deal with this, but there will be more resources. There will be more emphasis on the independent role of NGOs, which are increasingly under pressure in many countries, but also on training and assistance from government to government. I ask the Minister to examine this proposal for a Dutch fund and regional partnerships, which is also supported by the VVD Group. I believe that the amendment has now been circulated. I understand that colleagues wanted to receive this in good time. I would also like to make a motion on this point in the second term. At a time when the realpolitik is in danger of overcoming idealism, the PvdA advocates that the fight for human rights remains the cornerstone of Dutch foreign policy. Fortunately, we are seeing a number of positive developments in this respect. I'll give you three. Firstly, we welcome the fact that our proposal to lift the Human Rights Fund, which we did earlier this year in the human rights briefing, has now been accepted in the State Department budget. Thank you very much for that. Secondly, I would like to express my appreciation for the Minister's commitment to a war crimes investigation in Yemen. As disappointing as the outcome of that process was, it is good that this minister dared to stick his neck out. I also found his comment encouraging in the consultation of a week or two ago, namely that such action is not at the expense of our political strength, of our interests, but rather of ensuring that you are heard and given more opportunities. Third, I like to call the king. He's just been mentioned. Last year we questioned his beer with Putin in Sochi, but the way he appointed human rights in China deserves a compliment. That is how it can be done and we like to see it. This has nothing to do with virtues or wrongs, but with the use of the existing possibilities. They've been used now. It would be good if they were used more often in this way. However, we remain keen on the persistence of a number of difficult dossiers in which geopolitical and economic interests on the one hand and important values and principles on the other touch each other. Of course, the fact that these two collide occasionally isn't news. It is important, however, to state your limits very clearly and to stand up for the issues that really matter. I would also like to mention three of them. First of all, I call Saudi Arabia. The role it plays in the regional proxy wars is as worrying as the human rights violations in the country itself. The blogger Badawi sentenced to whip is a symbol of so many other, much less known victims. The EU is now present in court cases, but does not share the findings of those trials with the accused or his lawyers, let alone confronting the Saudi authorities. Amnesty International writes about this in the recent report Speaking is silver, silence is wrong. I'm asking the Minister why this isn't happening. Why don't we raise these issues now that we're monitoring them? What is the Minister's response to the findings of this Amnesty report? I also mention the situation in Belarus, where President Lukashenko was recently re-elected for the fifth time. Although he released a number of political prisoners, they were not allowed to run for election. Election observers also question the manner in which the votes were counted. What was the reaction of the international community? To suspend sanctions for a number of Belarusians close to the regime. What kind of political signal is that? I understand that Minsk can be an interesting place for dialogue with the Russians, but it should not be at the expense of the courageous human rights defenders who have fought their battles all these years.
ParlaMint-NL_2015-11-18-tweedekamer-5.u197	The cesorship between the cubes was so short that I was too late to ask about Saudi Arabia. Mr Servaes is aware of the fact that the United Kingdom has said that there will be no arms supplies unless there is an independent investigation. What is the view of the PvdA Group on this point? Can it imagine what the United Kingdom is doing with Saudi Arabia, or not?
ParlaMint-NL_2015-11-18-tweedekamer-5.u198	I think I have to correct Mr Knops anyway. I fear, and this is a particularly painful observation, that the United Kingdom was one of the countries that was obstructing the creation of independent research. We would have liked to have seen a somewhat more principled stance by the United Kingdom and other countries on this issue. Mr Knops knows my views on arms trade, I think. We are very reluctant to do so. As soon as there is any chance that it will be used for human rights violations or regional wars, we will stop any proposal for arms exports.
ParlaMint-NL_2015-11-18-tweedekamer-5.u199	We now have experience with that. I believe that these examples have already been mentioned by Mr Ten Broeke. This is not just about the Netherlands or the United Kingdom, but about European countries in general supplying Saudi Arabia. Many weapons used there come from Europe. What is the view of the PvdA on this point, namely when it comes to a European line in export restrictions in these countries?
ParlaMint-NL_2015-11-18-tweedekamer-5.u200	That is a bad thing, because earlier this year I submitted an own-initiative paper together with Mr Sjoerdsma, whom I now see on the microphone. The key point of this was that there cannot be such large differences between Member States in the area of arms exports, whereas we should check them all against human rights violations and regional conflicts. We have made a number of proposals on how to do this better. You can imagine that the direction for improvement is clear to me, namely less arms exports and much more stringent testing against the common criteria that Europe has for this.
ParlaMint-NL_2015-11-18-tweedekamer-5.u201	I will continue on this subject because Prime Minister Cameron has indeed threatened Saudi Arabia with an arms embargo. That was, of course, a 180 degree twist in relation to his country's previous position, but the situation has changed slightly in Britain. In view of this changing situation, I would also like to take on board Mr Knops' speech. Is it not time for us to look seriously at the imposition of an arms embargo on Saudi Arabia, as long as that country continues war crimes in Yemen and the blockade of humanitarian aid? You all know the examples yourself.
ParlaMint-NL_2015-11-18-tweedekamer-5.u202	We have to go into the details here, because according to the saying, this is often the devil, especially in this sort of thing. Once again, my party will always stop any kind of arms exports that could contribute to the horrors of the war in Yemen, human rights violations and other bad things. The point is, of course, that Saudi Arabia is a party to the international coalition in the fight against ISIS, whether we find it uncomfortable or not. I find it a little difficult to pronounce a general arms embargo in this case if you are working together with one of these countries in another fight. So I do not know exactly how Mr Sjoerdsma sees this combination, but that seems complicated to me.
ParlaMint-NL_2015-11-18-tweedekamer-5.u203	The question before us is, of course, more fundamental than the handling by export order. The question is whether, in principle, you still want to supply arms to Saudi Arabia at the moment. I agree with Mr Knops that this can only be decided at European level. It makes no sense if the Netherlands is strict and is going to look at it again, if the United Kingdom and France still do so. That's why I'm making this call. Let us take Europe for a moment and not export arms to that country, despite its participation in that coalition. We must also look at Saudi Arabia's role in that coalition. The country is involved in bombing, but in the meantime there are also financial flows from that country to Sunni terrorist movements. So you might ask yourself, isn't that just a double role?
ParlaMint-NL_2015-11-18-tweedekamer-5.u204	I think it would be a very good idea if this issue were discussed at European level. In addition, I say that the examination of arms exports must be carried out on a case-by-case basis, whether we like it or not. To be honest, I do not remember arms exports from the Netherlands to Saudi Arabia from the recent past or even from the somewhat distant past, at least not at the time when I am on the committee that oversees them. However, the debate on this at European level so that at least you apply the same criteria in the same strict way seems to me to be an excellent suggestion. I come to the third point where interests and values come into conflict, and that is what I would almost say: of course, about Russia. Unlike last year, I haven't really said much about Russia. Soon, of course, we will be discussing in detail the MH17 report and Russia's role in it. Earlier this year, we had an extensive debate on the so-called water separation moment in relations with Russia. We then agreed that it would no longer be a business as usual and that the European dependence on Russian gas should be reduced. But the memory appears short, painfully short, you might say. This summer, Shell announced with Gazprom to organise a doubling of the Nord Stream pipeline, against the wishes of the European Commission, under protest from a number of Eastern European countries and, of course, against the will of Ukrainians who see their own interests literally bypassed by it, because a U-turn is now cutting them off, while Gazprom further strengthens its position on the European market. Apart from the review of sanctions, I ask the Minister how he sees this in the light of energy policy and the ambitions for the Energy Union, and the broader geopolitical relations. Has he consulted the Commission on the objections raised? Has he talked to other Member States about this? If not, is he willing to start that conversation after all? Finally, after a lot of gloomy points, I would like to look a little further than our own stormy region, at places in the world where, after periods of conflict or oppression, there is hope for a better future, without violence, in a democratic society. I am thinking primarily of Myanmar, or Burma, if you will. This spring I was there on an inspiring work visit. In the meantime, successful elections have taken place with a sweeping victory for the lady. It called for cooperation with respect for other parties. Earlier this year, I argued in favour of setting up a fully-fledged embassy there as soon as these elections were held. The Minister also mentioned this in his letter on the strengthening of the postal network, which we recently received. Does he share my view that this would be a very nice and good time to open that embassy there soon? Let me give you another example. When the Permanent Foreign Affairs Commission was in Cuba last month, it spoke with the Colombian ambassador who hosts his government delegation in Havana in the negotiations with the FARC. He was optimistic about the peace process, but also realistic about the resistance that an agreement in his own country could bring about. This concerns, in particular, the responsibility that people, whether they belong to the government or to the FARC, have to make about the violence used. What contribution could the Netherlands make to this process? I am thinking in particular of assistance on this subject, which is also called transitional justice. Our country has a lot of expertise in this area as a centre for peace and justice. Wouldn't it be nice if we could get Colombia through that decisive phase with such programmes, so that perhaps next year the country will be the winner of the Nobel Peace Prize? They are hopeful points of light, but there are, of course, a great deal of concern about the developments in the ring around Europe and in Europe itself. These developments call for an active and involved foreign policy and above all cooperation. I am thinking of cooperation in the Chamber of Representatives PvdA and VVD have given two fine examples of this cooperation in Europe and cooperation with similar partners elsewhere. Together we are ultimately stronger in the world. I have the hope, and yet I have the confidence, that we will eventually overcome this challenge.
ParlaMint-NL_2015-11-18-tweedekamer-5.u205	I have a brief question for clarification. The amendments of the VVD and the PvdA have just been distributed. Among other things, it states that 4 million is being drawn from the Relief Fund, which is now very successful and which NGOs are very involved in. How does Mr Servaes explain this?
ParlaMint-NL_2015-11-18-tweedekamer-5.u206	I think that Mr Voordewind is referring to Amendment No 2. 8 which Mr Ten Broeke has submitted, along with me. The Relief Fund is intended to support such organisations in crisis areas at times when additional support is needed. I think that extra support is now very much needed. Together with the department, we have looked at the places where there is room in the budgets. This is partly in the budgets for UN organisations or, for example, the Asian Development Bank, where it can be a bit less now or where sometimes less well performed according to the so-called score cards or performance index. I think it is right that, as part of that package, you should use the fund that we have set up to respond quickly in acute crises. That's why some of the cover comes from there. That's right.
ParlaMint-NL_2015-11-18-tweedekamer-5.u207	That's the NGO fund. We had reserved that pot with 570 million for additional emergency aid. Of this, 120 million has been allocated to the NGO Fund, the Relief Fund. That's what this money needs, and it's even gonna run out of money next year. It is precisely this fund that is now getting 4 million. I just don't understand the reasoning.
ParlaMint-NL_2015-11-18-tweedekamer-5.u208	I do not believe that the Relief Fund is up and that organisations or certain goals in this sense are lacking in money. This fund was created in order to be able to draw on it flexibly and where it is most urgent. We now say that at least UNHCR but also Unicef and UN Women can use extra support. You will probably very much agree with that. We've been looking at different funds to find out where there's room. This is one of them. It seems to me that precisely in this case, it is intended to be very specific.
ParlaMint-NL_2015-11-18-tweedekamer-5.u209	I shall suspend the sitting until 2:00 p.m. Then the order of business and the voting will take place. Then we will continue with the debate on the Foreign Affairs budget.
