ParlaMint-NL_2015-04-28-eerstekamer-6.u1	I would like to welcome the Secretary of State for Economic Affairs to the First Chamber.
ParlaMint-NL_2015-04-28-eerstekamer-6.u129	I understand. I also recognise this debate, but it is also very complicated to avoid it. That's one of the reasons why I would look up to the introduction of such a system. It is almost impossible to take very explicit account of this without getting caught up in a great legal problem. In addition, we are still carrying out processes to date on previous introductions of systems such as animal rights, production rights, in other sectors. This is a matter of years of follow-up. Please let us try to avoid it being necessary, but Mrs Vos is right to say that I am not going to wait until that happens. We're on the move. I think we should know that, too. Then I come to the progress of the feed trail. We expect new figures in the second half of May, I say to Mr Van Zandbrink. The CBS will be able to rely on the preliminary feed figures. They will not be final until the autumn. Then I come to my last block: the contents of the AMvB. There's a bunch of questions about that. I'm gonna try to answer them in fast-track. Mr Van Zandbrink has asked whether soil binding is more than using manure on his own land. That is what I agree with him and with other Members who have talked about elements such as production of their own roughage and grazing. The framework of the Fertilisers Act is indeed narrower. In doing so, we are fulfilling the obligations laid down in the Nitrates Directive. However, the legal anchoring of pastures, which Mr Van Beek and others talked about, also has a number of significant disadvantages. The main disadvantage is that it immediately destroys the earning model of the farmers who are working with it. After all, there is no reason for the dairy industry to pay up on pasture milk when there is a legal obligation to pasture and everyone has to do it anyway. That is an important argument. There is a lot of talk about the income model of the agricultural sector, also across the street. I am also often accused of not looking at it enough. I think this is an important argument. The second argument is proportionality. The question is, also legally, whether you can legally force those who do not now have a plot and who will not be able to acquire one for all kinds of reasons, to proceed to pasture. That's not gonna be easy. For this reason, the inclusion of that element in the law does not necessarily produce the effect you would like. Should we then accept the status quo? No, I say heartily. My ambition is not just an ambition. I'm one of the partners of the Covenant Weidegang. I've heard of one of the 62. My answer is: yes, but not just any. I'm gonna go for that. I know that this is also seen in the sector itself as a tremendous ambition. I put her down because I really think we need to make progress. That will take a great deal, but we will do so as far as I am concerned.
ParlaMint-NL_2015-04-28-eerstekamer-6.u130	I think it is a wonderful argument when the Secretary of State says that if I call for legislation to link land-boundness and grazing, then it is at the expense of farmers' earning model. I have every confidence, she says, immediately thereafter, that my ambition of 80% grazing will be achieved through self-regulation. If you do not regulate it legally, it will have to be self-regulation. That's a bridge too far for me and I think many in this house. The argument of not legally anchoring pastures in the sense of 'if we regulate it, then the sector itself does not do it anymore' could be valid for a lot of measures. That earning model can take many other forms. That's not so bad right now. An average dairy farm receives €25,000 a year. You might ask yourself, why is that? But the thought that you would lose the little bit you get extra for milk in the meadow and then you would have to depend on it, if it became a legal arrangement, would be too wondrous a thought. In order to make that plausible, the Secretary of State should give a little more explanation.
ParlaMint-NL_2015-04-28-eerstekamer-6.u131	The fact that Mr Koffeman calls them 'a little' indicates exactly the essence of the problem. I am sorry to take advantage of you in my speech, but I have to say to him that I might be among the cows a lot. I have to deny that, but I'm a lot among dairy farmers. Mr Koffeman should discuss with them the significance of these increases and their importance for their business case. They are much more important than Mr Koffeman is suggesting.
ParlaMint-NL_2015-04-28-eerstekamer-6.u132	Certainly, that is a nice explanation, but that does not mean that the desirability of legislation should allow for a combination of soil and grazing. There are a thousand other ways of stimulating industry, such as giving farmers money to treat their animals better. Great. It is wonderful if the government wants to encourage this, but it should not stand in the way of legislation.
ParlaMint-NL_2015-04-28-eerstekamer-6.u133	That is what we think differently, and that is what we can do. Mr Van Zandbrink's question was whether the common agricultural policy could be used to promote land-based cohesion. The income support in the current CAP is paid in the form of a hectare premium for eligible agricultural land. Cattle farmers do not receive any allowances for land under the stable, but they do for the pasture. Land-based dairy farmers are thus in favour of other dairy farmers. The commitment to the negotiations on the coming programme is now being prepared. It is still too early to anticipate that, but we will undoubtedly discuss this at some point. Then I was asked why I chose the AMvB for the reference year 2014 and not for the phosphate reference, which are two very different things. Mrs Fox and others spoke about this. Asked if I was not willing to take 2013 as a reference year. The year 2013 shall be the reference year for the law. From that moment on, the law requires you to account for your growth. Contrary to Mr Koffeman's assertion, it is not the case that the growth that has taken place since 2013 is not regulated in one way or another. It is true that at the AMvB we looked very closely at what is now reasonable. From what point do you have to ask to justify this growth not only through manure processing or soil binding as a free choice, but also through land? We chose 7 November 2014 because we only made sure from that moment on, including for the entrepreneurs, that there would be an additional condition for the whole story. Before that date, companies could choose to go fully for the growth, for 100%, for manure treatment. Choosing 2013 as a reference year would result in many problems. That is not because these people do not justify their growth, but because they account for it, for example, through manure treatment and not necessarily, in advance, through land. To Mr Koffeman, I say that quota overruns are not against the rules. The dairy farmers have chosen to pay a levy. Depending on the milk price, that was lucrative for some. So it was not a fine, as is sometimes suggested in popular terms, but a levy. For the record: there is therefore no question of legalization of unauthorized action. Mrs Vos asked me whether I would not like to broaden the legal title of the term 'ground'. She means to say, "Don't expand it." That is not foreseen. Following on from her comments, I can say that I am going to work with the sector in a project on how to better close the regional cycle. How, for example, can we better stimulate the production of roughage in the regional cycle? How can we ensure that cooperation with farmers is maintained? How can we support each other in this area? There is still a need for a number of things to be done. But that is something other than broadening the definition of "ground." It is up to the entrepreneurs themselves to determine how much land they have in use and to adapt it to their own needs for roughage. That is not a requirement from the purposes of the Fertilisers Act. However, the measures in the present AMvB are going towards a situation in which companies justify part of their expansion by taking additional land into their own use. Eventually, this also contributes to the strengthening of the ground-bound character. Mr Schaap asked me about the troubles. I have just said something about this. We have, of course, tried to avoid some of it in advance. That's important. In addition, within the AMvB we have also clearly described the scope of the problem facility. It monitors farms that have invested in 100% manure treatment before 7 November. After all, these are entrepreneurs who have made an investment which they now have to find that some of them would have had to do in land. You can then grant an exemption. Investments in stables are not covered by the bottleneck provision and therefore there is no provision for compensation for this. After all, dairy farmers can expand their production as long as they meet the requirements of the law and the AMvB. Mr Koffeman does not think it fair that companies that have grown before should not buy land and a farmer that is now expanding should. Indeed, the AMvB does not control whether dairy farmers have grown sooner or later, but in the way they have. Companies that were and have remained extensive do not have to deal with further conditions, but intensive companies do. Mr. Van Beek asked why we came to that stall. The threshold of 20 kilos has been explicitly introduced to keep a group of companies outside the AMvB, which we all believe should be taxed as little as possible with additional regulation. You can grow up to 20 kilos without having to deal with the AMvB's regulations. Only then, as you intensify, will there be an obligation to buy more land. Mr Reuten has put on the table an alternative proposal. He asked me if I was prepared to accept that proposal. The process as I have done makes it clear that I want to stick to my own proposal. It is a balanced proposal in the sense that, because of the standard chosen, the pressure on those companies is the greatest that it must feel the hardest. Of course, you can always have a political or social discussion with each other about whether you should not turn on certain buttons more or less. However, I have made this proposal in close consultation with the sector and I have had the Nature and Environment Foundation at the table to come to this conclusion. I've weighed this very widely. Given how far we are now, and in view of the proposal now before us, it is also justified to divide it up. The implementation has not come out of the sky; there has been a lot of consultation about it. I would therefore like this basis to be maintained. I've just been talking about the grazing. The covenant partners will meet on 16 June. Maybe it's good to say that. We will then have the first discussion on the way in which we continue to increase ambition. Then there was the question of whether there are no provisions that see grazing or feed production. That's right; we just talked about that. These are social conditions that I naturally want to give a place to, but not everything always runs through the trail of legislation. Mr Reuten had the question of whether I would take full responsibility if the AMvB were to say, in his words, 'to turn against the sector'. I think that we always have a joint responsibility for the proposals that lie ahead. The AMvB regulates that the growth in dairy farming takes place on land-based grounds. The most intensive companies must have the most additional land on equal expansion. That's what the sector and I share. The Court has also received the abovementioned letters on this subject. On a situation where we are shooting through the phosphate ceiling, we have had an extensive exchange of views. Then I will take full responsibility, because that is what is needed. I'd like to say that I'm not looking forward to it. I don't think it'd be nice if that had to happen. As I have said, I find manure fraud unacceptable. I am also working on strengthening enforcement, such as the independent sampling of manure transport, the obligation to link AGR-GPS to a solid manure transport vehicle and to make agreements with neighbouring countries. I would ask Mr Koffeman to give me the case in private; we will go after it immediately. It's not okay if he has to put it out here like that. I'd really like to act on that. Mr Van Beek asked how the groundboundness is controlled and maintained. In doing so, we agree with the monitoring of compliance with the law. This is done by a combination of RVO and NVWA. We know a lot about the composition of soil and phosphate production through the supply of data. We'll check for that. Mr Van Beek also asked a question about the accuracy of the networks in the framework of the Nitrates Directive. This is an important discussion which we will undoubtedly continue. The effectiveness of the Dutch manure policy has been monitored since 1992. This is a network of measurements carried out jointly by RIVM and the LEI. It aims to identify the impact and effectiveness of manure policy by measuring trends in water quality. These measurements take place on 450 farms. We have tested this network of measurements internationally and it has been accepted by the Commission. There is no better system: there is no alternative. At the moment, I do not see any reason to judge those results with restraint.
ParlaMint-NL_2015-04-28-eerstekamer-6.u134	Then we have arrived at the second term of office. But I understand from Mr Reuten that he would like a short suspension. He insists on that request. Five minutes tops. Mr Koffeman would like to ask a question about this.
ParlaMint-NL_2015-04-28-eerstekamer-6.u135	Could that suspension take a little longer, like, ten minutes? We must take a far-reaching decision in this suspension, namely whether we are going to stop or not.
ParlaMint-NL_2015-04-28-eerstekamer-6.u136	Ten minutes max is 100% more than Mr Reuten had asked. When we talk about quotas, that's a lot. Agreed. At 6:15, we'll move on.
ParlaMint-NL_2015-04-28-eerstekamer-6.u137	Can we then allow the first deadline of the last subject, with scheduled speaking time of ten and six minutes, to take place for the sake of time?
ParlaMint-NL_2015-04-28-eerstekamer-6.u138	But the minister's gone to dinner now, so that's actually not a good time. The minister will be back between 6:30 and 7:45. That's why we have to do it this way. It's no different.
ParlaMint-NL_2015-04-28-eerstekamer-6.u139	Mr. Chairman. I did not attend part of the debate. I had already apologized to the Secretary of State but not yet to the spokesmen and the chairman. I hope, of course, that these apologies will be accepted. I've been perfectly replaced and updated by colleague Flierman. I welcome the Secretary of State's answers to our questions. We believe that the AMvB, as it stands, should now enter into force, partly in view of the letter from LTO and Nature & Environment, but even more in view of the State Secretary's commitment to implement the motion for a resolution in full. In the interrupting debate, the question was raised as to whether you can export milk powder and similar products to China. Now, in my opinion, there are countries in this world that may listen too much to the interests of Dutch industry, but I have never learned or read or seen that the current government of China is included. So I already have a certain confidence that we can export milk powder to China with peace of mind. We do not share the enthusiasm of some of the spokesmen for animal rights. At most we see it as part of the'seal massage' that the State Secretary applies to the whole sector and therefore to the Dutch people.
ParlaMint-NL_2015-04-28-eerstekamer-6.u140	I have two points. Mr Terpstra talks about 'animal rights'. That is a very different issue from animal rights.
ParlaMint-NL_2015-04-28-eerstekamer-6.u141	I'm talking about animal rights.
ParlaMint-NL_2015-04-28-eerstekamer-6.u142	To begin with, Mr Terpstra never read anywhere that the Netherlands would have an influence on China in the sense that Chinese schoolchildren would have to drink half a litre of milk a day? I will forward to Mr Terpstra the documents showing that the Dutch pilot farms in China have led the Chinese Prime Minister to take over this plea from the Netherlands.
ParlaMint-NL_2015-04-28-eerstekamer-6.u143	That only means that the Chinese Government has agreed to this. I've never had the idea that you could blame the current Chinese government for running on the LTO leash.
ParlaMint-NL_2015-04-28-eerstekamer-6.u144	Mr. Chairman. I would like to thank the Secretary of State for her reply. It has done its utmost to at least deal with all aspects of the Chamber. Our main question is as follows. How exactly can we indicate the Secretary of State's commitment to carry out the motion for a resolution? I understand she's going to make that motion anyway. There will therefore be a legal basis; this AMvB is laid down in a law. I assume, as Mr De Graaf put it, that this means that the essence of the AMvB is incorporated into the law and that the meaning of ground boundness is incorporated into the law. Another question is: how quickly can the Secretary of State succeed in getting that law passed by both chambers? We still attach great importance to the fact that it is doing its utmost to bring that law into force on 1 January 2016. She said: I do not have that entirely in my power; I can promise it, but I do not go about it as a whole; there are all kinds of other parties who are going about it. I would therefore like to hear very clearly from the Secretary of State that we can count on her to do her utmost and do everything in her power to get to grips with the piece that lies with her herself as quickly as possible. This means that the Secretary of State now submits the bill to the Council of Ministers as soon as possible and asks the Council of State for an urgent opinion, so that we can agree with the Secretary of State that it can submit this bill to the House of Representatives on 1 September. All of her efforts must be directed towards achieving this. After that, of course, it is up to the House of Representatives and this Chamber to do their utmost to achieve their introduction on 1 January. Will the Secretary of State do her utmost and do everything in her power, so that at least on 1 September the House of Representatives can look forward to a legislative proposal? Then it's our move. I would like to thank the Secretary of State for the fact that at least she has made such a clear start in the preparation of the animal rights system. I think that is extremely important. She has said that she cannot now mention all kinds of monthly figures, but that she can do so this autumn. I think it is very important that she is fully involved. She said she's not gonna wait. What I regret, however, is that the Secretary of State says: it is becoming very complicated to distinguish between more extensive and more intensive companies, especially given that it is already raising a stalemate when it comes to soil density. In fact, since it already divides companies into categories, I can imagine that it must be possible, for example, to deal last with farms with less than 20 kilograms of phosphate per hectare if animal rights are to be skimmed. I hope that the Secretary of State will make an effort to make some differentiation on this point so that companies which are already doing quite well from an extensive point of view do not suffer too much from this. The Secretary of State is not in favour of the legal obligation of grazing. I didn't think that was very convincing. With Mr Koffeman I would think: the milk price will have to rise a little. It seems to me that this should be a logical consequence of forcing cows into pasture. This will require better payments from dairy farmers. Of course there are also a number of legal problems, such as the situation of companies now and not having a house plot. These kinds of issues can all be resolved by the Secretary of State in a law. I think it is very important to bring this legal basis to the table. Finally, I am pleased that the Secretary of State has said that she is not going to broaden the legal title of the land that can count for the determination of the phosphate surplus, and that she is going to look at how we can stimulate more regional production and regional cycle. That seems to me to be extremely sensible and sensible. These were my second-term questions and I would again like to wait for an answer.
ParlaMint-NL_2015-04-28-eerstekamer-6.u145	Mr. Chairman. I shall begin with a technical point on the report. In the first period, I asked whether it would be possible to include some references in the report. In any event, I would ask that the notes mentioned in those references be made available to the CIP and that the report make a reference to that fact. These are the notes "Milk livestock farming after the quoting; land-based and "industrial" farms of Wakker Animal and "Growing potential explored at AMvB land-based dairy farming" of Wageningen UR. I was advised to do so in second term. I'll take note of that. I would like to hear from the President whether that is indeed possible in this way.
ParlaMint-NL_2015-04-28-eerstekamer-6.u146	I assume there is no objection to these documents being made available to the Central Information Point of the Chamber. (For inspection at the Central Information Point of the First Chamber of the States General.)
ParlaMint-NL_2015-04-28-eerstekamer-6.u147	Then I shall return to the debate for which we have come. First of all, I would like to thank the Secretary of State for the wide range of answers she has given. I also welcome the commitment that it will do its utmost to bring about legislation as soon as possible. However, I felt that the commitment was made with the necessary blows to the arm. I understand the Secretary of State can't turn the world into her own. We're not asking you to. However, I would appreciate it if she would make a slightly more vigorous commitment which makes it clear that there will be a legislative proposal before the House of Representatives on 1 September. In this respect, I would like to join Mr Vos. If this does not happen by 1 September, the Secretary of State will have a very difficult debate and will have to come up with some very good arguments as to why this might not have been possible. This seems to me to be of the utmost importance both for the sector and for the role played by the people's representatives in this whole matter. As the Secretary of State may have understood, several parties are not particularly fond of the idea of AMvBs if they are not needed. I am, of course, curious about the reaction of the Secretary of State in the second term.
ParlaMint-NL_2015-04-28-eerstekamer-6.u148	Mr. Chairman. I would like to thank the Secretary of State for her reply, also given the full breadth and depth she has woven around it. I have listened with great agreement to what the Secretary of State has said about dairy farming and the agricultural sector in general. With regard to converting the AMvB into a law, if the Secretary of State says she is going to comply with the Reutsen motion, which has been adopted Chamberwide, that is fine with me. On this point, I do not agree with a number of colleagues. We made a purely constitutional commitment here: what should be in a law and what in an AMvB? We were of the opinion that the question of land should be guaranteed by law and that, on this basis, further implementation could of course be carried out in an AMvB. That is the essence for me. The Secretary of State has made it clear that it will act as a matter of urgency. I think that's enough. When the AMvB is in force, nothing changes when a part of that AMvB is then converted into law. After all, that AMvB has a power as if it were a law. In short, nothing changes when this happens a month earlier or a month later. The essence is that the sector knows what it is going to do for a longer term. That is the basis on which the AMvB must enter into force and certainly not be interrupted. The Secretary of State has said a few things about linking the grazing to the law. I am very pleased to hear that this is going to be a very complicated matter. I think that a few hundred extra people can be hired by the control authority, the NVWA, to check whether the livestock sector is properly complying with everything that is then laid down in the law to hunt those animals out of the country and which animals may be excluded from it because there is something with it, such as high quality. Please let the chain take the initiative itself. The income from grazing is a very powerful incentive for farmers to participate. A little social control and the moral obligation, which LTO supports, work infinitely better than to regulate this minutely in legislation.
ParlaMint-NL_2015-04-28-eerstekamer-6.u149	Mr Schaap estimates that a few hundred extra men are needed to control grazing at the time it would be laid down in legislation. Does he agree with me that you would need a few hundred extra men to measure how much phosphate is emitted and run-off and how the manure is processed?
ParlaMint-NL_2015-04-28-eerstekamer-6.u150	If this is not done on a reference basis, it is a lost cause. You can't accurately measure that per cow or per company. That is technically impossible but also priceless. Nor do I see the power of comparison between one and the other.
ParlaMint-NL_2015-04-28-eerstekamer-6.u151	To make it very clear, when we reach phosphate ceilings and when we want to know where the manure is, which LTO says 30 to 40% is being processed fraudulently...
ParlaMint-NL_2015-04-28-eerstekamer-6.u152	That's not what LTO says.
ParlaMint-NL_2015-04-28-eerstekamer-6.u153	A LTO spokesperson says that, as you know.
ParlaMint-NL_2015-04-28-eerstekamer-6.u154	Never mind.
ParlaMint-NL_2015-04-28-eerstekamer-6.u155	Never mind? Is that the answer to my question? Then we'll be done soon!
ParlaMint-NL_2015-04-28-eerstekamer-6.u156	No, you were asking a question. The point is that you're wrongly quoting LTO, and I'm just gonna respond to that. But if there's no more question, we're done. Mr. Chairman. I am very much in favour of the idea of recycling, but we are talking about roughage and its combination with the cultivation of grass on arable farms, in order to carry it all around. Of course, many more feeds are used in livestock farming, including residual and waste products. Of course, you can't bring them into the loop. The same applies to the use of soya scrap. Mr Koffeman regularly suggests that the Dutch livestock sector consumes huge quantities of soya. However, no grain of soya goes into the cow. That's just soy scrap: processed soya from which the oil is extracted. Would you ever move on to administering the cows soy? If I may put it in plain peasant terms, then they shit ten meters backwards and health is extremely threatened. No farmer's gonna start that.
ParlaMint-NL_2015-04-28-eerstekamer-6.u157	Perhaps I could advise Mr Schaap to look a little more closely at soya. Soy scrap is now the main product and no longer the residual or waste product. Soy scrap is the reason why soya is produced. Soy scrap is the reason why rainforests are being cut down. For Dutch cows.
ParlaMint-NL_2015-04-28-eerstekamer-6.u158	There are no rainforests being cut down to grow soy, but then we get an agronomic discussion. Once again, soya is grown for oil production. The remaining product is an exceptionally suitable feed. This also applies to many other residual products. I was concerned that all this was out of the loop. It has to stay that way.
ParlaMint-NL_2015-04-28-eerstekamer-6.u159	Mr. Chairman. I would like to thank the Secretary of State for her reply and for her commitments regarding the Reuten motion. (33979, G). I agree with the tightening up requested by Senator Vos: 1 September the bill in the House of Representatives. I trust that the Secretary of State and its officials will do their best to do so. I trust they can. I would like the Secretary of State to keep us up to date on the progress of the process: legislative proposal ready, approval cabinet, Council of State and so on. Keep us informed, so I ask the Secretary of State. I don't think the contents of the AMvB are tight enough. We don't agree on that. That's okay. However, it is a pity and a pity, but there is no majority in favour of changing it. I think it would have been in the interests of the sector itself and in the interests of the country if the standards had been a little more stringent, but perhaps someday that will happen. Unfortunately, the phosphate ceiling may force us to introduce more stringent measures, including animal rights. I think it is wise for the Secretary of State to prepare legislation on this issue, should it be necessary to bring it into force. The Secretary of State has not corrected me for my imitations of the sound of satisfied and dissatisfied cows, so I suppose they were about right. But she can, of course, correct me immediately!
ParlaMint-NL_2015-04-28-eerstekamer-6.u160	Mr. Chairman. I thank the Secretary of State for her answers. It will have become clear to the Secretary of State from the contributions made so far in the second term that a substantial part of the Chamber is very committed to the commitment of its commitment to submit the law, based on the AMvB, to the Second Chamber on 1 September. It is very important that the Secretary of State makes that commitment here today. I would like to stress once again that we all very much wish that we do not have to stop the AMvB, but if the Secretary of State is not prepared to say that she will do her utmost to have the law in the Lower House on 1 September, I would like a third term today. In fact, until today at the latest, we have the opportunity to break the law. With regard to the findings of the Secretary of State on the phosphate ceiling, it is very important that we consider that it is not possible for extensive companies to expand within their possibilities when the phosphate ceiling is reached. Those possibilities will be stopped. This means that enlargement will no longer be possible for the well-intentioned farmers in dairy farming, thanks to their intensive colleagues. In that sense, therefore, it is absolutely not the case that the extensive farmers keep the space when the intensive farmers screw it up for them. There is no need to justify the fear of any problems surrounding unbridled expansion that could occur if the AMvB were no longer there. The price of milk is currently so low that major new enlargements are not included in the short term. In addition, there is still the phosphate ceiling. My group and a number of other groups think it is very important that there should be a link between soil bondage and grazing, in any way. It does not need to be poured into iron and concrete, but it is very important that it is regulated by law. That's why I'm filing the next motion. The President shall: Mr Koffeman, Mr Reuten, Mr De Lange, Mr Kox, Mr Vos and Mr Van Beek proposed the following motion: [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Whereas research carried out by CLM shows that there is a need for more certainty in order to ensure responsible and land-based development of dairy farming;]] [[Whereas for this purpose a legal framework should be established in which groundboundness also has a clear relationship with grazing;]] [[calls on the Government to ensure that such legislation is submitted to both chambers before 1 November 2015,]] [[and goes to the order of the day.]] [[She's getting No. kst-33979-Q]]
ParlaMint-NL_2015-04-28-eerstekamer-6.u161	Mr. Chairman. We would like to thank the Secretary of State for her clear answer. Her involvement in the file was very clear. We also thank her for the commitments. Landboundness is indeed more than manure on own land. We see this worked out in the motion for a resolution, which is being transposed into a law. I'll get to the time limits. We are confident that the Secretary of State will do her best to do so. We have addressed her as a Chamber a few times over the past six months: are you going a little too fast, with steam and boiling water? And now we'd be worried that she's going too slow. We are confident that it will do so with great effort. We also support the Secretary of State with regard to grazing. There is currently no need for grazing measures. There is a strong incentive for grazing. Business is working very hard on it. That's what makes it true right now. There are negative price incentives for intensive farms and positive price incentives for farms that pasture. Those differences are considerable, I'll tell you. Meanwhile, the AMvB is doing its job. We very much appreciate the Secretary of State's commitment in response to our concern about the phosphate ceiling. It is preparing the rules on production rights. We hope it will not be necessary later, but it is good to clear that stick behind the door right now.
ParlaMint-NL_2015-04-28-eerstekamer-6.u162	Mr. Chairman. Thank you very much to the Chamber for its support. I must honestly say that I very much appreciate the support of so many political groups for the content of the AMvB. I will give my opinion on the motion tabled, but I think I can see that there is a generous majority for what is now before us. This is important to me, because in the end it is a question of clarifying the sector as quickly as possible. What are we going to do now? I think the sector not only deserves that, but also needs it. I also think that the content of the AMvB has an impact on how growth can take place. I must honestly say that in that light I am really surprised at the remark made by Senator Koffeman. He actually says: if that AMvB were to be stopped for any reason, it really doesn't mean anything at all, because we still have the phosphate ceiling; also the milk price is low at the moment, so what kind of problem do we have? If that is the reasoning, I am surprised at that, because what urgency is there in Mr Koffeman's...
ParlaMint-NL_2015-04-28-eerstekamer-6.u163	Mr Koffeman will answer that immediately.
ParlaMint-NL_2015-04-28-eerstekamer-6.u164	...to ask for so much effort to turn this AMvB into a law? I will very much be happy to answer the question that Mrs Vos and Mr Reuten have asked here, and I hope that it will be a good thing to ask.
ParlaMint-NL_2015-04-28-eerstekamer-6.u165	I would very much like to take away the surprise with the Secretary of State. That is certainly not what I intended to say. I began my speech by saying that we would much rather not stop. Of course, there's a reason. We want something more than nothing. After that, I said that, in the unlikely event that there would be nothing for a period of time, there are already certainties in place. But I'm not saying, trust that and throw it all away. No, I don't think so. I have emphasized that we would much rather not stop; it is in the hands of the Secretary of State to persuade us to do so.
ParlaMint-NL_2015-04-28-eerstekamer-6.u166	Then we're back to the sequel. For my part, I am trying to do everything I can to ensure that Mr Koffeman does not have to do so. I have already said in the first term: yes, I am going to make the motion-Reuten c.s. Run. That's the answer to Mrs. Vos, who asked: are you going to do that? Yes, I do. Mr Reuten was right to say that there was a tightening up today. We must also make that clear, because the famous/infamous motion of course did not set a date. We have to be honest with each other about that, too. It was delivered by the Chamber today. I have always said that I want to make an effort, but that there cannot be a result in advance. I agree with Mrs Vos: no one can be forced into the impossible. The Chamber is asking me for an effort, and I'm going to make it. I do, but that doesn't always control everything and everyone. That's the point. I'm doing the best I can, but I can't offer guarantees, even on intermediate dates. However, the Chamber has my word that I am doing my best. When I say that, we have to trust each other that it is. I have always tried to keep my word to the Chamber. If it didn't work out in a few weeks' time, so to speak, I've always explained why not. I'm trying to do that. I can't promise anything more than that. I can't offer any firm guarantees. I can only offer my efforts, and I would very much like to do so.
ParlaMint-NL_2015-04-28-eerstekamer-6.u167	Does the Secretary of State say that she will do her utmost to submit a bill to the House of Representatives on 1 September?
ParlaMint-NL_2015-04-28-eerstekamer-6.u168	I'll do my best. That's what I've been saying. I can't guarantee it. I'm not the only one involved in this. Before a law is in the Chamber, there must be a whole process. Others also play a role in this. I am being thanked for that trust, but I too have my limitations. I'm really trying. I got it right. However, in the context of expectations, it must be clear that there is a proposal that is a one-to-one translation of what the outcome of this debate is. It's not gonna be more than that. That was not requested in the motion, by the way. I hope to accommodate an important part of the Chamber. In response to Mrs Vos, we do not yet have production rights. We are preparing ourselves, including with legal measures, for a situation where we would inevitably break through the national phosphate ceiling. However, it is too early to anticipate exactly what we are going to do. In the House of Representatives I have promised that we will, of course, discuss the question of what wisdom is. However, I have already explained that there are not so many flavors. That is precisely the problem of the situation that then arises. I would like to thank Mr Terpstra for his contribution, including up to and including the remark on the'seal massage'. I will not go into that further. I very much appreciate the support of his group for the proposal. I would have liked to have noticed that here. With regard to the comments made by Mrs Vos for the rest, I can say that we differ on the question of what you are doing in terms of pasture. I will also give my opinion on Mr Koffeman's motion later. I also think that grazing is very desirable. So we really don't have a difference of opinion about the goal, but we do have a difference of opinion about the effectiveness of the way you achieve it. As for the suggestion that there should always be a better milk price, I must say that you cannot determine that by law. I can't. The market plays its part in this. We also agree that regional loops should be encouraged. I hope that with my comments on the commitment I have also answered Mr De Lange's question. I'm not into muscular language. Yes, I am very precise. Because I want to show you that I want to go for something. That's what he's asking of me. That's what I'm delivering. It is therefore not an obligation to achieve results in advance, but an obligation to do so. It was not my intention to provoke him again now, but I apparently did so by mistake.
ParlaMint-NL_2015-04-28-eerstekamer-6.u169	I don't consider myself provoked. Incitation is also punishable. I note that the Secretary of State says she will do her best; I appreciate that. Of course, she speaks on behalf of the government as a whole. I therefore note that the government as a whole will do its utmost.
ParlaMint-NL_2015-04-28-eerstekamer-6.u170	It always is. I don't think that's new. By the way, we do that every day on every subject. Mr Schaap has said many things I very much agree with. I also very much agree with his last comment on roughage and cycle production, and that it also has its limitations. Mr Reuten has challenged me to speak on his ruling. Perhaps you'd like to do it one more time, Mr Reuten? That's how I get to choose. 'Cause I lost it for a while.
ParlaMint-NL_2015-04-28-eerstekamer-6.u171	Just once. Let's leave it at that. Once serious and once cheerful, if I understand correctly.
ParlaMint-NL_2015-04-28-eerstekamer-6.u172	Happy once: "muuh." No, I'm out of shape. A really cheerful cow does "moohohoh." No, that's too high again.
ParlaMint-NL_2015-04-28-eerstekamer-6.u173	No, that's not him. I think the first time was better anyway.
ParlaMint-NL_2015-04-28-eerstekamer-6.u174	"Muuh."
ParlaMint-NL_2015-04-28-eerstekamer-6.u175	I think you should practice at home some more. Now it's the Secretary of State's turn.
ParlaMint-NL_2015-04-28-eerstekamer-6.u176	No, Mr. Chairman, that's not how we got married.
ParlaMint-NL_2015-04-28-eerstekamer-6.u177	I did it again, so now the Secretary of State can correct it.
ParlaMint-NL_2015-04-28-eerstekamer-6.u178	I'm not gonna correct it, because I want to...
ParlaMint-NL_2015-04-28-eerstekamer-6.u179	We're quitting now. Nor is it appropriate to include this in the report. The Secretary of State may conclude her speech.
ParlaMint-NL_2015-04-28-eerstekamer-6.u180	I should like to conclude by saying that Mr Reuten's first interpretation was most truthful. For that "muuh" I'm going. I have thus come almost to the end of my speech, because of course I still have to respond to the motion. It calls on the government to ensure that legislation is introduced before 1 November in the field of grazing. I really can't do that. I have also explained in my speech why I would not choose to do so, to the great disappointment of Senator Koffeman, I think. I really must discourage this motion.
ParlaMint-NL_2015-04-28-eerstekamer-6.u181	Thank you.
ParlaMint-NL_2015-04-28-eerstekamer-6.u182	The vote on the motion will take place at the next meeting of the Chamber. That's May 19th.
