ParlaMint-NL_2016-02-02-tweedekamer-27.u1	I would like to welcome the Minister for Housing and National Service.
ParlaMint-NL_2016-02-02-tweedekamer-27.u146	2.5% is also regulated. Unregulated is that part of the rental market, the part above €710 in the month, which is not subject to any legal limitation. The free sector also remains regulated, but instead of an income-dependent rent increase, which could also be set at an average of 2.5%, it has become a flat 2.5%.
ParlaMint-NL_2016-02-02-tweedekamer-27.u147	So it's worth not sitting at the table. That's what it turns out to be. We are talking about the regulated sector, for which rent payments are also paid. Soon the situation will arise that the corporations will behave neatly and ensure that the total rent does not exceed inflation plus 1%. In that case, they will have to rely on their own capital, but they will also have to control the rent payment fairly well. On the other hand, we give the commercial landlords the space to increase the rents even more. In addition, they make greater use of the rent allowance and have more power left over themselves. How does the Minister justify that distinction between those two groups?
ParlaMint-NL_2016-02-02-tweedekamer-27.u148	This is an inevitable consequence of giving up the income-dependent rent increase. The income-dependent rent increase targeted us to avoid the lowest incomes most. At the same time, that is the group that relies on the rent allowance. By deciding on a rent payment while maintaining earning capacity......................................................................................................................................................................................................................................................... This measure is less aimed at low incomes. Again, the fact that the House Union and Aedes have said on their own that they do want to reduce earning capacity is a reason for me to say that I would like to participate in that. I do take accompanying measures in view of the flow and supply, but I would like to contribute to this. However, that does not suddenly relieve me of the agreement that a rent retains earning capacity.
ParlaMint-NL_2016-02-02-tweedekamer-27.u149	It also did not prevent the Minister from introducing the rental charge for the commercial landlords. That does not seem to me to be the strongest argument. If the Chamber decides we're gonna do that, we're just gonna do it. That is why I have tabled an amendment. I think it is very unfair that those who take their responsibilities and say that they will control themselves, the corporations, get the lid on the nose while those who ran away from the table, the commercial landlords, get away with it. Anyway, I have tabled an amendment on this. I hope it gets the support of the Chamber.
ParlaMint-NL_2016-02-02-tweedekamer-27.u150	I will discuss that amendment later, but Mrs Schouten is actually blaming me for coming to my agreement. The agreement was that a rent would be made while maintaining earning capacity. I can't violate them unilaterally, can I?
ParlaMint-NL_2016-02-02-tweedekamer-27.u151	The Minister may submit legislative proposals here and the Chamber may decide whether or not to approve them. The Minister can therefore make a proposal along these lines. I would like to return to Mr Van Vliet's question. I think he has a point: if you moderate the rents in the social sector and at the same time release the rents in the free sector, these two will be very different over time. At least that can happen. It doesn't promote the flow. I don't understand why the Minister doesn't see that and why he doesn't want to do anything about it.
ParlaMint-NL_2016-02-02-tweedekamer-27.u152	There are two serious confusions here. The first arises from Mr Bashir's wording that the rents should be released. They won't be released. Social rental in the private sector has a maximum legal rent increase of 2.5%. That's just the average of the +1.5+2+4 that is now possible on the basis of the income-dependent rent increase, no more, no less. It hasn't been released. There's no effect on the flow. What we normally mean by "throughput" is the flow from the social hire of people with a better income to either the free sector rental or to a buying house. For the free sector rental, there is no change in the space for rent increase.
ParlaMint-NL_2016-02-02-tweedekamer-27.u153	Passing through is flowing through. We're not suddenly introducing a new definition of flow, where...
ParlaMint-NL_2016-02-02-tweedekamer-27.u154	I agree with you very much, and that is why I also use the same definition of the free sector.
ParlaMint-NL_2016-02-02-tweedekamer-27.u155	Then that is the definition of the Minister, but not of the SP Group. When people flow through, they flow through. As soon as a part of the homes is released, with the Minister talking about 2.5%, but another part is not released, you impose new barriers. Of course, there's no denying that. If the free sector also retains the freedom to increase rents, additional obstacles will be created.
ParlaMint-NL_2016-02-02-tweedekamer-27.u156	This really is a total confusion of speech. The cut is in the market for social housing. Exactly how big it is, we will map further, but the cut is up to €710 and not above it. There we want more offer, but the part where Mr Bashir's care is up to €710. This law is only about that part when it comes to the rent increase.
ParlaMint-NL_2016-02-02-tweedekamer-27.u157	I suggest you go further, because you will come back to this point. Then you will have the opportunity to say something about that.
ParlaMint-NL_2016-02-02-tweedekamer-27.u158	Among other things, Mr Van der Linde asked whether every improvement in housing was now covered by the rent. The law is drafted in such a way that a rent increase due to the improvement of the housing of a seated tenant is not covered by the limitation of the rent. Then it can be passed on without any consequences. When the house improvement is only made at the time of change, it is covered by the rent-sum approach. I think that's also the way the social rental agreement was written down. That says something about what is taken into account in house improvement and what happens in case of a mutation. Mr Van Vliet and others after him asked whether it is logical that the increase in rent going beyond the liberalization limit should also be included in the calculation of the rent. The housing agreement between Aedes and the Housing Association indicates that liberalisation is also covered by the rent sum calculation. I don't read that this piece is out of the question. I've tried in this law to take this appointment nicely. Mrs Schouten asked how to monitor the correct application of the rent and the correct application of the 4% extra space if it was also agreed that they would be used for additional investments. In either case, the Housing Authority can ultimately supervise this. It seems logical to me that the tenant's representation should first ring the bell, but in the end the Housing Authority can act. Mr De Vries asked whether I still intend to come up with a study on whether the energy performance compensation could include not only zero-on-de-meter housing, Power acceleration and similar projects, but also label steps. I said in a debate a few weeks ago that I would examine it carefully. I cannot guarantee that this will succeed, because it is simply complicated to calculate an energy performance fee when the energy bill does not go to zero on average. However, my willingness to examine this carefully remains. We need to look together to see if it's workable in the end. Mr Ronnes also asked other people to consider whether it would be more logical to apply the rent-based approach as of 1 January 2017. I know that housing corporations have also asked for this in the interests of simplicity. Technically, you can. However, it does mean that the protection of tenants based on the rent-sum approach will only start six months later. If you would also like to fix that, you will have to take an additional measure by 1 July to allow that protection to enter into force at that time. Mr Ronnes has tabled an amendment together with Mr Van Vliet. I am in favour of this. However, it would be purely a combination of the rent price and the rent price, which will then be the target point, because it is already contained in the current law on 1 July, so limited as from 1 July, then you will come to 0.4% or 0.5%, which I have to calculate precisely.This year the tenants will see a rent increase that will have the same effect as in the case of the law already in force. On that condition, Mr Ronnes and Mr Van Vliet's amendment is possible. With this, I answered the questions about the rent. I'll turn to the questions about the income-dependent rent increase. In response to Mr Bashir, I have already said that the rates of transit at higher incomes should be read differently. I have already said to Mr Bashir why I am not in favour of a rent increase limited to inflation, which limits investment capacity very much. Mr Van der Linde asked, like many after him, whether it would not be desirable, instead of a three-year income test, to maintain the annual income test. I once took the income test at five years. After that, I have already taken it back to three years on a motion by Mr Van Vliet, I think with Mr Ronnes. I now have a clear signal from Aedes. It says: once a year is actually easier for us than once every three years, then we just set the system to that. Mr Van Vliet himself once again informed the Secretary of State for Finance. That's what I'd done by now. He gives the same signal, namely that it is actually easier for any large administration to have an annual routine than a three-yearly one. Mr Ronnes also pointed out that this made it easier for the tenant in the event of frequent income changes. As far as I am concerned, therefore, the amendment that has been tabled to that effect is quite feasible. Mr Van Vliet asked Mr Koolmees whether a 4% increase on inflation is sufficiently strong to really promote the flow of people on higher incomes. The first figures from the Tax Administration are encouraging. Again, we are going to evaluate this more comprehensively. I cannot rule out the fact that, on the basis of this evaluation, we say: we want to consider additional measures. I think it makes sense to do that at the time. It will be in the course of next year. The 4% we have now agreed on comes from the housing agreement. I have already said that I am very grateful to the parties who have concluded the settlement agreement. I also intended to abide by that. So I would say for the moment: let's just wait and see if there's any reason to change it. Mrs Schouten asked why the limit for the rent increase for higher incomes was set at a small €39,000, the limit currently applied to the allocation. They and others asked whether it is a logical limit for middle incomes. Mr De Vries and Mr Van Vliet also asked whether the middle incomes in terms of income are not a more vulnerable group than the elderly, which is excluded from the present proposal. The Council of State pointed that out, too. Following the advice of the Council of State, I honestly doubted whether I would follow him directly. On other points, I have followed the Council of State. It is possible, without major effects on the earning capacity of housing corporations, to relieve the burden on middle income by shifting the exemption from 65-plussers to middle incomes. I could do that by setting a limit for households with children. Mr De Vries asked about the figures of the Nibud. The Nibud indicates that you cannot generally say that people with an income of around €39,000 have a problem with housing costs, but that the problem arises specifically in families with children. No amendments have been tabled in this area. I wanted to come up with a letter of amendment, taking into account everything, in which I am carrying out that slide. He'll be coming your way tonight. The exemption for AOW beneficiaries will then lapse. This is replaced by an exemption from households of four or more members. In fact, it's about middle income with children. Mr De Vries asked how we would ensure that there were sufficient medium-term rentals available. In the debate on Mrs Schouten's law, I mentioned a package of measures that we are taking. Because we are short of time, I refer briefly to that.
ParlaMint-NL_2016-02-02-tweedekamer-27.u159	I just have to let it work out for myself that the 65-plussers are suddenly screwed tonight, as usual with this cabinet. That's for the benefit of families with two children, if I'm right. That's what surprises me. I find it very easy for these two income groups to be moved between them. It is about purchasing power and income that both groups need very much, whether they are 65+ or people with children. Does the Minister think it's normal to just do that?
ParlaMint-NL_2016-02-02-tweedekamer-27.u160	I don't just do that. I indicated that the Council of State pointed this out, that I was at that moment in dubio whether I would follow that advice and that I had, I hope, heard the Chamber correctly. That's what the Chamber's gonna judge. In any case, it is possible to do that slide in this way without seriously affecting the earning capacity of landlords. So that's not random. That is on the basis of two clear signals: one from the Council of State and one from a number of colleagues who are asking if I can spare the middle income.
ParlaMint-NL_2016-02-02-tweedekamer-27.u161	I can't believe what I'm hearing here, because in recent years the 65-plussers have turned in so much under this cabinet, and now they're getting caught again! Of course, I am giving families more purchasing power, but not at the expense of the elderly. If the Minister wants to do something about the purchasing power of families, then he should do so, but he should not take it away from the elderly, because he really cannot do that anymore.
ParlaMint-NL_2016-02-02-tweedekamer-27.u162	The calculations of the Nibud and the opinion of the Council of State indicate that the biggest bottlenecks are generally not among AOWs but among larger households with in fact a lower middle income. Once again, these are two strong signals, which give me reason to say now: I am sending you a letter of amendment in which that slide takes place.
ParlaMint-NL_2016-02-02-tweedekamer-27.u163	I have a factual question for you to understand. This applies to older people over 65 years of age with an income above €39,000 and to families with at least two children between Mrs Schouten's border, €33,000, and €43,000? Or is it another income category?
ParlaMint-NL_2016-02-02-tweedekamer-27.u164	The exemption for the elderly will then expire. Mr. Barry will get the same rent increase as the two neighbors. He did not mention the number of neighbors' children, but if one of the neighbors has a household of four or more people, i.e. an average family or a somewhat larger family, the maximum will be 2.5% instead of 4%. I'd like to start with the questions about the temporary leases. I shall start with Mr Bashir again. He asked me if I wouldn't expect any effects on the quality of life through temporary contracts and whether I wouldn't have to set a maximum percentage per landlord. As far as I'm concerned, the lease for an indefinite period remains the norm. I shall also go into the Albert de Vries amendment on the position of housing corporations. I do not expect landlords to suddenly switch to a lot of temporary rental contracts, because for a landlord it is especially important that the property stays rented. The need to change tenants over and over generally means at least one month no rent. This is a moving period, in which often also the necessary painting and repair work takes place. So I don't expect mass use of that. That combination leads to me not expecting any effects on the viability either. Mr Bashir asked what guarantees a tenant has on another house when his temporary contract expires. Of course, it is not the case that every tenant who concludes a temporary contract wants that guarantee. This is also evident from the research we have done on this subject. There's a whole bunch of people out there looking for temporary living space. They are people who want to live somewhere temporarily because of work or training or want to move quickly after a divorce. For some of the people that need will not exist. For those who do need this opportunity, Mrs Schouten has tabled an amendment asking for the registration period to be extended during such a temporary lease. This is parallel to her own initiative law. I am sympathetic to that amendment. In this way, too, the remaining concerns in this area could be addressed. Mr Bashir and others asked how it could be avoided that a new rental price would be agreed immediately after a temporary lease. At first it was not in the law because it was my estimate that it is not very logical to ask as a landlord a relatively low rental price first and to increase it after a year. Normally, you'll want to ask for the right rent right away. Now that I have heard this concern, from Mr Bashir to Mrs Schouten, I have made it clear in a letter of amendment that the moment of transition from a temporary lease to an indefinite lease cannot be explicitly used to adjust the rent, other than with the legally permitted rental rate. If it's okay, this note's already in the Chamber.
ParlaMint-NL_2016-02-02-tweedekamer-27.u165	I really appreciate that the Minister is trying to accommodate us in notes of amendment, but it will be a hypothetical discussion if we do not yet have it here. I find it complicated, because I have also tabled amendments on that point. What solution is there, Mr President?
ParlaMint-NL_2016-02-02-tweedekamer-27.u166	My suggestion is that I answer the questions first. I will also discuss the amendments one by one. The Chamber has begun an order debate. The Chamber itself is in charge of the order. I indicated that the time pressure lies in the fact that the lease must be in place on time. It is not contrary to this to plan the second term later this week. It would be a pity if the vote could not take place next Tuesday. Some experience with the First Chamber has shown that otherwise the First Chamber members will look angry, because they do not have enough time. By the way, the Chamber will receive both letters of amendment this evening.
ParlaMint-NL_2016-02-02-tweedekamer-27.u167	What time will that be tonight?
ParlaMint-NL_2016-02-02-tweedekamer-27.u168	I hear they're already here, and I was hoping they were. I understand Mrs Schouten says she still wants to be able to read them.
ParlaMint-NL_2016-02-02-tweedekamer-27.u169	She wants time.
ParlaMint-NL_2016-02-02-tweedekamer-27.u170	The week is still young and I would appreciate it if we could vote on Tuesday.
ParlaMint-NL_2016-02-02-tweedekamer-27.u171	How far along are you with the response?
ParlaMint-NL_2016-02-02-tweedekamer-27.u172	I think I should be able to finish that in half an hour. That is a little dependent on the questions that are going to be asked. Mr Bashir asked if I am prepared to shorten the notice period for the tenant. Mr De Vries has tabled an amendment on this subject which states that the tenant cannot be tied to the fixed term, whether it is a one-year contract or a five-year contract, and must be able to terminate in the interim. I do not wish to confuse Mrs Schouten with this, because I understand that the interest of the tenant is greater in this respect. I hope that I will meet Mr Bashir on that point. Mr Bashir asked, like everyone else after him, whether the fixed lease remains the norm. Yes, that remains the norm. The possibilities for temporary leases introduced are very strict. The only contract that is not aimed at a specific target group is the annual contract. This is explicitly stated: up to one year and only once. Mr Van Vliet asked me not only to monitor the effects of this law in the review after five years, but also in the State of the Housing Market, which is published annually. I am happy to go into the State of the Housing Market with the available data annually. During the evaluation of course you go deeper and try to understand all kinds of side effects and second-order effects, but the State of the Housing Market and the State of the Housing also appear to give an annual intermediate stand. Mr De Vries asked me whether I would like to keep a careful record of whether the temporary contracts are not being used in a timely manner. I've already indicated that indefinite time will remain the norm. I'll keep track of if there's no growth. Again, I do not expect that, but that is why I am all the more willing to open up about it. Mrs Schouten asked why people with a psychiatric background are mentioned as one of the target groups for temporary contracts. The reason for this is that this came out of the question following the 2011 motion asking the government to identify where the social need for temporary contracts exists. People from social care or with a ggz background often want to take the step towards independent living space. Society also believes that this is important. That's a step. This can mean, for example, that there is temporary extra guidance, but also that residents are worried. Housing nuisance is extremely profound for neighbors, upstairs neighbors, people from the neighborhood. It can help people over the threshold when you can say: we do a contract for a year and see if things are going well; if things really don't work out well, then we can break up again. That could give a neighborhood real peace of mind. With that, you can still offer people with a psychiatric background who wouldn't get a place like this now and then. Mrs Schouten asked whether a fixed-term contract would be contrary to international conventions, in particular Article 11 of the International Convention on Economic, Social and Cultural Rights. In our opinion, it is not contrary to that. We've made a judgment of our own. In general, the Council of State also looks very critically at possible conflict with international treaties, but I do not want to hide behind the council. My own judgment is that it does not conflict with that. Mr De Vries asked how we can ensure that the excessive use of 'urgent own use' is reduced by the possibilities offered by this law. By offering this possibility, there is of course already much less reason for landlords to make use of the very limited possibilities that the law offers to date. I have already indicated that I want to monitor the law and really want to see whether there is no growth. That is, of course, on top of the possibility that an individual tenant always has to obtain his right from a court, but that does not relieve me of the commitments I have just made. Mr De Vries asked how we would ensure that a tenant knows that he can also convert a temporary lease into an indefinite lease. Of course, we will provide the normal information about this change of law as we do differently, both through relevant organisations and through our own website. I do not think it would be wise to use a period of notice, which Mrs Schouten also asked for, in a fixed-term contract. Indeed, when you enter into a contract for a year or less, it is important for both parties to realize that we are now making this agreement. Of course, if he wants an extension, a tenant can ask very well three months before the end of the lease: can we agree on renewal? I have just promised that, by means of a letter of amendment, I will guarantee that there will be no rent cuts, but it would be confusing to introduce a period of notice into the law. Then it is no longer clear whether it really was for a certain period of time or not. Once again, I think this should be clear to both sides.
ParlaMint-NL_2016-02-02-tweedekamer-27.u173	I didn't ask for a notice; I asked if the tenant could be informed in good time if the landlord agreed to an extension. That's something else, but that's important to the tenant.
ParlaMint-NL_2016-02-02-tweedekamer-27.u174	Yeah, but then it makes sense for the tenant's question to come. This timeliness will therefore also have to be met by a timely request from the tenant, and that is, of course, quite possible. With this I hope to have answered the specific questions about the temporary lease. Now, before I get to the amendments, I come to the last chapter on a number of other subjects.
ParlaMint-NL_2016-02-02-tweedekamer-27.u175	My question was not about whether a notice of termination is being sent, but about how the automatic termination of the contract relates to the protection of the rent.
ParlaMint-NL_2016-02-02-tweedekamer-27.u176	If you would require an additional action to terminate a fixed-term contract, the bill assumes a maximum of one year; that can also be six months. As a legislator, you actually create doubts about the fixed-term contract. Once again, that contract should not be the standard as far as I am concerned. Both parties must also be aware that the contract is valid for a certain period of time. This means that the contract expires after those six months or up to 12 months if no action is taken. If you add another action to that, you can get surprises and angry faces. One of them says, "We agreed for a certain time," right? And the other one says, "Yes, but you didn't let me know anything." That's what's causing messiness.
ParlaMint-NL_2016-02-02-tweedekamer-27.u177	I'd almost think the opposite is the case. We have a rather well thought-out system of rental protection in the Netherlands. In view of the comments made in this debate, all the parliamentary groups attach great importance to them. If you automatically cancel a contract, you can go to court as a tenant, but that will say that the complaint is inadmissible, because the contract has automatically expired. It is precisely that extra guarantee that we should want to build in if you want to build in some flexibility on the one hand and keep the rent protection on the other? Then it would not be a good solution if it were to lapse automatically, would it not?
ParlaMint-NL_2016-02-02-tweedekamer-27.u178	In the example mentioned by Mrs Schouten, a course to justice will not make any difference. The course to the judge will then be made when the letter comes with the promise. Then the judge will still say: you had agreed a fixed-term lease with each other and the promise only confirms what you had already agreed. Mr Bashir asked me how I would prevent houses from remaining empty for too long, while there is still a demand for rentals in a number of places. For this, the Emptiness Act has already been amended once. This made it possible to rent out properties for sale temporarily, five years. In addition, I have already indicated that I also want to give a boost to individuals who still find it creepy to rent their house for homes that are not or no longer for sale, just by introducing the possibility of temporary contracts. Mr Bashir added, undoubtedly also in response to the question from Limburg, that this could be particularly interesting for status holders. He pointed out that there was therefore no need to pay a landlord's tax. We have a VAO debate on this later this week, but I have already mentioned in general consultation that there is no need to pay a landlord's tax at all if a private person is the landlord. After all, this tax does not apply until ten social housing units. So the problem for that private individual has already been solved. Mr Bashir asked if by introducing this law I would legally prohibit the possibility of anti-cracking agreements, the use agreements. I do expect that it will be less necessary to use it, but I do not think that banning it makes sense. Anti-cracking contracts are very often used in non-dwellings. I once went to work with the Bond Precaire Housing Forms at the request of the SP. I had asked the people of the SP to show me where the bottlenecks are for their taste. That was a good work visit. The first place I visited was an empty football canteen in Rotterdam, where an artist had his studio, but also regularly stayed overnight. That is an example I think: fortunately, such a building is not empty and fortunately, the artist has a studio where he can stay. I certainly wouldn't want to make that impossible, but I do expect less use to be made of it.
ParlaMint-NL_2016-02-02-tweedekamer-27.u179	Mr Bashir. Shortly, please.
ParlaMint-NL_2016-02-02-tweedekamer-27.u180	Now that the Minister is introducing so many new temporary forms of leases, does it not make sense to convert these anti-cracking contracts into one of those new forms? I do not think we need these anti-cracking contracts at all anymore, because we can move on to temporary leases, for example, where a period of one year is agreed upon. The Minister can even introduce a new regime. In the new situation, the people concerned actually have no rights at all. I cannot imagine the Minister's view that this situation is desirable.
ParlaMint-NL_2016-02-02-tweedekamer-27.u181	The example I have just mentioned is a pity that Mr Bashir does not go into it, because I cannot solve it through this law. I think it is socially desirable that the football canteen, or a business building, should have a good destination in this way. I can reduce the need to choose the form of a contract of use, but I consider it socially harmful to ban contracts of use altogether.
ParlaMint-NL_2016-02-02-tweedekamer-27.u182	Finally, Mr Bashir.
ParlaMint-NL_2016-02-02-tweedekamer-27.u183	The Minister is now using the word "forbidden," but I am talking about converting such contracts into contracts on the basis of which the tenant also has certain rights. We will soon have people using an anti-cracking contract in which they have no rights at all. They can be evicted at any time, and they barely have any rights. The Minister is now introducing many new forms. I find it strange that he doesn't immediately take this group with him.
ParlaMint-NL_2016-02-02-tweedekamer-27.u184	It is now possible to do such a conversion. The tenant who now has a usage agreement can go to the landlord and say: it is now possible to conclude a contract for six months or a year, can we do so? In the case of the aforementioned football canteen or a business building, this is not very obvious, because there will be an attempt to rent those buildings quickly again. I would be sorry if following Mr Bashir's proposal that rental is no longer possible and that football canteen or that business building remains completely empty.
ParlaMint-NL_2016-02-02-tweedekamer-27.u185	Please continue.
ParlaMint-NL_2016-02-02-tweedekamer-27.u186	That is why I do not support Mr Bashir's proposal. Mr Bashir and also Mr De Vries asked...
ParlaMint-NL_2016-02-02-tweedekamer-27.u187	On the same subject, there is a brief interruption by Mr De Vries.
ParlaMint-NL_2016-02-02-tweedekamer-27.u188	The debate is now a bit about the edges of 'by nature of short duration', but the essence of the problem is that people are now disloyal, which could be overcome by using temporary leases more often. I am thinking of people who have to live somewhere temporarily for work, or foreign students, or others; there are plenty of examples. Would it not be possible for the Court to state that the case law is going that way, that if it is logical to use a temporary lease, then there will be no use of the "by nature of short-term" contract?
ParlaMint-NL_2016-02-02-tweedekamer-27.u189	I think a judge will interpret it that way. However, that is not the case with the introduction of a ban.
ParlaMint-NL_2016-02-02-tweedekamer-27.u190	I'm not asking you to. It is wise, however, to state very clearly that, where appropriate, we consider it logical that there should be a little more legal protection for these categories of temporary use. Of course, there are edges to that. I understand that we cannot name them all and lay them down in the law, but I think that we must say that the aim is to strengthen legal protection.
ParlaMint-NL_2016-02-02-tweedekamer-27.u191	I follow Mr De Vries' reasoning. It is absolutely my ambition, in cases where we can use these contracts and therefore no longer need the old form, to do so. Otherwise, I wouldn't be standing here right now. But I also agree with Mr De Vries that you should not scorch it completely, whether it is the football canteen or the classic example of the holiday home, by its nature of short duration. Both Mr Bashir and Mr De Vries...
ParlaMint-NL_2016-02-02-tweedekamer-27.u192	Mr President,......................................................................................
ParlaMint-NL_2016-02-02-tweedekamer-27.u193	I would also like to give the Minister the opportunity to answer the other questions.
ParlaMint-NL_2016-02-02-tweedekamer-27.u194	I have a question about the lease for one year tops. I know a lot of cases where people would like to. You want to rent a house temporarily because you're building a house or because you're working somewhere temporary. Landlords are gonna want that, too. After all, they have an empty house that they can rent out temporarily. But a year is short, and if people want to extend by a year after a year, I don't think that's possible.
ParlaMint-NL_2016-02-02-tweedekamer-27.u195	First of all, I am pleased that Mr Madlener is positive about this part of the law. Mr Van der Linde has tabled an amendment which is in line with Mr Madlener's comment. I should like to start by saying that I am in favour of this amendment. I still think it means that it can be extended once. That also fits in with the spirit of the law. So, in Mr Van der Linde's example, you cannot do four times six months. It's one time, only two years at most.
ParlaMint-NL_2016-02-02-tweedekamer-27.u196	Do you know what number that amendment has?
ParlaMint-NL_2016-02-02-tweedekamer-27.u197	I shall end all the amendments in a moment, but I will mention them because they respond to Mr Madlener's concern.
ParlaMint-NL_2016-02-02-tweedekamer-27.u198	Okay. It is, moreover, the amendment to item No. 24.
ParlaMint-NL_2016-02-02-tweedekamer-27.u199	I think it would be safer to extend one year by a maximum of one year. Then people will realize a little more: it's one more year and then it stops. Because it's a lot to be on the street after one period. Anyway, two years is better than one year.
ParlaMint-NL_2016-02-02-tweedekamer-27.u200	Please continue.
ParlaMint-NL_2016-02-02-tweedekamer-27.u201	Both Mr Bashir and Mr De Vries asked why measures have been introduced in this flow-through law against cheaply skewed living and not against long-term living. This is because expensive skewed housing is already being addressed through appropriate allocation. Let me look at the balance between the criticism of the House Union on the one hand and Aedes on the other. Unfortunately, they did not agree on how to deal with skewed people. Aedes doesn't agree with my approach of overly expensive skewed housing, so the rent-based approach, while the Houses Association unfortunately disagrees with my approach of cheap skewed housing, the income-dependent rent increase. I believe, however, that, because this problem of both types of skewed living is so urgent, I should nevertheless refer this proposal to the Chamber as a minister. Mr Koolmees asked whether this bill, in particular due to the aspect of the rent, leaves enough room for investment. I shared with the Chamber the effect on investment capital. Of course, it leads to some limitation. That's also why I started to point out that I'm taking a package of measures besides that rent. In the last Sectoral picture, the rent was not calculated itself, but all previous legislation based on the housing agreement was also allocated appropriately. Furthermore, conservative, inflation-related calculations have been made. So with a Sectoral image that really shows that there is a good investment space left, I am not concerned that this would not be the case anymore. Let me now turn to the amendments.
ParlaMint-NL_2016-02-02-tweedekamer-27.u202	Before you go into that, I would like to return to the point of order proposed by Mr Van Vliet at the beginning of the first term and to Mrs Schouten's comment on the letters of amendment. That's a piece or two. I would like to see whether it is possible for the amendments to be answered in writing and for us to have a second deadline later this week. Then Members of Parliament would have had time to read the responses and study the notes of amendment.
ParlaMint-NL_2016-02-02-tweedekamer-27.u203	I am in favour of this approach in itself, but I would like to have an oral response to the amendments now. That saves a lot of work because the minister's officials will no longer have to write it all down. That is also going a lot faster and we can take it into account in our group's deliberations.
ParlaMint-NL_2016-02-02-tweedekamer-27.u204	The CDA also prefers this.
ParlaMint-NL_2016-02-02-tweedekamer-27.u205	As far as I am concerned, what is already on the table can be commented on orally. However, there are still a number of things to come, and they will still have to be commented on.
ParlaMint-NL_2016-02-02-tweedekamer-27.u206	I think that the President's proposal to do it in writing is very good. Then we can keep the second term later this week.
ParlaMint-NL_2016-02-02-tweedekamer-27.u207	It also depends on whether the Minister's response to the amendments is long or short. I can't estimate that.
ParlaMint-NL_2016-02-02-tweedekamer-27.u208	The Minister can usually be quite brief, so I would appreciate it if we could get that response now. Then I can go along with your proposal, Mr. Chairman.
ParlaMint-NL_2016-02-02-tweedekamer-27.u209	Agreed.
ParlaMint-NL_2016-02-02-tweedekamer-27.u210	Then I suggest that the Minister responds briefly to the amendments that have been tabled.
ParlaMint-NL_2016-02-02-tweedekamer-27.u211	I will, Mr. Chairman. I shall begin with the amendment to item No. 9 by Mrs Schouten. That amendment proposes that the registration period be maintained, including for short-term leases. I think this is a nice amendment, so I would like to leave it to the Chamber. The amendment in part No. Mr Ronnes' 11 proposes that the part of the rent increase that goes beyond the liberalisation limit should not be included in the rent-based approach. I must advise against this amendment, because a correct interpretation of the agreement, which also includes liberalization in terms of the volume of rents, means that it covers the whole leap. As soon as a house is liberalised, it is no longer included; just for the record. It's a one-time thing in this case. Mr Ronnes asks in his amendment to item No. 12 to exclude house improvement from the rent at the time of change. It's already outside the rent when it takes place in the interim. It's not easy in the execution. It is not really possible to see very clearly at the time of a rent increase at the time of a change which part is the result of raising in relation to market conditions and which part is the result of a previous renovation, because that is what we are talking about. Mr De Vries rightly pointed out that this is not necessary for real zero-on-the-meter renovations, because it can be used as the First Chamber which also approves the law on energy performance compensation. I am prepared to leave this amendment to the Court's opinion. However, the Court must realise that the precise definition of which part of the rent increase is the result of house improvement and which part is the result of raising to market conformity is not very easy to cut. Mr Bashir asks in his amendment to item No. 13 increase the income limit for the income test to €65.000. I find that out of proportion. It is actually said that even if there was an income of almost twice a mode, there would be a right to a social housing with a limited rent increase. In this way we certainly keep huge deficits in social housing for a very long time.
ParlaMint-NL_2016-02-02-tweedekamer-27.u212	This amendment proposes to exempt people who make €20,000 twice. In the Chamber it has also been proposed to shift the income line upwards, so that more people get less rent increase. Does the Minister entirely disagree with this appeal from the Chamber?
ParlaMint-NL_2016-02-02-tweedekamer-27.u213	Mr Bashir talks about €20,000 twice. In the amendment I read about the increase in the income limit to €65.000. That's almost twice the rate and not twice the amount of $20,000.
ParlaMint-NL_2016-02-02-tweedekamer-27.u214	The Minister also wants to give people with two-time income of €20,000 huge rent increases. This amendment exempts those people from it. If the Minister says he is willing to move the border upwards, so to €50,000, he will at least meet us. The SP wants an income limit of €65,000; above that, according to the SP, you are someone who makes a lot of money and can also contribute, but underneath that there should be no rent increase.
ParlaMint-NL_2016-02-02-tweedekamer-27.u215	I'm not gonna let it get away with it. I fundamentally disagree with the argument that people with an income of almost two modes should live in a social housing unit at all and should also receive a moderate rent increase.
ParlaMint-NL_2016-02-02-tweedekamer-27.u216	That's a difference of opinion.
ParlaMint-NL_2016-02-02-tweedekamer-27.u217	I am very sorry that the Minister is not answering my question. I am not talking about my amendment, but about the question that has also been asked from the Chamber, namely to raise the income limit.
ParlaMint-NL_2016-02-02-tweedekamer-27.u218	Mr Bashir, we are talking about amendments and there is simply a difference of opinion.
