ParlaMint-NL_2016-03-22-tweedekamer-32.u1	I would like to welcome the Minister for Housing and National Service.
ParlaMint-NL_2016-03-22-tweedekamer-32.u149	Mr. Chairman. I thank the Minister for his reply. Anyway, I'd like to compliment you on the pieces. I believe that there is a very structured approach with careful steps and also good safeguards and a legal anchor to settle this very sensitive issue neatly. I said in my first term that I do see dilemmas, because you really do have a trade-out of fundamental rights, and that the viability of life is in conflict with the freedom of establishment. I raised three points in my first term. The first was about effectiveness. I am now also convinced of the en-en approach to livingability. So you have to look at both socio-economic criteria and the burdensome criteria. At the same time, I think it is very good that Mr De Vries has provoked the Minister to make a commitment on the evaluation of Article 8. If the next evaluation proves that it is simply not effective, that it does not work and that this approach, the reduction of nuisance, does work, but that a very broad approach based on socio-economic indicators does not work, then it would also be time, as far as my group is concerned, for Article 8 to be removed. But let's wait and see about that evaluation. I am very pleased with my 3-out-3 score in terms of the care of the use of police data. I am referring to the involvement of the Personal Data Authority in dealing with that data, in order to prevent us from getting a Suwinet debacle, but also about hanging up an AMvB. I am also pleased with that and the positive opinion on the amendment that regulates that the data can only be used for the authorisation and not for other purposes. So thank you for that. That really creates some guarantees. I've got one more little snoop to call it, but it's important. I'm an economist and I'm not a lawyer, so maybe I'll be on slippery ice right now. The law makes it very clear that the College of Mayors and aldermen has a delegation clause for officials authorised to implement this law. With regard to the Chief of Police, there is no delegation clause. There are now ten police chiefs in the Netherlands. The Minister indicated in his first term that this will be worked out in an AMvB, but then you will need a hook, I say as a non-lawyer, to assign it to an official as well. Is that settled now?
ParlaMint-NL_2016-03-22-tweedekamer-32.u150	Mr Ronnes waived a second-term contribution. It appears to me that the Minister can answer directly.
ParlaMint-NL_2016-03-22-tweedekamer-32.u151	Mr. Chairman. I will give the answers in the order of the questioners. Mr Van der Linde's first question was whether it is possible to screen people from abroad. No, it cannot be because of the practical consideration that data will not be available either through the police data or in the context of the statement of behaviour. I have one more clarification on my part. Mr Van der Linde asked whether free sector rentals were also part of the screening. I replied "yes." That "yes" remains valid, but the municipality must include in the Housing Regulation the amount of the rent covered by the screening. The "yes" therefore depends on the way in which the municipality fills that out. I served Mr Bashir partly through my iPad. For the Acts, I have shown him the pass-through of Choices in Maps, in which I found the amount of a quarter billion discount on security.
ParlaMint-NL_2016-03-22-tweedekamer-32.u152	For the sake of completeness: the Minister is absolutely right; it is so in it. It also says that the SP cuts that quarter billion on device costs, while spending more on extra agents. That's literally what it says. So the SP definitely spends more on cops.
ParlaMint-NL_2016-03-22-tweedekamer-32.u153	To finish the discussion: if the agents want to see their minutes worked out, they look around in an empty office, because there are things that have been cut off. For the effectiveness of those cops, that doesn't really help. However, that is not at the heart of the discussion we are having in this debate. Mr. Chairman. In the Bashir motion to item No. 14 The government is invited, in consultation with the VNG, the Housing Union, Aedes and the Eigen Huis Association, to draw up a proposal to create a rural neighbourhood improvement fund. Mr Ronnes was right to point out that this motion does not cover the landlord's tax assessment. An uncovered motion, Mr Bashir, knows me and I will always have to advise against it. In his motion in part No. 15 Mr Bashir asked the government, together with municipalities, police, ggz and civil society organisations, to ensure a coherent approach to minimise the causes and consequences of nuisance. If I may interpret the motion in such a way that it is implemented through the chasing team of confused persons, an initiative of my colleague Mr Van Rijn, then I can see it as a support for policy. If Mr Bashir is referring to a new initiative, I must advise against it. Perhaps Mr Bashir could explain how the motion should be interpreted.
ParlaMint-NL_2016-03-22-tweedekamer-32.u154	Mr Bashir, let me look in your direction. We may then be able to conclude this point.
ParlaMint-NL_2016-03-22-tweedekamer-32.u155	This motion is consistent with what Aedes has done. At 174 corporations, Aedes has looked at how it works there and has seen that in a number of municipalities there is a coherent approach. I'm referring to the same closing approach that was taken in that investigation.
ParlaMint-NL_2016-03-22-tweedekamer-32.u156	I am afraid that I cannot see that the Van Rijn initiative is being taken on board, but that a new initiative is being called for. To be honest, there is no funding for this either. In that case, I'll have to dissuade the motion. I have tried to give a hand to Mr Bashir.
ParlaMint-NL_2016-03-22-tweedekamer-32.u157	Would it then be an idea that I should hold the motion and that the Minister, together with Aedes and the fellow minister, should look at the difference between the hunting team and what Aedes has advocated and that we should come back to that at a later stage?
ParlaMint-NL_2016-03-22-tweedekamer-32.u158	If that does not mean that the vote on the entire legislative proposal will be postponed, I would be happy to return to it in writing on the overlap that we may find between the Aedes measure referred to by Mr Bashir and the plans of State Secretary Van Rijn. I'll get back to you on that.
ParlaMint-NL_2016-03-22-tweedekamer-32.u159	In that case, I'd like to hold the motion.
ParlaMint-NL_2016-03-22-tweedekamer-32.u160	At the request of Mr Bashir, I propose his motion (34314, No. 15). That is what is decided.
ParlaMint-NL_2016-03-22-tweedekamer-32.u161	I have an order question. We also have a debate on confused tenants on the long-term schedule. Is that what this is all about? After all, I assume that Mr Bashir made his point.
ParlaMint-NL_2016-03-22-tweedekamer-32.u162	Mr Bashir pointed out that the debate had not been withdrawn. So that remains on long-term planning. Mr Bashir, of course, decides himself when to put the motion to the vote and whether to put the motion to the vote.
ParlaMint-NL_2016-03-22-tweedekamer-32.u163	Mr Madlener asked the government in his motion for a resolution on item No. 16 to require municipalities wishing to use selective housing allocation to offer alternative housing in places where this will not lead to nuisance. I have already indicated that this is quite possible, but I do not think it is logical that I should require this from The Hague for all the municipalities in the Netherlands, including those that themselves state that they do not need it because they have sufficient living space elsewhere. On balance, therefore, I must discourage this motion. Mr De Vries notes with me that the measures under this law are only possible as part of an overall approach and that I or my successor will also take a critical look at Article 8 at the next evaluation, as I say to Mr Koolmees. Mr De Vries asked me if I would also like to see if there has been any consultation with housing corporations and tenant organisations. It seems reasonable to me to test that. That's what I'm happy to say. Mr De Vries expressed his concern about the widespread dissemination of police data. I have already indicated that I would like to include additional safeguards in the General Measure on the careful handling of police data and that it is clearly not intended to be widely disseminated. It is also necessary to establish who can make use of it within the municipality. Mr De Vries has tabled two motions. With the motion in part No. 17 invites the government, when evaluating the landlord levy, to examine the possibilities of re-creating an investment budget for urban renewal. I've promised before. Now that we have been asked for this once again, I shall leave the vote on the motion to the Chamber. With the motion in part No. 18 Mr De Vries asked the Government to consider whether the costs of a statement of conduct could be borne by the municipality or landlord concerned. I have indicated that a municipality can do this, but I think it is wrong to centrally prescribe municipalities that they should do this. On balance, therefore, I must discourage this motion. Mr Koolmees thanked me for the commitments I made about dealing with police data and privacy. He had, as he himself said, a snooping point about the possibility of being delegated by the police chief. Mandating by the chief of police of the regional unit to a subordinate is possible. That's the answer to the nose tip. I hope I have answered all the remaining questions, Mr President.
ParlaMint-NL_2016-03-22-tweedekamer-32.u164	I would like to make another attempt to amend my motion, which has been dissuaded. Could the Minister live with a term such as "promoting" or "stimulating" rather than the obligation to offer alternative housing? So it is not an obligation but an incentive for the municipalities to opt for this solution and not just to say that someone is not allowed to live anywhere.
ParlaMint-NL_2016-03-22-tweedekamer-32.u165	If the request were that the municipality take into account in its considerations the possibility to offer alternative housing, then I can ignore it. Then a municipality can provide tailor-made services.
ParlaMint-NL_2016-03-22-tweedekamer-32.u166	"Department" is a bit too noncommittal to me again. I am really concerned that the Minister should work on these solutions and tell municipalities to do so, but that they should ensure that the problem not only moves, but that there is also a solution, as Rotterdam does.
ParlaMint-NL_2016-03-22-tweedekamer-32.u167	Let's do it like this, because to make a precise text about this by 11:30 in the evening... I would like to look at an alternative text proposal and let the other Members of Parliament know in writing what my opinion is on this matter. This also offers the opportunity to chew on it for a while. I will share my opinion in writing with the Chamber, because I assume that the vote will be on Tuesday.
ParlaMint-NL_2016-03-22-tweedekamer-32.u168	I'd like to take advantage of that.
ParlaMint-NL_2016-03-22-tweedekamer-32.u169	I assume the Minister will do so before next Tuesday.
ParlaMint-NL_2016-03-22-tweedekamer-32.u170	I am surprised at the Minister's response. That would mean getting scum villages in the Netherlands. Is the minister for that? The PVV is talking about rig villages. The motion says the word "motherfucker" huts. I can't imagine the Minister wanting this. Maybe I'll help him by pointing out those last sentences of the motion.
ParlaMint-NL_2016-03-22-tweedekamer-32.u171	I have indicated that I am deceiving the motion with this text. I tried to help on the spot, but I couldn't. Then I indicated that maybe we shouldn't try to do it now. Mr Bashir has a point to make when he says that the choice of words could perhaps be a little more diplomatic. We will take that into account in the recitals and the verdict on the final motion.
ParlaMint-NL_2016-03-22-tweedekamer-32.u172	The motions, amendments and the bill will be put to the vote next Tuesday. I would point out that the amendment to item No. 19 in the meantime that in part No. 13 replaces, with a new signature by Mr Ronnes. I thank the Minister for coming and the members for their input.
