ParlaMint-NL_2016-01-26-eerstekamer-7.u1	I would like to welcome the Secretary of State for Finance to the First Chamber.
ParlaMint-NL_2016-01-26-eerstekamer-7.u207	I did not say that there is no large-scale goodwill. I think that by far the majority of non-conformity has been found among parties of good will, but simply did not know it. I am not saying that there is going to be a phenomenal change of character by "I'm just calling it chemical manipulation or electroshocks." For this occasion here is the cold economist. If you ensure an appropriate level of enforcement and incentives in two directions, so that the two parties in the chain have to come together and also benefit from complying with the rules, you will also more often follow the rules. If you don't tell parties how it really works and say they don't benefit from knowing it, things really go wrong. That's what we have to do. As it is now fundamentally regulated, we are asking for false self-employment. It's still a miracle it's been 10%. Mr. Chairman. I have been asked about the review framework and the enforcement strategy. I should like to say a few words about this. All aspects that play a role in the assessment of the agreement by the Tax Administration are on the site. Internally they are called "the red and the green provisions." The real name's here somewhere in a folder. On the website of the Tax Administration you can find which things contribute to an employment and which things contribute to an assessment "out of employment." We are now working on this further in a so-called hand-out assessment model agreement. That's basically an internal thing. However, if something is judged internally by the Tax Administration, there is of course nothing against and even worse: much for, to make that thing public. The further impact on the site is thus coming. There will therefore also be more attention to the weighting. Eventually it will also be a thing that can play a role in the courts, which will have a formal role in the whole. Let me give you my word on this. It was not the plan, but there is really nothing against making it public. The assessment should then be carried out in the review framework by auditors who are well placed in case law, who know the law and who consider the aspects as professionals. As in any other complex area of taxation that has been identified by open standards, it must be assessed in this way. We do it with all kinds of things, open standards. Good merchant use is one. There are also all kinds of specialists and such a review framework. We do, and that should be public. Here's to it. I would like to say something about the enforcement strategy in a generic sense, but we would be crazy if we made the precise enforcement strategy public. If you tell parties that no one ever comes by, we're back to square one. That's not convenient either. In the enforcement strategy, enforcement will often focus on clients, but not on all clients. We know the bad guys. Sometimes we've known them for years, sometimes all the competitors know the bad guys too. Of course, we have to get through that first, that's important. That's how we guarantee a fair level playing field. There is also something to be solved in many of these industries. I don't think that's a good idea for the IRS. It was already in my notes, but intensive information is an important part of the soup here. I know few areas where there is so much information before the parties know what we are up to, what is going on, what is happening, what is expected of them and how they are going to take care of things. Uncertainty is really the sand in the machine of the economy. We must remove the uncertainty and provide as much clarity as possible. This is a strong blow that also affects the implementation process. The question was then asked whether clients now become reluctant to hire zzp'ers. Are we gonna do more or less now? I have heard two or three of the speakers present in the same speech say that they are afraid that there will be morezzp'ers and that there will be fewer. It's hard to look into the future, but let me just say this and whether you're happy with it or not, you can decide for yourself. There is a apparent need for flexibility and freedom from clients and contractors. The abolition of the VAR does not change that inherently. The rules according to which someone is in or out of employment do not change. In itself, clients could be deterred if there is a lack of clarity and lack of clarity about the legal position. This was a point made by Mr Rinnooy Kan. He said that they could be deterred because of uncertainty. So that's exactly what shouldn't happen. I have to take care of that very hard. In the labour market, clarity and security are needed in advance. So we have to guarantee that very well. It's on the site and it's low-threshold, but again, there's gonna be some information before everyone knows how it works. Then clients can also be deterred if they find that their way of working does not fit and that their contractors actually work in employment. That is not weird in itself, because that is the purpose of enforcement. The purpose of enforcement is to prevent what is not allowed. In this process, parties have also been disappointed. At educational institutions people discover that the history teacher at the lyceum who gives twenty hours of history a week, is scheduled for twenty hours and is judged by the rector, does not turn out to be an entrepreneur. I can't make an entrepreneur out of it either. Well, that's true. In our law it seems so arranged that a teacher of history scheduled for the lyceum and judged by the rector is not an entrepreneur. Those are the cases that will no longer qualify as zzp'er. There are others on the other side who do.
ParlaMint-NL_2016-01-26-eerstekamer-7.u208	Mr Rinnooy Kan, very briefly.
ParlaMint-NL_2016-01-26-eerstekamer-7.u209	I'll be brief. These are the 10% false self-employed, to which the Secretary of State refers, who are now actually caught in the act. We have no choice but to be at peace with that. My point is that there are already examples of situations where there is no reason to suspect that this is happening. I refer, for example, to the letter sent by the NTR to all those with whom the NTR maintained such a relationship, in which the intention is announced in advance to exclude risks by engaging the intermediary. That too I have previously qualified as a highly undesirable side effect. I hope that the Secretary of State will come back to this or else again.
ParlaMint-NL_2016-01-26-eerstekamer-7.u210	I had it on my schedule later. Then let's take the example of the NTR. That was in Het FD as an example of a client who was so shy that he thought that constructions had to be worked on. I was very surprised about that and so I called the director of the NTR. He's related to the well-known actor family. I was very honored to get him on the phone. He told me that he had completely annoyed himself to death with the coverage and that it was not at all in conformity with reality. He had a strong discussion with a number of pitchers, because he felt that the quality and also the rates were not in order. There were strong words about this and they were certainly not out yet, but the disappearance of the VAR had nothing to do with it. I also offered him that, should he intend, whatever he may be, to continue working with single-pitters, where this would fit in with the law, and that is to be expected in this area to contact the Tax Administration in order to see how this could possibly be incorporated into an appropriate and legal model agreement. And that's how we broke up. I'll be on the intermediaries in a minute. Mr Ganzevoort asked about the impact on the various groups. The zzp'er at the top of the market is often evident entrepreneur. Some or many of them don't even have a VAR. There are 800,000zzp'ers and there are only 500,000 VARs. Many people don't have them, they're so obvious entrepreneurs that they don't need that circus at all. For them, that doesn't change anything. If these people choose to work according to a model agreement, they can derive certainty from it. When I read the Ibo zzp, most of the people at the bottom are still those who might feel compelled to work as bogus self-employed. And that happens often without knowing it. How could these people have suddenly made a study of labour law? So they often do it without knowing and therefore run a risk. The only thing she's been taken away from is the right to social security. Enforcement means that in any case the client must choose either a clean construction or an employment. This could help these people. Again, for clients there is nothing more beautiful than unconditional and infinite safeguard. I am very grateful to the clients and also to the organisations that speak on their behalf that they are willing to think about for a second, but are confident that we can offer security in advance. We are so productive about this and in conversation that I think it will eventually succeed for the simple reason that they too think that this will work eventually. Notoire offenders may not have a good life in the beginning, but I think that their competitors who feel unfairly competitive do enjoy the fact that notorious offenders disappear. Mr Ganzevoort thinks there will be more real false self-employed, but I do not see the logic of that. We cannot now maintain false self-employment, and we will later. We're going to have to make sure there's clarity when there isn't. I'm sure there'll be fewer bogus self-employed. A bogus self-employed person who runs into the lamp or otherwise joins in the employment relationship, eventually has more rights. I'm only at the end of the first block. I will try to speed up, Mr President, but I cannot leave one important question in the first block unanswered. This question is very much asked: why are we not waiting for the comprehensive reform? I have already confessed that I am sometimes less flattering about the labour market. I still do, but these days, I'm just doing it in private. I am not just critical of the permanent contract. I even have a single critical word about how things are arranged with thezzp'ers. I sometimes even have twenty critical words on both subjects. I fight for more people at work; I make no secret of that. I believe that the current labour market is still far from contributing to this. I do have a certain enthusiasm. So you do not hear me saying that we have the right system, in no way. I have seen the whole discussion from front to back, but I do not see in this constellation very broad support for major reforms in the labour market. I really look beyond the coalition, but even then I have not found broad support. But let's be practical. There is a real obstacle here and we can eliminate it no regret. Let us say that we will come to a broader reform of the labour market later. Then there are two outcomes. Either the difference in tax treatment between azzp'er and an employee remains in one way or another. Then the VAR will continue to be obstructive. Or the tax difference between an employee and azzp'er disappears completely. For some, that might be the Valhalla. Then the VAR is not obstructive but redundant. In all cases, abolition is a good idea. Whoever rejects this limited no-regret intervention is like someone who doesn't want to close the skylight during a rainstorm because he has in mind that the sewer will ever have to be replaced. Let's close the skylight, because it's raining, and then we're gonna save up for a new sewer. That's what I'd like to do. That is why I welcome the support of manyzzp organisations, employers' organisations and the trade union movement. So there is a lot of support, but there are also many comments, many wishes and many fears. There are many wishes that do not have so much to do with this, but also wishes that do have to do with this. These are things that we have to deal with in the professionalisation battle and things that we should have dealt with ten years ago, but they are now hitchhiking. So there are a lot of concerns, but there is also a lot of support.
ParlaMint-NL_2016-01-26-eerstekamer-7.u211	The Secretary of State's metaphor must not remain undisputed. He holds a certain picture and qualifies it as a no-regret option, but it depends entirely on what is or is not going to happen in the meantime in anticipation of that broad reform, of which I recognise the complexity very well. That's exactly what we talk about all the time. From various parties, certainly from my group, concerns have been expressed about the undoubtedly unintended side effects on the design of clients, both at the top of the labour market and at the bottom of the labour market. I would also like to say a few words about the latter. After all, we have hardly talked about this. What is to be expected at this point? We come from a regime in which a fictional employment for equals is, in any case, a reality. It is a reality that provides for those who are subject to it the security that belongs to a regular employee relationship, with at most a forced departure to the VAR, precisely in order to be able to get out of it. Now we are going to a situation where it becomes much easier, if not very attractive, by the General Measure of Management introduced by the State Secretary to get rid of that fictitious employment. Instead, at the bottom of the labour market, by means of the generic clause which allows free replacement, it is very easy to allow many people to have no option other than to disappear in a non-zzp relationship, which gives them an unpleasant perspective. Earlier, the Secretary of State said that some people are concerned about the decline in the number ofzzp'ers while at the same time worrying about the increase in the number ofzzp'ers. I belong to that category. I am one of the categories that is afraid that thezzp'ers we spoke about earlier will indeed see their chances fall, for reasons that we have discussed earlier, while thezzp'ers at the bottom of the labour market, for whom many here have to worry, see their future deteriorate by introducing an attractivezzp perspective, which is based on a clause in labour law that this State Secretary has no control over. That worries me. That is what I want to say before the first block is completed.
ParlaMint-NL_2016-01-26-eerstekamer-7.u212	I do not know whether the Secretary of State will also comment on my speech at the end of the first block. I hope so. The Secretary of State has spoken about labour market reform. I have personal ideas about that. You can make the differences fiscally very small or eliminate them or leave them as big as they are now, but I can imagine that the Secretary of State has a fundamental opinion on this. I therefore asked him this afternoon for his opinion on this point. There is a system that stresses the difference between employee and self-employed in tax facilities. You can agree with that or not, but it is obvious that there is a big difference. Does the Secretary of State think it can stay that way or should it go? He points to two extremes and then comes up with his story about the roof window and the sewer. I understand you always have to keep the roof window and the window closed when it rains, but I think you need to fix the sewer at the same time, and not maybe ever. That sewer is a much bigger problem. In other words, you can expect the Secretary of State responsible for taxation to expect him to think that we are in the right line, so that we can keep him on the right track, or that he, like others, thinks that the labour market is working badly? In that case, he must ask himself why it is and whether the tax difference could be related to it. This is independent of the government's opinion and ultimately the Chamber's opinion. Will the Secretary of State come back to this or not?
ParlaMint-NL_2016-01-26-eerstekamer-7.u213	I'll come back to it now. I believe that the debate on the sewer can take place separately from the discussion on the roof hatch. I think we should close the roof hatch now. My hands itch to be working on the sewers, too. Mr Van Rooijen knows that too. In this respect, I always show a sense of reform. However, my personal opinion is of no use to the Chamber. That doesn't fit me in this profession at all. There is no point in throwing all these personal views around here. The cabinet has found that a social debate is needed in order to achieve a vision of the labour market. That's not entirely incomprehensible. Those who follow the discussion in other rooms and in other parts of this society can also imagine that the solution is not just for us on the streets. So that's the choice. I don't think it's right for me, on this evening, when it's not at all about this, to throw all these personal opinions around. Nor will I, other than expressing my reform spirit. Nor will I philosophize about the budgetary effects of any options and what variant in the Ibozzp is more attractive than any other. As soon as the nuts are presented and the first glass of wine is drunk, I like that more. But I don't do it here, even because it's not my role. That doesn't fit me at all. Eventually it's gonna be chatting on my part, and I don't like that.
ParlaMint-NL_2016-01-26-eerstekamer-7.u214	Mr Van Rooijen, finally, on this point.
ParlaMint-NL_2016-01-26-eerstekamer-7.u215	This is only my second interruption.
ParlaMint-NL_2016-01-26-eerstekamer-7.u216	If you all want to stay here until nightfall, it's fine with me, but we still have to see that we get the whole debate done.
ParlaMint-NL_2016-01-26-eerstekamer-7.u217	Some colleagues are allowed to interrupt ten or fifteen times, but I have to keep an eye on the second.
ParlaMint-NL_2016-01-26-eerstekamer-7.u218	You're not bad with me.
ParlaMint-NL_2016-01-26-eerstekamer-7.u219	I wasn't referring to the Secretary of State's personal vision. I am referring to the fact that, as a responsible member of the cabinet, the position of the Secretary of State for Finance, there is not just one person who could fight for a different wording in the cabinet letter, as it was written in October about the ibo report. I have the feeling that the Council of State has pointed this out a long time ago, and the ibo report also states that this issue is being postponed. That is also in the documents, because there must first be social support. In this context, the Secretary of State also referred to a reduction in the longer term differences. I am very concerned about the term 'longer term'.
ParlaMint-NL_2016-01-26-eerstekamer-7.u220	I take note of that, but the letter from colleagues Kamp and Asscher speaks volumes. I fight my battle, but not in this room.
ParlaMint-NL_2016-01-26-eerstekamer-7.u221	I see the Secretary of State still has a lot of files.
ParlaMint-NL_2016-01-26-eerstekamer-7.u222	They're not all necessary. I'm gonna try to throttle.
ParlaMint-NL_2016-01-26-eerstekamer-7.u223	How much longer do you need?
ParlaMint-NL_2016-01-26-eerstekamer-7.u224	I don't know. I can give you a little gas, but we'll have to agree to that.
ParlaMint-NL_2016-01-26-eerstekamer-7.u225	Good.
ParlaMint-NL_2016-01-26-eerstekamer-7.u226	Several questions have been asked, not about the system, but about the example agreements. They're not about the bill, because the model agreements aren't in the law. They are not about the system, but about individual assessments, about the existing demarcation between employment and entrepreneurship and about the quality of the model agreements. The first is not a matter for the Tax Administration, the second is, but because the discussion is equally desirable for the functioning of this part of the labour market, I will deal with it. The worries go in all directions. Is existing legislation making it too easy or too difficult to work out of employment? Are the model agreements too broad or too restrictive an explanation of the law? Are we saying that Mr Van Rij said it on all snails salt? I am not in the category of laying salt on snails, but the question is certainly relevant. I hear both "there will be much less zzp'ers" and "there will be many more zzp'ers." One of the issues that played a very important role in this is the question of the discrepancy between civil and fiscal law. If there is a civil contract of employment, in accordance with the Civil Code, then there is also an employment relationship for the taxation of wages. There is no difference, because this is based on the same legal basis. The only exception is a number of fictitious service relationships appointed. These are also fictional service relationships, because one of them is different from the other. Unlike the fictitious service relations that have been appointed, they must then be the same. That was also Mrs Sent's statement, and I fully agree with it. They are both determined by the same legal basis, but also by the same facts and circumstances. You can test them in advance and judge them. In assessing the agreements for tax purposes, the Tax Administration uses the principles of the Civil Code and labour law case law. That's the spirit. There shouldn't be any light in there. That's supposed to be right. That's about whether or not you're in employment. There they run in parallel, but it is not yet about entrepreneurship, because that is something else. Entrepreneurship arises from different employment contracts in one form or another. If there is no employment, there is no tax on wages, but that does not say anything about the qualification of income for income tax. If there is no employment, income for income tax can still be seen as profit from enterprise.............................................................................................................................................................. You can still do that. This means that you are not employed for a particular employment relationship, but also that you are not an entrepreneur. I am going to talk about the differences between them. For VAT, it is not parallel. Entrepreneurship for VAT is wider than entrepreneurship for Ib. There's a difference. In the Competition Act, things are different. Whatever concerns existed, civil, labour law and tax, it should just be the same. There must be no difference between them. This means that the criteria which Mrs Sent is proposing, which the assessment of the Tax Administration should in fact comply with, are correct. That's what it's supposed to be. Soon we will see how we can determine whether this is the case, what we can do to ensure that it is and will remain so, but it is right that it should agree and that it should be possible to do so by means of labour law. There are other points, such as payrolling. I have already mentioned the NTR example. No one has to turn on an intermediary, because there is security in advance. Nor does this change make it more advantageous to engage an intermediary in any way. Of course, it's not up to the Empire to decide who turns on an intermediary. You can hire an intermediary for all kinds of reasons. Even the Tax Administration sometimes resorts to intermediaries to ensure quality or continuity. There may be all kinds of reasons for that, but that's what market players really are about. It is not desirable, in answer to many questions, that it should become more attractive, as a result of the lapse of the VAR, to use an intermediary only for this reason. That's not what we're looking for. Disintermediation is in full swing and then we would do the opposite by dropping the VAR. That is not desirable and does not make sense. I can't imagine what that could be about. The core is that intermediaries, if they exist and where they exist, are also companies. They must comply with the same law in the same way, with possible model agreements coming from the same site. The DBA also applies to them and they are also controlled. You can't say I'm being controlled now, I'm responsible for it, but I'm shifting it to someone who's out of sight. You can't do that because that's where the IRS works. Intermediaries also include the fact that an entrepreneur is an entrepreneur, an employment contract is an employment contract and an employee is an employee. The card of the payrolling is drawn firmly, but in many cases this has to do with other things than this law. Mr Van Strien is concerned whether this could also be done in the care sector. It seems undesirable to me if this happens as a result. It doesn't make any sense to me either. I am therefore working on it in a commitment. I know two other colleagues in the cabinet who would find this illogical, but also very undesirable. I'm gonna agree with them that we're gonna keep a close eye on it. I am also prepared to reconnect, before the law enters into force, what we see happening in this regard. If we see anything happen, I will also indicate what to do about it. There is no reason for it, it does not yield any social profit, it is not desirable and not logical, but some illogical things do happen. We don't see them yet, but it's an important point. I therefore pledge that we will pay particular attention to this. Mrs. Sent spoke about liability in the event of damage. It states that the division of liability in example agreement No. 3 does not comply with labour law. I cannot say much about this, because the division of liability is not part of the tax assessment of the employment relationship. We have coloured the relevant provisions yellow, but the liability is not yellow. At the same time, I do not think it is up to the Tax Administration or me to check whether a liability paragraph is in line with labour law. If it isn't necessary, I'll say we'll just take it out. It also cleans up nicely. But it's also irrelevant and it's possible to confuse. Whether or not there are things that are entirely in line with labour law is an assessment that I cannot make myself, but I just assume from Mrs Sent that the imbalance she finds might also be visible to a lot of other people and that it is therefore not in the interest of this matter to leave him in it. So I'm just gonna get rid of him.
ParlaMint-NL_2016-01-26-eerstekamer-7.u227	Mr Rinnooy Kan, may I also ask you to be brief?
ParlaMint-NL_2016-01-26-eerstekamer-7.u228	I am going to do my best, Mr President, but we are now passing a very crucial point in the earlier reasoning. This is precisely what we are talking about here. Would the Secretary of State want to reflect on the situation that arises when a tax declaration, which in fact provides the certainty of non-wage taxes, suddenly encounters a labour-law denial of it? Even the European legal situation can lead to the successful recourse of those concerned to an existing collective agreement. If that tax statement is issued, what exactly is the position of the client in question, who is suddenly an employer? Can he or will he not continue to rely on the IRS' commitment? If it is the case and contributions have to be paid, who will pay them in the end?
ParlaMint-NL_2016-01-26-eerstekamer-7.u229	Civil labour law and taxation are pointing in the same direction as regards the assessment of employment. By the way, of course, both spheres of legislation are also about all other things, on which other conclusions may be reached. You come to the conclusion on the same basis that something is an employment. But then Mrs Sent comes to the conclusion that something that stands there is in any case labour law, in terms of liability sharing, not neat. That is not something that affects taxation. Both of them are not parallel, but that is what we are getting out of them.
ParlaMint-NL_2016-01-26-eerstekamer-7.u230	It is precisely the situation in which the tax and labour law perspective do not match.
ParlaMint-NL_2016-01-26-eerstekamer-7.u231	Then, for example, we are dealing with matters such as liability sharing. One doesn't say anything about it and the other does. The assessment of whether something is an employment is based on exactly the same legal basis and on exactly the same case law. That's no different; there's no difference. There are also a lot of different goals in these two spheres of legislation, but the assessment of employment has just borrowed one law from the other. That doesn't differ, except for the fictitious employment.
ParlaMint-NL_2016-01-26-eerstekamer-7.u232	Finally, Mr Rinnooy Kan.
ParlaMint-NL_2016-01-26-eerstekamer-7.u233	Apparently, I'm not making myself clear. Of course, the starting point may be identical, but the conclusions may differ. There are examples of this; the Secretary of State knows that. My question is again: what is the situation for the client who suddenly turns out to be an employer? The client who was a tax authority but was an employer of labour law turns out to be.
ParlaMint-NL_2016-01-26-eerstekamer-7.u234	In a situation where two assessments are based on the same laws and case law, the same should also emerge. If the IRS says one thing, who else is gonna say another? I can imagine all kinds of complicated situations in this country, where a lot of people are interfering in labour law, but it is not the case that the legal basis already contains a difference in assessment. It really has to come to the same thing.
ParlaMint-NL_2016-01-26-eerstekamer-7.u235	I agree with the Secretary of State. However, a number of experts look at the model agreements through the employment law glasses and are inclined to see a number of aspects of a contract of employment, particularly in the area of the relationship of authority and the like. How is the Secretary of State gonna make sure this gray area isn't there?
ParlaMint-NL_2016-01-26-eerstekamer-7.u236	I wanted to come back to that a little later. It is not the case that legislation points in different directions. It simply means that one party has made an assessment that may or may not be entirely correct. We just need to make sure that the assessments are good. I'll get to that in a minute. We still have a professionalisation battle ahead of us. So I thought it was a very useful suggestion in Mrs Sent's contribution. I wanted to discuss two other things first... but I don't really have to. So I'm going to go into it a little bit more. If you accept that this should be the same, you may still ask yourself whether the assessment of the model agreement by the Tax Administration is correct. It is not about differences in legislation, but about the quality of the assessment. Let us note that this society is in the process of reinventing that. We see a huge professionalisation of all kinds of social parties involved in this process. Half an hour ago, I said in my speech that this also applies to the Tax Administration. We must therefore ask ourselves whether this is a good thing, but not just for that reason, for another reason as well. Walking around with this subject I encounter a lot of people who have somehow found a reason to doubt the assessment by the Tax Administration. Whether that's right or not, I don't know, but I'm being harassed with, "Watch out, that Tax Department of yours is way too strict. I do know that the cabinet has a hidden agenda; you just want everyone in the contract of employment." Just as often it happens to me that people say, "That Tax Administration of yours is fully celebrating. I do know what kind of hidden agenda the cabinet has here. You want to launder everyone's unauthorized counterfeit entrepreneurship." It is quite clear: if anyone in this room has the most benefit from testability and quality improvement, it is me. Otherwise, you'll never get out of here. In this area, a vulnerable attitude between me and the Tax Administration is about the only chance to gain confidence. Possibly both parties are right every now and then. When I see what's behind it, I myself think the IRS is also fucking right. I can think of all that, but let's make that whole process look critical. That would be a big profit. Now several questions have been asked. Among other things, Mr Köhler said: make everything public. That's his solution. Review has also been mentioned. Let me respond as generously as possible to this perfectly justified concern. I have already said that I am not doing this least because it is in my own interest. First of all, I wanted to make as much public as possible. I have been rather busy investigating whether there are opportunities to make everything public and therefore forced. It can't be. I do intend to urge the parties, in respect of all generic and all sectoral agreements, but also for business-specific agreements, that this should also be done on the site in anonymised form. In any case, it will be transparent. I can't promise that for everything. There were also many parties who, when we didn't ask them the question about the anonymized agreements yet, at least didn't feel like putting them on the site. They thought that they would then have the secrets of the chef on the site. However, I intend to insist as much as possible on public access. That's one. Furthermore, of course, we must continue to make a habit of letting UWV and where it is relevant also the department look at it. This is, for example, very relevant in the area of care. The department really has to look at that, because it's all VWS-specific legislation. If you don't do that neatly with the department, you're gonna skate off the track soon. UWV is also watching and cooperating. That agency may have a different background, but it has the same laws. I think Mrs Sent's proposal to organise some kind of consultation is very valuable. Philosophically, I think that even during the transition period, even before enforcement begins, we need to organise a serious review or consultation by an independent panel. They have to be people who don't work at the IRS. It may still change, but I can share the preliminary search profiles with the Chamber. I am thinking of a professor of labour law, a judge in the field of labour law, but as far as taxation is concerned, with a background in wage taxation. I am also thinking of someone who has just practical experience of enforcement in the workplace. That too is important. Otherwise, we'll sing away from how it works in a company. That way, with such a review, I wanted to do it. In doing so, I accept Mr Rinnooy Kan's desire to test, but I do not want to hear his suggestion that the judge should do so. It would be nice to look precisely for possibilities of review that is not always done by the judge in court, but with the commitment of a professional. Something will come out of that, but let us share this with the Chamber as transparently as possible. I also want to focus the review on things that aren't on the site. Then I cannot throw everything out in the review, but I can tell you what the report figure was given by the independent experts. I can also say what was not generally right. I will also ask what lessons we can incorporate into the review framework. If it leads to a bias in one direction or another, the review framework can be calibrated. All this should be completed in the fourth quarter of 2016. Then we have a fairly serious review and a fairly serious report figure. Depending on that, we can see if more is needed. Maybe it should be done again in some time. I think the bulk of example agreements will be there, so we should be an end. Let us look at what is going on, depending on that. So I feel very much for this review, also because it cannot be true that it is both too much and too little, too much plus and too much minus, too much red and too much black. We all benefit from taking this professionalism seriously. I would therefore like to see as much openness as possible, an independent review and as much transparency as possible towards the Chambers on the outcome. I have now reached the commitments, although there are still a few questions to be answered. I'm starting to hurry up. I have been asked a question about the Commissioner. Mrs Sent said that this is a fictitious employment. That's what we had the VAR for, but it's breaking up now. Now, suddenly, we have the situation where the Commissioner has to pay wages. Mrs Sent asked me what is actually the background to this fictitious employment. When this problem arose a few weeks ago, I asked myself the same question. Why would we have done this anyway? Two people have been looking very seriously into legal history, but they haven't found it. I could not say what the reason for this is, but perhaps that is the answer at the same time. If there is no reason for this, I mentioned the VAR earlier, but the Commissioner's fictitious relationship fits with it effortlessly if there is something that does not serve any purpose, why should we not abolish it? It seems to have existed since 1941. Nobody knows why. It's in Article 3 of the Wage Tax Act. We can take this with us in all kinds of tax plans and dispose of it by 1 January, but if you intend to amend it in the law, you can anticipate it by means of a policy decision. We could simply get this out of the way, and that is exactly what I am proposing. Here's to it. I have been asked whether there is enough time. We've already seen it's a heavy dish. We've wasted a lot of time communicating. This treatment takes place just a week later than originally planned. I say to Mr Van Rij: there are not three, but five general agreements on the site, but since six were promised, one more has to go. That's right. There's no problem with it, but that agreement just hasn't come to an end. I can therefore imagine that 1 April as the date of entry into force... Let me take a look at Mr Van Rij. He would have put it off for a very long time, but a number of organizations with which I work do not need such a long delay. They see less in a late entry into force and more in a broad transition. I'm playing with the idea of just postponing the entry into force for a month. After 1 May the habit begins, but not yet the enforcement in that sense. The transition path should make you taller. I get letters fromzzp organizations that say: we all support it, but give us a slightly longer transition period. That VAR has been around for ten years, so I don't mind those three months. The organizations want a year. This would mean giving you a year after the entry into force of the law to take up professionalisation and to communicate much more. I have here a whole list of the communication that has already been there, but it seems to remain drops on a record. There are still a number of issues to whichzzp organisations and client organisations point. We still have to do that panel and that assessment. After that, you might have to change things and take a reasonable time. That's what we've been asked to do. Then I come to a limited delay of entry into force and all in all a longer transition. That would be grossly my proposal. I balance a bit between people who say " hurry up" and people who say "give it some time."
ParlaMint-NL_2016-01-26-eerstekamer-7.u237	Do I understand correctly that the preparatory phase will then run until 1 May next, assuming that we will vote on this proposal on 2 February? Do I also understand that the implementation phase will then run? Does it run until May 1st next year? Is the implementation phase used, inter alia, by the Secretary of State, to work out the commitments he has made here in terms of communication, the panel, the further development of sector-specific agreements, including with professional departments? Is all this going to happen during that period in good consultation with the interest groups and the market players, so that this professionalisation can be intensified further? Am I supposed to imagine it?
ParlaMint-NL_2016-01-26-eerstekamer-7.u238	Yes. In particular, it is the organisations that cooperate with us, thezzp organisations and the employers' organisations, who have asked not so much to delay the entry into force of the law as to take a year for implementation. I got that wish from all sides, no doubt at all, but yes, there is nothing against it.
ParlaMint-NL_2016-01-26-eerstekamer-7.u239	No, but then I have the deadlines of the transition plan clear. I'd like to put the points on the i. It means that the VAR will be over by 1 May next.
ParlaMint-NL_2016-01-26-eerstekamer-7.u240	Yes, and that we move on to the new system, albeit in the first year mainly instructive and with implementation and professionalization. Then enforcement begins.
ParlaMint-NL_2016-01-26-eerstekamer-7.u241	Finally, Mr Van Rij.
ParlaMint-NL_2016-01-26-eerstekamer-7.u242	During the transition period, enforcement policies will be cautious.
ParlaMint-NL_2016-01-26-eerstekamer-7.u243	Resistant, except for the really acidic cases. They're gonna get company soon. Mr Köhler asked me whether azzp'er could also present a construction. Yeah, there's that equality of law, of course. It would be great if only a client could submit something and not a contractor. There is equality of law for the two parties in the chain. This means that anyone can avail themselves of this service by the Tax Administration.
ParlaMint-NL_2016-01-26-eerstekamer-7.u244	That is what the Secretary of State has already said in replying to our questions. Moreover, it is already practice under the current law that, if this were to happen, people would be given that clarity.
ParlaMint-NL_2016-01-26-eerstekamer-7.u245	But you asked.
ParlaMint-NL_2016-01-26-eerstekamer-7.u246	Yes, I asked because on the website of the IRS it says something about what you can submit to the service. It says: "Also contractors can submit an agreement. This only makes sense if the contractor can use this agreement with all its clients, including future ones." This concerns the case in which a contractor himself wants to work with a standard contract, but of course that was not my question. My question concerns the case in which an independent client is presented with an agreement, possibly accompanied by a statement that it is all in order according to the Tax Administration. He can't know that, because there are secret agreements that the IRS said were in order. Can that self-employed person go to the Tax Office and ask if that's true, if that agreement is in line with the law? I want to give that right to the self-employed.
ParlaMint-NL_2016-01-26-eerstekamer-7.u247	Yes. I just promised. On the website of the IRS, it says that someone believes that this only makes sense if... someone can find that, but I'm now saying that that can be done.
ParlaMint-NL_2016-01-26-eerstekamer-7.u248	Okay. Then I await the improvement on the site reassured.
