ParlaMint-NO_2003-02-27.ana.ud1013e47	The representative, Karin Andersen, will make a private proposal.
ParlaMint-NO_2003-02-27.ana.ud1013e1097	I would like to thank the Minister of Industry for many kind words about the value of an increased interaction between culture and business – and perhaps a little about the potential that lies here, purely nutritional and developmental. But it was very little concrete and in a way characterized by the inaction that goes on again when it relates to the industrial policy of this government. I showed in my article how other countries are investing. I also showed that there is a great potential here. It's an industry of enormous growth, of greater growth than traditional industry. I therefore ask for more concrete, offensive tool to come forward. I am calling for economic instruments, which are clearly bringing great socio-economic benefits. I've seen an example of that. For the project ‘Kulturbyen Bergen 2000’ there was a budget envelope of 110 million. NOK But the project itself triggered a documented socio-economic impact above NOK 1 billion, i.e. 10 times the effort. We see that traditional industry wears out. In one way or another, the industrial community has been influenced by the fact that a produced raw material is as cheap as possible, and that an organised production of skilled workers and good marketing. But then we're facing the situation that this can actually do with cheaper workers both in China, in India, in Poland, in Brazil, in the Czech Republic, in Slovakia and where it should be. In the Western world, I believe that we need to have our eyes and focus on adding cultural added value to the products, that one gets an experience – the Minister of Industry was concerned with design – entirely creating added value in the product, on which we have to invest to a far greater extent. I want to challenge the Minister of Industry a little in relation to what he said. He said that a now is working on an action plan for innovation policy. Then I assume that the Government has a strategy for how to achieve this kind of economic development. And then we have to invest in future value creation. What role and place will cultural businesses have in such a strategy? What about pointing out regional development environment, actors, in this area? What about contributing to fund-building and with programmes through SND or SIVA to exploit the opportunities available in this area? I consider the State Investment Fund and Argentum. Is it possible, when it's now being developed, to also direct some of it towards this industry?
ParlaMint-NO_2003-02-27.ana.ud1013e1108	Rudihagen said in his first post that there is a lot of positive happening around the districts. There's a lot of positive happening on a regional basis. Very many people in both culture and business have found that it makes sense to play with each other to create value locally. Nor is there any doubt that the back carpet is that what the industrial community had was anything other than what we need to date. There is no doubt that the recreational sector, the cultural sector, is the fastest growing sector. This includes, among other things: the relationship with the fact, as the representative Rudihagen said in his first post, that people are using an increasing share of their total resources in leisure time. Here there is a significant potential. There were some concrete issues related to the action plan we are now making for innovation, which is clearly such a place where this will be an important part. It is through such an action plan that we get the different elements from the responsibilities of the different departments to interact even better. It is clear that the Ministry of Economic Affairs has traditionally engaged in industrial policy, the Ministry of Culture with culture, the Ministry of Transport with its, etc., but it is quite obvious that for the total value creation it is important to see these things in a context. It would not be unnatural to look at the use of instruments after the presentation of the action plan, which will come quite parallel to the government budget for the autumn, in order to achieve the objectives we set ourselves in it, and then that is the key to SND and SIVA. Another specific question was related to Argentum, whether one is willing to go in and direct Argentum to invest specifically in this. Now it is the case that the premises for the governance structure in Argentina were laid in the Stortinget in June 2001, as the representative Rudihagen probably remembers. It's a fund-in-fund investment company, but it's not in any way cut off from doing these things. – Now I was talking, because we're going to make a proposition in a month. I've already taken some points of view around Argentum, but it might have been a little early to announce this to the Stortinget. – It's going to be a long time to sit in the hall! With regard to what was said in relation to local cultural memories and the involvement in it, I just have to say from my own experience as rapporteur in a municipality that there is a significant potential for exploiting these things locally. We have ancient memories that are thousands of years old, which we have to a great extent managed to make available to the public.
ParlaMint-NO_2003-02-27.ana.ud1013e1121	Small leaks from the government we always appreciate here in the hall, councillor!
ParlaMint-NO_2003-02-27.ana.ud1013e1124	This discussion shows that it is necessary to focus on the interaction between cultural life and industry. As has been said before, this is a win-win situation, which we have to get to. But to get the situation that we all win, we have to break some barriers, admit that new paths lead. In Health Mid-Norway I heard that they had now sought advice from the revision festival in the Highlands. The relationship between former Levanger Hospital and Namdal Hospital, which has been almost two independent units, needs to be resolved after the new hospital reform. What is more effective than contacting cultural institutions for help? It brings people together, they experience things together, and – not least – they laugh together. This is an underestimated way of resolving conflicts. Business has many barriers to economic and human making a good profit if you put culture into action. Another good example is a project that has come from Innpäll AS in Nord-Trøndelag. They operate with theaters and, together with NHO and LO, have launched a project called ‘Theater as a communication tool for value creation’. The goal is, among others: that one shall contribute to the recognition of Turkish young people and older people as persons with resources and creativity, with reference as a force for further development of the region. Through theaters as a educational tool, they will provide insight into the challenges we face as citizens of society today. These are some of the targets. I am convinced that a youth who has participated in that kind of culture becomes a better worker. I am also convinced that he will be a better employer – economically and humane. This is how both business and culture become winners. It is my hope that this can help people focus on harmony, quality of life and creativity. Maybe we can avoid such high scores as we looked at the news this week, that we eat more pills than ever, for example. for depression. Quality of life is both something to live for and something to live from. That's why this is so important.
ParlaMint-NO_2003-02-27.ana.ud1013e1139	With reference to Mr Gaundal's intervention here on pills, this initiative by the representative Rudihagen is not to be depressed, rather to the contrary. The inter-pellant deserves tribute for taking an initiative in an area where I believe Norway has a very high potential. Let me also express my satisfaction with the answer given by the Council of State. He pointed out that we are now getting new arenas, new meeting places, where, among other things, design will be put more into the high-seat than has been the case in the past, and this will also give you an arena where you can focus on culture as an export product that can be further developed. In fields that to date have not been sufficiently focused, such as music, which is a new field for export and value creation, we already have export articles, companies and actors that do it very well internationally. I think it's important that we all take it inwards and make sure, both locally and centrally, that these actors get leeway – literally – to be involved in value creation and further development. This applies not least to Norwegian film players, who are doing very well — many recognition prices have been harvested in recent years. But I think it's important to stress that you don't have to apply for this to be a public task. If you don't look at the potential for increased value creation in this new area, you won't be able to take out the potential of export and increased value creation in this area. I believe, as the Council of State was aware, that with the opportunities for freedom and fewer political ties offered by the review of the instrument, it will only provide a good basis for sharing and further developing the concept of culture as a concept to go hand in hand with the concept of value creation, to growth and development for all parties.
ParlaMint-NO_2003-02-27.ana.ud1013e1150	At a time of fewer industrial jobs and increased unemployment, it is particularly important to be creative and see opportunities to replace lost jobs. Then something new and forward-looking must be created. The report to which the interpellant refers may be a good starting point for such a development. It has some good points and refers to practical examples on which to build. Some other Western countries have come a long way in developing this interrelationship between culture and business, to which more people point in the debate. Practical and good results, albeit somewhat varied, can be referred to. We should also come to a stronger recognition in Norway that this interaction between culture and business is important. Synergistic effects are to be derived from such interaction. Some businesses in our country have already taken advantage of the opportunities, such as: Hadeland Glassworks and Ringnes. These establishments are as a cultural history in itself, and they are used as part of the marketing of products and services and make a valuable contribution to their performance. Another example is agriculture, which is in the process of developing specialities based on culture and traditions. It also applies to farm tourism. Through increased investment and insight, both the cultural sector and the business community can benefit from such interaction. Cultural life can receive income from new sources. Furthermore, it may involve transfer of competence in business development, marketing and economics, which is provided by business. On the other hand, as part of marketing, business can enjoy and benefit greatly from cooperation with cultural life, as part of marketing. The possibilities are many, ranging from playing on cultural history for a product to organizing cultural events as part of marketing. From the point of view of the Progress Party, it must be stressed that cultural and business life must itself see the opportunities, find together and stand for development. The public shall not have a leading role or be dominant in its management. What the authorities should do is to ensure a sensible cultural and industrial policy, so that it becomes attractive for our businesses to try out new opportunities, take risks and collect a profit. This will make it easier for those enterprises and cultural institutions that see the benefit of such cooperation to develop competitive advantages, because they will have more resources available to invest in new business opportunities and new areas.
ParlaMint-NO_2003-02-27.ana.ud1013e1163	If we are to have a link between culture and nutrition, we must have both a tool given from above and a mobilisation from below. If we look at the contents of the two outlines, we find a lot of similarities. Both culture and nutrition are about creating something new. Both activities have a belief in the future and a belief in their own forces. For the edges, the Image Creation Perspective is also extended. districts must be culturally attractive in order for us to develop and maintain the skills that can further process the natural resources on which our economy rests. Some people think culture should be a commodity in a market, or that business should be a source of funding for culture. We need precisely to achieve more targeted integration and overshooting in the sector. Too many cultural activities lack a commercial professionalism, and too many industrial projects failed because one has not understood the cultural framework for production and marketing. Where I come from, several actors, both public and private, have joined forces and developed a nature-use project: the link between nature, culture and industrial interests. The objective is to increase value creation through natural and culture-based economic development in and by selected protected areas. A desire to clarify and mitigate the conflict between protection and local nutrition development and to exploit the protected areas for the marketing of the county as a bus stop, a workplace and a travel destination. One has identified the problems and solved obstacles to progress. These seem to be economics, centralisation, lack of ideas, lack of communication, lack of time, lack of courage and lack of competence. But there should be hope of getting over these obstacles. A group of business committees stressed the importance of actively pursuing innovation policies, facilitating creativity, ideas and start-ups in the last budget management process. If these words are to something more than words, what action must be taken. It requires a strong commitment to research and development, and it does not require at least an active instrument. Then we need an instrument tool that has different tools for the different stages of the innovation and innovation process. The finance committee has this week been on Sunnmøre, and there Jens Petter Ekornes, who used to say the following: Without district development funds, it didn't have our industry on Sunnmøre today. It tells us just how important it is that we have an instrument tool that is strong and that is emerging, not least in these times when business wears off. And that's what we have to take responsibility for. SV is therefore looking forward to the warning message about the instrument and the action plan on holistic innovation policies on which the Council of State was involved. But that means they both have to have the exact angle of incidence that the interpellant has picked up today.
ParlaMint-NO_2003-02-27.ana.ud1013e1178	I want to give tribute to the interpellant for bringing up a very important theme in terms of closer cooperation between nutrition and culture. In this context, I would like to highlight in particular the contribution that agriculture can make and that stands for nature and culture throughout the country. There are huge unused resources in this interaction. I would also like to mention reworked design, which in the future will appear to be a growth industry in Norway, as there are strong traditions that can be liberated in this interplay between local performances and bets on nutritional development. I would also point out that cooperation between culture and business should lead to local identity consolidation and local involvement. Therefore, it is important that a word is used to do this. It has a practical impact on economic development locally, but it is also reflected in key action plans. In this context, I would just like to draw the line below what the Council of State said, that we also want to play a central role in the development of such an interesting connection.
ParlaMint-NO_2003-02-27.ana.ud1013e1195	The interpellant has addressed a very important topic. By and large, we can say it so that people have to have something to live with. But just as important is having something to live for, and here culture comes in as a coordinating factor. Gro Harlem Brundtland once said that everything is related to everything. Then people, nature, culture, educational opportunities, work and leisure activities are needed. By strengthening awareness and security of what you stand for and where you belong, you will also strengthen enthusiasm and develop the opportunities that exist. Action on culture creates active communities, triggers creativity and creates ideas and innovation, which in turn lead to skilled practitioners, but also to jobs. An active and targeted focus on culture is good district policy. Fortunately, it is not that all cultural activity is concentrated in cities – perhaps on the contrary either. However, the major cost-intensive measures are usually in cities. The Culture Committee was a week in Spain last year, where we also visited the Guggenheim Museum in Bilbao. The Guggenheim Museum must be Europe's best example of how culture can contribute to urban and urban development. 80-90 pst. by the inhabitants of Bilbao was actually against the construction of the museum. Nevertheless, politicians decided to build, and in three to four years the debt was paid off. Here, culture and nourishment went hand in hand. The Culture Committee was also travelling in Northland and Trom's last harvest. We visited, for example: The Mo i Rana National Library, a good example of workplaces related to cultural and information technology. Furthermore, we experienced cultural sites that provided the basis for tourism products, and where culture provided content for different service products. It will always be important for companies to develop goods and services that are different from competitors in a positive way. It's hard to sell just clean air and nature, although this is an important part of Norway's advertising. But we who live here know that this has to be linked to different types of businesses if customers are to get what the product they expect, and then we're also talking about pure food. Culture is becoming more and more internationalized and commercial, like everything else. It creates challenges for everyone to actively sell the diversity that we have in Norwegian culture. Here part of the business community, both Norwegian and foreign, has done a good job, but if we are to meet the challenges that lie at the intersection of culture and business, we need an up-to-date SND, and we need to clarify the economic importance of the cultural sector. We need good framework conditions for product development and marketing. But most of all, we want to use the whole country, with the diversity and the values that exist.
ParlaMint-NO_2003-02-27.ana.ud1013e1212	I also want to pink the interpellant to have this debate brought up. It is really strange that this case does not get as much attention as the one we have discussed before today. Why is that? Yeah, it's because here it's really about innovation and innovation. What is it that we need to progress in this type of process? I want to make a small contribution in that context. I think that the active use of contemporary art in Norwegian companies should be tested. It's not insignificant what an environment we're surrounded with, and what we're going to create new ideas. On many levels, there must be a climate of innovation. In this context, I would like to invite the Minister of Industry to an enterprise here in Oslo, Signex, where a real user of contemporary art in this way. Of course, companies have to do the job, but the Minister of Industry could help businesses to focus more on the use of contemporary art in this work. What about giving the same depreciation on the purchase of art by novice artists as on computer equipment and fixtures? If companies are afraid that they will spend money selling the art with good profit, they may have the same tax arrangements for the return as for a dividend. Such a system would also have the effect of increasing the market for contemporary art monthly. This would give artists greater opportunity to live on their own income. Both Denmark and Sweden look at these kinds of schemes. Why not Norway too? It is good that creativity is recognised as decisive for Norwegian success both in terms of product development and promotion of Norwegian product in the market. I hope the Minister of Industry will evaluate both new and untraditional schemes in his work on the Action Plan for Innovation. This is a small country, and we have to use all the talents. It is now apparent, before various art articles, that Norwegian actors are making themselves highly up-to-date internationally. We really have something to use, both as a self-esteem and as a transferred value, to promote Norwegian business.
ParlaMint-NO_2003-02-27.ana.ud1013e1221	I got the impression that the representative Ivar Kristiansen thinks it's no public or state authority task to stimulate a culture-based business development. I'm just saying that it should be – a state task to try to exploit the potential of this growing region, at a time when to those degrees we need new nutritional development. What are we going to do with a Minister of Industry in this country if he doesn't want to try to stimulate in this area? I pointed out in my post that there is a lot going on here, and the Minister of Industry also agreed, but at the same time, they are exhausting. There are a lot of barriers. Whole developments are just a result of a lack of government industrial policy in this area, a lack of systematic analysis and documentation of the value and potential of this sector, and a lack of targeted programmes and economic instruments aimed at this industry. Now the Minister of Industry has a golden chance when it comes to the preparation of the paper on innovation policy and tools. That is why I believe that once again I have to challenge the Minister of Industry to come up with a little more concrete action. Firstly, will the Minister of Industry take the initiative in identifying and documenting what this sector stands for, and what possibilities lie in it? Secondly, will the Council of State take the initiative to be involved and point out some regional, complete innovation centres, where one might be in charge of specific areas? And thirdly, will one take the initiative to create some economic instruments through SND, SIVA or whoever it might be, so let what happens in Sweden, so that these development environments have some funds to move on? What they are now largely stopping is simply a lack of capital, and, as I was in it, it is not easy to get private venture capital to invest in a long-term way here. The Minister of Economic Affairs noted the importance of design and its follow-up, and that is right. We had a design message here in Stortinget some time ago, but I actually miss the concrete follow-up of her. One of the industries that may be the largest growth industry in District Norway is travel. Travel life and culture hang carefully in hops. Culture is becoming an increasingly important product for travel. Isn't it time that travel life also got a slightly different status in the Ministry of Economic Affairs, not at least a separate department?
ParlaMint-NO_2003-02-27.ana.ud1013e1240	The representative, Gaundal, said that all aspects of cultural life had to be taken into account, including humor. She referred to a concrete project in Nord-Trøndelag – a project that, as far as I understood, was funded by LO and NHO – which had the title: theatre as communication. Now it's almost paychecking, so they might need some of what they've learned from this project in the Nord-Trøndelag. At least it shows that there is considerable diversity in this area. As the interpellant was inside, it could be that this is a potential that is untapped. The question is how do we, on the public side, contribute to the realization of these things? Ideas have also been launched, including: by the representative of Tweiten, on the use of contemporary art. Besides the fact that I got an invitation to visit a company in Oslo together with my former committee colleague, Mrs. Tveiten – such an invitation, of course, I accept – was the most important signal, and perhaps the most interesting thing, that tax relief via depreciation was a way to go. Interestingly, there is also an increasing recognition in the Workers' Party that this can be useful in business, even in promoting contemporary art and using it in business. I guess that's a good idea. As far as I remember on the move, at least one of the government parties has this in their election program, so at least I'm going to promise the representative that I will take it with me and look at it. Torstein Rudihagen asks if the Ministry of Economic Affairs sits on a systematic analysis of the value of what is happening, related to the use of culture in the broadest sense. As far as I know here I'm standing, I don't think there's any proper analysis of those things. However, I think the issue is interesting and should definitely take it with me. After all, we will have plenty of opportunity to address this in the innovation action plan that we are going to make, and in the review we have linked to SND and SIVA, which the interpellant also had to offer. With regard to the fact that there is little private capital in relation to venture capital, it is both right and wrong. It's definitely been more liberal in the past. However, with the tax policy that this government adopts, I think it could improve in the future.
ParlaMint-NO_2003-02-27.ana.ud1013e1253	That is the examination of case No. 2 ended.
ParlaMint-NO_2003-02-27.ana.ud1013e1267	At the request of the Business Committee, the President will propose that speaking time be limited to 5 minutes for each group and 5 minutes for the Council of State. Furthermore, the President will propose that there will be no repetition after the individual speeches, and that those who have to sign up to the list of speakers in addition to the allocated speaking time will have a speaking time of up to 3 minutes. – It shall be deemed to have been adopted.
ParlaMint-NO_2003-02-27.ana.ud1013e1274	Document No 8:13 for 2002-2003 is designed to amend the regulation on plant protection products so that everyone with a course in the use of plant protection products is given authorisation and the possibility to purchase a plant protection product. On the basis of this initiative, the Ministry asks the Agricultural Inspectorate to amend Section 4 of the instruction so that hobbyists with established interests can obtain an authorisation certificate and thus obtain stronger plant protection products than are available to ordinary hobbyists. The Committee welcomes this as a good temporary solution in relation to its proposers for a more general opportunity for hobbyists to buy stronger products for use in the fight against undesirable crops. From the Committee's point of view, it is important to continue the strict application of the legislation on the use of plant protection products in order to reduce their use and reduce the risk to health. I am thinking in particular of children who have easily come into contact with these funds during storage, and of general pollution, as there will usually always be plant protection residues that remain more or less uncontrolled in the hobby farmer. Against this background, the Committee wishes to maintain a strict regulatory framework, but will allow new entrants to step up production to the professional level by giving them access to their own plant protection products, without weakening the regulation.
ParlaMint-NO_2003-02-27.ana.ud1013e1287	Today, all those who are going to use plant protection products must have completed training in the use of these products. Here comes the category ‘holiday farmers’ in a special situation. Some of them want to develop their operations to become an additional industry, and have completed and passed courses in the use of pesticides, but are refused authorisation. Norwegian agriculture is struggling with high standards of efficiency and quality improvement requirements. Therefore, it is important that conditions are also facilitated. It is necessary to assist operational persons, otherwise the basis for establishment on a commercial and professional basis disappears. Developments show that it is often the minor uses that first need to be considered for alternative production options. They may be well suited for small scale production, e.g. in the fruit and vegetables sector. We have here hobbyists who want to further develop the business to become an additional industry. These may be small users who have properties that are too small to traditional agriculture but who want to use the property for small scale production of, for example: fruit for sale in the neighbourhoods. Before a commercial exploitation of this type of small-scale production can be pursued, some have to find, over a period of development, forms of operation suitable for the property and suitable for commercial production. During such a development period, it will be necessary to test different types of pesticides in order to optimise the quality of the products. At this stage, the current legislation will be considered to be a hobby breeder and will therefore not be granted authorisation. As a result, the development of products and production methods can be halted, blocking the development of commercial production. It is therefore gratifying that the Minister of Agriculture agrees that Section 4 of the instructions for issuing an authorisation certificate for the use and purchase of plant protection products may seem unreasonable to new entrants. The Ministry now allows the Agricultural Inspectorate to review the instructions so that hobbyists with concrete plans to further develop the business to become an additional industry are given an authorisation. We expect that the legislative changes to be made will be designed in such a way that they are not seen as unnecessarily problematic and square for commercial operators in the food production industry.
ParlaMint-NO_2003-02-27.ana.ud1013e1298	I just want to confirm briefly that we are working on changing Section 4 of this instruction, which opens up the possibility that those who are now hobbyists, but who aim to build up this hobby to become an industry, will be given the opportunity to obtain such an authorisation. I am pleased that the Committee is gathering that those of us who have two or three roses will not be able to use the strongest pesticides on their own.
ParlaMint-NO_2003-02-27.ana.ud1013e1308	Several have not asked for the floor on case No. 3rd@item: inlistbox [[Fotation, see page 2169]]
ParlaMint-NO_2003-02-27.ana.ud1013e1324	At the request of the Municipal Committee, the President will propose that speaking time be limited to up to 5 minutes for each group and 5 minutes for the Council of State. Furthermore, the President will propose that there be an opportunity for a replacement of lines of up to five lines with replies after contributions by members of the Government within the allocated speaking time. In addition, the President will propose that those who sign up to the list of speakers, in addition to the allocated speaking time, have a speaking time of up to 3 minutes. – It shall be deemed to have been adopted.
ParlaMint-NO_2003-02-27.ana.ud1013e1333	This is a very small but important matter. But the committee is unanimous, so I'll try to make this brief so that we might get through the matters in the morning meeting. What is perhaps the most important thing we have achieved in this matter is that the entire committee agrees that the principle of universal design must be used when looking at how to develop and build society further. That's important, because it assumes that everyone has equal opportunities to participate. It's important to have full availability both inside and outside. The size is a house where you also have some problems with accessibility for people with disabilities, so here we have a job to do. A major communication addressing the overall disability policy in the spring of 2003 will be presented. We look forward to it and hope it comes, because it's very important to get this in place. Here we don't have as much to boast of as we should have had. There is a long way left for people with disabilities to move and use their opportunities like others and gain their rights. So to the specific matter. It is such that when you dig in a road or in a place or in front of a house, you have a duty to put the place back in place as it was, and if it was then available to people with disabilities, it's okay, but if it wasn't, you'll continue to have it as bad. It is that part of the Committee, with the good help of the Government, that has provided guidance on how this can be implemented. The Committee has unanimously agreed that the Government should extend the regulations to both the Planning and Building Act and to the Road Act, so that it is now also required that areas in which they have been dug be put in place so that the accessibility of people with disabilities is safeguarded if it was not initially so. I recommend the setting.
ParlaMint-NO_2003-02-27.ana.ud1013e1348	There is no unknown issue that underlies the proposal of the Centre Party in this matter. There is no local government that has had issues about accessibility for people with disabilities on the agenda, both once and several times. Many local politicians and rapporteurs have received personal enquiries and reports on how difficult everyday life can be for people with disabilities. The physical environment is not always well organized, and the barriers are still many, too many. Former governments have naturally had a focus on the issues. In the ‘Available Society’ area of St.meld. No 8 for 1998-1999, the aim was to remove the barriers to equality and full participation of people with disabilities in all areas of life. In the light of NOU 2001:22 ‘From user to citizen’, the Cooperative Government will present a new growth message addressing the overall policy for disabled people, and in the Right we welcome the treatment of this important growth message. It is positive that a unanimous committee stresses that, for some questions, it is unnecessary to await the processing of the notified notification. The parties to the Municipal Committee are in agreement and agree to this positive case. Municipal Minister Erna Solberg has also been positive, and we therefore see no reason to say anything but that we agree on this.
ParlaMint-NO_2003-02-27.ana.ud1013e1355	Only a very brief statement on this matter by my side and by the Progress Party. Facilitating good and best-possible accessibility for people with disabilities in society is an important issue, supported by all parties on the Stortinget. A society that is as accessible as possible for all, regardless of its function, must, in the light of the Progress Party, among other things. be ensured through the design and arrangement of infrastructure, public and private construction. It is therefore natural that certain standard requirements should apply, inter alia, to: the building design and accommodation through the legislative and regulatory framework in this area. The Progress Party supports this. For the Progress Party, it is important to act in line with the declared objectives of facilitating the best possible use of disabled persons and to ensure that such objectives are properly implemented in the planning and implementation process itself. The Progress Party therefore looks forward to the Government promoting its own big message on the challenges facing disabled people’s conditions and this with accessibility. The Progress Party will therefore give priority to the needs of people with disabilities by facilitating their free movement in society in a physical way. And we will follow this up in the best possible way when the Stortingen report comes to processing in Stortingen later in ours.
ParlaMint-NO_2003-02-27.ana.ud1013e1366	All measures that can facilitate better conditions for the disabled, I and the Christian People's Party warmly welcome. I therefore want to commend the initiative of the proposers in this matter. The Committee refers in its position to the letters from the Minister for Local and Regional Affairs and the Minister for Transport. I would also like to commend the Minister of Local and Regional Affairs for her proposals on additions to the regulation of the Law on Planning and Building. The addition will just meet the intentions of the proposers, and the Committee asks the Government to extend the regulations in line with what they have outlined. From the Flower Committee in its time working on integration, it has been a struggle, a fight for disabled people. As we have received legal housing and legal homes, there has still been a struggle to ensure that this should not just be printed in laws and regulations. My hope is that when we get this supplement in the prescription, it will be followed up and not just a prescription that is on the paper. It has something to do with our attitudes. A won right is not won until it becomes a natural right. It's my hope that we from this hall and those who are going to do things outside follow up on what we're now getting in place.
ParlaMint-NO_2003-02-27.ana.ud1013e1375	NOU 2001:22 From user to citizen, entitled ‘A strategy for the reduction of disability barriers’, is a historical document. In preparing this document, the Manneråk Selection has provided a full and thought-provoking explanation of what it is like to be disabled today, and the selection has made a number of suggestions for action for a disability. It is very crucial for a better everyday life for people with disabilities that NOU 2001:22 is followed up as soon as possible. A central enhancement area is availability. Document No 8:154 for 2001-2002 refers to a small piece in the broad context, namely that where it has been excavated, it must be put in place, not just as it is now returned to pre-excavation status, but to ensure better accessibility for people with disabilities. Chapter 8 of NOU 2001:22 has the heading ‘Accessibility’. I think this is the case, for example. the ‘Open City’ project in Kristiansand, where one invests for a decade in both job availability, housing, cultural and leisure activities, challenge and communication. In addition, it is referred to Joensuu in Finland, where one in the development of the suburb of Marjala adapted housing and outdoor environment for all. Seattle has in a few years made the street environment available, because one has a conscious bet. Barcelona, in the same way as Lillehammer, exploits the challenges of being a host city for the Olympic Games to develop accessibility for people with disabilities. Today, Barcelona has been very well closed with the improvement of accessibility through ordinary maintenance and rehabilitation programmes. It is after Barcelona's referral that the proposers have put forward this simple, non-negligible proposal. We are very pleased with both the way in which the committee, by the case-speaker, has dealt with this, and the way in which the department has opposed the proposal and put forward proposals for a solution. I would just like to stress the need to make the necessary changes to the regulations, both the planning and building laws and the road laws, and that this will be done as quickly as possible. So I'm going to say that in the Center Party, we have had a special commitment earlier to a big-time message that spelled out the disability, and we're responding with interest to the message that the Government now has. We'll come back with further suggestions.
ParlaMint-NO_2003-02-27.ana.ud1013e1388	I just want to make a few brief comments. I am pleased that we all agree that this is a good measure. It is important to improve accessibility in all areas of activity in our society. It is clear that good practice in small areas means a lot so that this should not also entail additional costs. There is no extra cost if you have access to the entire project when you build a new one, but at the moment you have to make sure that you have availability after building a new one, the extra costs will come. That's why it's important to have this with you in many areas. I just want to make it clear that we have already started the work. In the letter of hearing, which also follows up all the other changes that the Storting has made to the Planning and Building Act, we have also inserted new text related to availability requirements, in line with what is in the setting. We're going to be able to do this from the same point in time as we're doing the other thing, around July 1.
ParlaMint-NO_2003-02-27.ana.ud1013e1395	Several have not asked for the floor on case No. 4th@item: inlistbox [[Fotation, see page 2169]]
ParlaMint-NO_2003-02-27.ana.ud1013e1410	Five proposals have been put forward during the debate. It's: proposal No 1, from Ivar Kristiansen on behalf of the Right, Socialist Left Party and the Christian People's Party proposals No. 2 and 3, by Øystein Hedstrom on behalf of the Progress Party and the Central Party proposals No. 4 and 6, from Åsa Elvik on behalf of the Socialist Left Party The President noted that proposal No. 5, by the Socialist Left Party, has not been taken up, but has been replaced by a proposal in amended version, proposal No. 6, available in the seats of the representatives. Ivar Kristiansen – for explanation of vote.
ParlaMint-NO_2003-02-27.ana.ud1013e1427	I recommend that the government parties vote in favour of minority motion No. 1 and for III of the Committee's recommendation. For the sake of order, I also ask the parties to the Government to vote against proposal No. 6, by the Socialist Left Party, with the reasons given during the debate by the Right parliamentary leader, Oddvard Nilsen.
ParlaMint-NO_2003-02-27.ana.ud1013e1434	Proposal No. 1 is a proposal promoted by the Right, Socialist Left Party and Christian People's Party, so it's natural. Bendiks H. Arnesen – for explanation of vote.
ParlaMint-NO_2003-02-27.ana.ud1013e1439	It is true that the Workers' Party, the Progress Party and the Centre have a majority in the Business Committee, but are in a minority in the Chamber. If the position of the Committee under I and II is not adopted, I would recommend that the representatives of the Labour Party vote subsidiaryly for the amended proposal of the Socialist Left. Of course, as far as III is concerned in the Committee's position, we are voting in favour of it.
ParlaMint-NO_2003-02-27.ana.ud1013e1446	Åsa Elvik – explanation of vote.
ParlaMint-NO_2003-02-27.ana.ud1013e1449	Only to clear out any doubt: SV shall vote primarily for proposal No. 4, secondary for proposal No 6th@item: inlistbox We shall vote against Roman numerals I and II in the vote, for Roman numeral III in the vote, against proposal No. 2 and 3 and for proposal No 1st@item: inlistbox
ParlaMint-NO_2003-02-27.ana.ud1013e1454	There is a vote on proposal No. Four, from the Socialist Left Party. The proposal reads as follows: ‘The Government is asking the Government to submit a revenue-neutral proposal in the context of the 2004 State Budget, which reintroduces all or part of the ordinary company tax on Norwegian reindeer while proposing measures to stimulate innovation and the use of Norwegian knowledge and competences in the maritime industries.’
ParlaMint-NO_2003-02-27.ana.ud1013e1469	The proposals are then put to the vote. 2 and 3 from the Progress Party and the Center Party. Proposal No. 2 sounds: ‘The Government asks the Government to make proposals in the Revised National Budget for 2003 to raise the level of aid under the reimbursement scheme to 20 pst. of gross wage and salary costs for all shipping which are subject to international competition in the scheme, including tugs and bow loaders and other categories of vessels excluded under the transport conditions at the same level of reimbursement.’;» Proposal No. 3 sounds: ‘The decision asks the Government to establish a net model that can be applied to all Norwegian seafarers who are exposed to international competition. It is assumed that the Government will present concrete proposals in the Revised National Budget for 2003 with effect from 1 January 2004.’»
ParlaMint-NO_2003-02-27.ana.ud1013e1490	It will then be replaced by alternative between the I and II options and proposal No. 1, from the Right, Socialist Left Party and Christian People's Party.
