ParlaMint-NO_2009-02-25.ana.ud2362e22	The representative, Mr Bård Hoksrud, will put forward a proposal for a representative.
ParlaMint-NO_2009-02-25.ana.ud2362e1237	To meet the challenges of climate and energy, we need to invest widely in environmentally friendly energy solutions. We both need to focus on achieving more environmentally friendly energy production, and we need to use energy more efficiently. The broad bet is reflected by the fact that we have set targets both at the overall level and in specific areas. We implement the measures required to achieve the objectives in the most cost-effective way possible. I am concerned that work on energy conversion will develop an efficient market for environmentally friendly energy solutions, which will be viable in the long term without support schemes. Our commitment to renewable energy is two-fold. We support projects that will not be implemented without our support, and we provide sufficient concessional capacity. During 2009, the concessional capacity of the NVE will have doubled compared to 2005. A stronger priority has also been put in place between cases to ensure that NVE’s concessional treatment apparatus is used as efficiently as possible. I have also made sure to strengthen the capacity for the complaint handling of hydropower and wind power in my department. In the case of hydropower, its profitability is evenly above good. We have had a significant increase in production capacity in recent years. From 2006 to 2008, the annual production capacity increased by 2,1 TWh. Hydropower projects with a production capacity of about 1,2 TWh per. years are now under development. We have arranged for even more hydropower to be rapidly developed by improving the efficiency and strengthening of this concession treatment. With regard to the development of the market for bioenergy, wind power and some other renewable energy sources, we will not have any development now without state aid schemes. We have focused on designing support so that we get as much wind and bioenergy as possible again for each support crown. At the same time, research and development are important for finding solutions that can be competitive in the long term in the market. In the case of energy efficiency improvement, the instrument is composed in order to achieve the most cost-effective solution possible. The potential exists in industry and in the building mass, and parts of it are isolated economically without support. Good information, good examples and standards of energy efficiency are a way of strengthening this work further. Aid schemes are also involved in the realisation of projects that are particularly ambitious and point to future standards. Research and development are important for the development of increasingly better solutions.
ParlaMint-NO_2009-02-25.ana.ud2362e1252	I thank you for your answer. I agree with the part of the answer that I understood to be a message that one should minimise the use of support money in relation to the objectives that you should have. It's no use throwing away money that you can get better use from elsewhere. But when I bring up the topic, it's because I'm looking for the logical reasoning in relation to a renewable energy investment, because it's important for the industry to understand how you think. In that Question Time, then, one of the government councils was told that wind power did not reach, because it was not cost-effective in relation to a rook, while one spoke very positively about offshore wind power, which is thus much more expensive. Without one having to go further in that debate, I wonder: How will the Council of State achieve the objective of 3 TWh wind power, when he says that the projects that have been submitted so far have not come out well in competition? There's a lot left before you have 3 TWh. If it has not been cost-effective so far, does he believe that the projects coming forward will be more profitable?
ParlaMint-NO_2009-02-25.ana.ud2362e1263	In the case of offshore wind power, I'm just going to comment very briefly, because as the questioner himself said, it's not a main theme. My entrance to that and my enthusiasm for it, is there, while I see that it's the next step. I don't compare offshore wind power per. today with the expansion of thermal solutions by bioenergy or wind power on land. I am absolutely sure that we now need a framework to make sure that we can go offshore when the technology is more accessible than it is today. When it comes to achieving the objective of wind power, I have no problem admitting that it is a demanding job, because we have seen such a strong cost increase in wind power development in recent years. The figures for it are really extreme in terms of what is the cost picture now compared to what it was a few years ago. What was also Enova's assessment last autumn was that the projects had to be reviewed once more to look at the possibilities to improve the profitability of individual projects. I expect that we will see the kind of processes and the kind of conclusions associated with individual projects in the next round.
ParlaMint-NO_2009-02-25.ana.ud2362e1270	Thanks for the answer. Then I perceive the council so that he assumes that the wind power projects will come out better financially when he has seen them in another round. So I'm not going to follow it up, I'm just looking forward to it actually happening. As the Council of State went a little way into offshore wind power, I would like to raise a very topical issue – it is also about cost efficiency. At the MET centre on Karmøy, where StatoilHydro will build infrastructure to test out its Hywind project, one with a limited State contribution could have built an infrastructure that also allowed one to test out other technologies. Ergo could hit one more flies in a taste. Not only could the Government then boast that they had laid the groundwork for how offshore offshore wind power at sea could function, be regulated and granted concession, but one could also show that one actually, in addition to a research centre, also had a practical area for testing this. Will the Council of State look again at the situation there, and see if he will come up with a limited number of millions of dollars to realize the MET centre as a slightly larger test area for offshore wind power?
ParlaMint-NO_2009-02-25.ana.ud2362e1279	Now I know from experience that the representative Solvik-Olsen is not very satisfied when I refer to Enova in my answers. But I probably have to go a little round about it, because it's not like I'm sitting at a budget line in my department that goes up to deal with single applications. I also believe it is important that Enova has the opportunity to go into and assess the individual projects, based on the fact that they have an economic framework for their business given by me and the Government. This year, Enova will spend almost 3 billion dollars on different types of renewable projects, and I expect many good projects to be realised through it. But that does not mean, of course, that there is automatic support for a project, regardless of the assessment made by the individual project from Enova. In addition to that, I will not go into and mention specific individual projects that have been treated in Enova – other than to say that I trust that there are good professional judgements on the basis of which projects are supported or not.
ParlaMint-NO_2009-02-25.ana.ud2362e1289	‘The lack of electricity prevents the fishing business of Modolv Sea Pelagic from using its production capacity. Power shortages also prevent Trainers from expanding residential areas. Fishing is a corner stone farm, and the lack of electricity threatens the existence of the island community. Training depends entirely on increased capacity on power supplies to survive as a viable society. Will the Council of State follow up the promise made by Sps leader that the power cable will be in place before the autumn elections in 2009?’»
ParlaMint-NO_2009-02-25.ana.ud2362e1296	It is initially the responsibility of the network companies to ensure sufficient supply quality on electricity to customers in their areas. This is imposed on them by the general regulatory framework for the regulation of network activities and the requirements for the universal service of electricity set there. The transmission network shall be developed in a socio-economic rational manner. Now it's like that, for example. The distance to land can make the establishment of new or strengthening existing transfer connections very expensive — as is the case with Training, Værøy and Røst. I have a great understanding of how difficult the situation is for these island communities when power becomes a scarce asset. Electricity is a prerequisite for coastal and industrial development, which in turn forms the basis for regional development and settlement. It was in order to address the type of regional differences in the costs of the transmission system companies that the Government doubled the grant for balancing the network rental in 2009. It is therefore granted 60 million. kr over the State budget for this purpose this year. The balancing mechanism contributes to a direct reduction of network rental for end-users in the distribution system in those areas of the country with the highest transmission costs. Red-Lurøy Power Plant, Trainer, is supported by the system today, while Lofotkraft, Værøy and Røst, are not among those who currently have the highest network rental. The government continues to work for a transmission system with sufficient capacity across the country. The transmission network is part of the critical infrastructure. The government therefore assesses possible solutions – without me being able to go into the details of this now. But I am optimistic that we will find a good solution to this issue as well.
ParlaMint-NO_2009-02-25.ana.ud2362e1309	I thank you for the answer, although it wasn't much to thank for. I am afraid that understanding the problem far from enough. Here it has to be a practical solution. After all, the corner stone company at Traina has already announced that they consider moving from Traina. It means a direct depopulation of the Training Society, and of course it will hit the whole community very, very hard. So there are many people who have promised something. I understand that the State Council will not follow up what the Central Party leader, Navarsete, said at the annual meeting in the Nordland Senterparti, that the cable should be in place before the 2009 elections. The training society needs a decision, that a choice is made, they need to work towards a goal, so that they can maintain society out there, the production of fish and the foreign capital they move into Norway. Will the Council not make a promise that they will find a solution to the problem?
ParlaMint-NO_2009-02-25.ana.ud2362e1318	What I said – and what I think is an important message – is that we and I are working on concrete, possible solutions to this problem. As I also said in my first answer, the starting point here is that this is a responsibility of the network companies. But I see – and I share the reality description as it is made by the questioner here – that one here has an extraordinary case that this way also requires one not only to stick to the formal in relation to the fact that it is a local responsibility. That means that the matter is being worked on, and I am, as I also said, optimistic about the fact that it should be possible to find a release on it. In this respect, I do believe that this is an answer that the representative Svendsen does not necessarily regard as a negative answer.
ParlaMint-NO_2009-02-25.ana.ud2362e1325	That is not necessarily a negative answer, and the fact that it is working on the matter is good. The problem is that it has been working on the matter for seven years, during Odd Roger Enoxen both in his first and second periods as Minister of Oil and Energy, under Åslaug Haga and now under Terje Riis-Johansen. They've been well informed about the matter, so it's been working for seven years. It is not beneficial for a society to cut the electricity consumption of the population in order for production at the farm to go too far, or for production at the farm to be cut down in order to allow the population to heat up their houses. It is not a future, and therefore the solution must come quickly. When the head of the Central Party has so clearly stated that it will come before the elections, my appeal and my question are again: Will the Government promise that what the head of the Central Party has said will happen?
ParlaMint-NO_2009-02-25.ana.ud2362e1330	Once again, I share the description given here by the seriousness of the situation, and that one in these island communities has a special situation. That's one of the reasons I've had meetings with representatives of these areas. Then I can't answer for what happened in the six and a half years of the seven that the representative here refers to. But what I can say is that I've been working on this matter for the months I've been the Council of State, and I have an ambition to continue working on this to look at the possibilities of finding their solution. When I say I'm optimistic about it, it's because I think the matter should find its solution. We can't live on for long with the situation that's now. I also believe in general that securing energy access in small, vulnerable peripheral communities is an important political issue.
ParlaMint-NO_2009-02-25.ana.ud2362e1337	That's the last question in today's Question Time. Thus, today's map has been processed. Does anyone want a word before the meeting is cancelled? - The meeting's been cancelled.
