ParlaMint-NO_2015-06-19.ana.ud1781e49	The representative, Kjersti Toppe, will present a proposal for a representative.
ParlaMint-NO_2015-06-19.ana.ud1781e1868	The following speakers shall have a speaking time of up to 3 minutes.
ParlaMint-NO_2015-06-19.ana.ud1781e1871	In the case of measures against the increasing unemployment, the revised budget is non-active and is serious. For some of the most dangerous problems with unemployment, the tendency to bite is firm, and therefore a set of measures must be taken before it is expected to rise to an unacceptable level. And when well over 100,000 people are unemployed, we are dangerously close to such a level. For the first time in 10 years, the unemployment rate is over 4 pst. - Good over 9 pst. in the case of young people. VG could recently show that the government is soon back to its start when it comes to creating new jobs in Norway. The growth rate in the economy is halved, and there are over 20,000 more unemployed than when the government took over. To that, Minister of Labour Eriksson says to the same newspaper that there is no reason to draw a crisis picture for that reason, and we hear the same tone from several in the government parties. I think this demonstrates a fundamental difference in thinking between the Labour Party and the Right Party. In the debate, it is very interesting to try to make the right government party gold out of its own budget. For example, that the government is now reversing its own restraints in the rules of permeability. lack only. But in the meantime, important skills for many companies have been lost, and that helps very little for those who have already been laid off. In this context, it is worth remembering that there were also not only sunny days in the Stoltenberg government's time. In Norway, we managed to keep Europe’s lowest unemployment through the financial crisis, among other things. Because we had a government that took hold. Already in January 2009 we delivered a crisis package of 20 billion. kr. Then we got right from the Right and the Progress Party that our actions were too late. No one can hold a Norwegian government responsible for the fall in the oil price. But it's the sitting government that's responsible for counteracting the consequences of it. Now we are again in a demanding situation, and companies that are struggling look to the government for help. Then it's not useful to bring a drag with the empty toolbox. The Labour Party will create more jobs, and we will do so through a comprehensive innovation package for the whole country. We are developing a new industrial strategy for Norway and have recently presented a 10-point action plan to mitigate the consequences of the oil spill. Then we have our own youth package. If we do not implement powerful measures here, we risk a whole generation of Norwegian young people getting out of work for a long time. It may seem to the government that the market itself is going to solve these challenges. In any case, there is nothing in the policy that suggests that one wants to have an active policy that meets increasing unemployment. The result of this refusal is that more than what was necessary is at risk of losing a job. The question is how bad it must be before the government implements the necessary measures. While we're waiting for it, you're going to lose your job.
ParlaMint-NO_2015-06-19.ana.ud1781e1886	Norway was forced to wind up the system of a differentiated employer’s fee on 1 January 2004, but the Stoltenberg government was able to reintroduce the scheme from 1 January 2007. In the past, a unanimous financial committee — well to note in the past unanimously — has agreed that the differentiated employer fee scheme provides for a sound and effective district and regional policy. The social partners, such as the NHO and the LO, also say that the system of differentiated employer charges is striking and effective. I refer you to the request decisions No. 601 and 604 from 2014, where the government was first asked to provide an assessment of the effects of the compensatory measures proposed in Prop. 118 S for 2013-2014 and propose any amendments. Secondly, the government was asked to assess whether exceptional measures to strengthen security of supply could be a well-compensatory measure for industries affected by the changes to the DA scheme. Furthermore, the government asked the government to assess whether empowerment measures could also be an appropriate compensatory measure which must then apply to all sectors that are exempted from the reduced employer’s tax scheme. I am both disappointed and surprised that the government has waited so long to respond to the request decisions, and that the answer is in reality a blue copy of the current legislation and listing the current compensatory arrangements. The Government considers that the current system should not be modified and that any new compensatory measures must be financed by reductions in existing measures. I also allow myself to assume that a system that causes companies to be compensated directly, for example. with measures of competence, are quite accurate. Thus, the government does not choose to make real political assessments of the 2014 request decisions. They have been answered in principle, but in reality the answers do not signal any political will to change. The government should also carry out a review of the areas of the country that should be covered by the compensation scheme through infrastructure measures and explain to the Stortinge how these areas could be compensated for. In conclusion, I would urge the government to assess the various regional policy instruments in an overall context and to explain historical developments and the government's long-term plans for the further development of regional policy instruments. I ask the Minister of Finance to inform the Storting today, in this debate – unfortunately she is not here right now – about when the government intends to put forward a new proposal on the DA scheme, which was announced in June 2014, in a similar debate a year ago. Røe Isaksen would like to see more towards the north – it was Finnmark who was mentioned, but there is more to choose from there – and I would encourage the government to do so. Here's the ball on the penalty mark.
ParlaMint-NO_2015-06-19.ana.ud1781e1903	I have registered that a few pieces have been notified that they have used unparliamentary terms today. I hope you can review your view of what is considered to be unparliamentary. Politics comes from the heart, and it should also be heard that way. So to the matter. Unfortunately, showing political commitment in Norway is often limited to how much one is willing to spend over the budget. That must be what people think when they say that we are all social democrats, because this total poverty of ideas is what defines social democracy. It's in its roots. Fortunately, not all of us are social democrats, some of us are conservative, Christian democrats, liberals. This majority understands that not everything can be solved by subsidies, and we understand that there is a difference between spending money on public budgets and letting people keep a little more of their money. It's true that this government has a different direction than the previous one. Why? Because the ideals of the left-hand side don't work. It's just looking at the story. It is when the left-hand side combines its ideals with civic goods that their policy has a legitimacy. The greater the degree of economic freedom and the more market economy a party on the left allows in its own policy, the better the policy of the party works. That is what creates growth, economic security and jobs. The constant criticism from the left to the right is therefore hollow. So how do we solve the unemployment challenge? Do we go to the left? No, their ideas don't give any answers. The working party has delivered a ten-point plan. It's just congratulations. Several measures are already under way by the government. Others are about overcoming – the normal response of social democracy. They will also address the challenge of youth unemployment by providing incentives for people not to complete higher education in a normal time. But what does it take to create jobs? Well, they're going to bet on action sites, and then they're going to grant a little. This government has two thoughts in its head at the same time. Action areas are being set up, and indeed, while clearing up the action system, adjusting welfare systems and doing what is needed to re-establish the employment service in Nav. It's important to help all those who are outside — an alienation that creates inequality. The hidden absence is the legacy of the Workers' Party. They showed no ability to address the challenge, and they show no willingness to contribute today. The foundation of good social policy must be that nothing combats poverty as having a job to do. This makes it possible to make more business start-ups, innovation – bigger investments. The tax burden will be lower, the regulations will be lower. Fortunately, today we have a majority who realize that jobs are not created on a desk at Youngstorget.
ParlaMint-NO_2015-06-19.ana.ud1781e1923	For the Progress Party, it is quite clear that it is more right to rescue and help 1 million refugees in the neighbourhoods than to take 8 000 refugees to Norway. I think in many ways it is alarming that the other parties in the agreement they have mentioned want to grant only 250 million. kr for assistance in the neighbourhoods. That's why I'm glad the Progress Party has found room to grant 1 billion. kr in addition to what the government has proposed. Helping as much as possible is right and necessary and in line with the United Nations' request for help. The United Nations needs 35 billion dollars. In order to deal with the huge flow of refugees in neighbouring areas, the Progress Party proposes, unlike the majority, that Norway should take a great deal of responsibility here. I note that the proposals of the Progress Party on referendum have been ridiculed and trivialised by politicians who are afraid of the people's opinion on this matter. I'm proud to belong to a party that has always fought for more direct democracy, working with the people and against the knowledgeable and self-righteous elite that fears popular referendums on big questions. It has been stated that the question of taking 8 000 acids to Norway should not be important enough to justify a referendum. I strongly disagree here. This is a decision that will cost taxpayers enormous sums, and this type of decision will in the long term contribute to challenging the welfare community itself. According to the SSB figures, an average Syrian refugee would incur a cost of 7 million. kr during life, provided that they have the same integration rate as an average Iraqi immigrant. Unfortunately, there is reason to believe that this is a conservative estimate. According to the statistics of the SSB on employment among immigrants, which was published this week, immigrants from Syria had the lowest employment among all 136 individual countries in the statistics. The employment of the Syrians now living in Norway was on record 26 p.m. in the 15-74 age group. In comparison, the employment rate of the population as a whole is 70 pst. As a result, there are dramatic cost obligations incurred by Norway in accepting 8 000 Syrian refugees over the next three years. If we take the above numbers into account, this means that the total life-cycle cost of 8,000 acids in total will be at least 56 billion. kr. That's a lot of money we're talking about. It is enormously summarizing this decision that the majority invites to take today, it will cost Norwegian taxpayers over many years, and it will bind up large expenditure items in the budgets. When we then know that we could spend a much smaller sum, but a larger sum than the majority will, on help in the neighbourhoods and could help a lot more people, I don't understand why you are reluctant to the proposals of the Progress Party. To me, it is quite obvious that the people must have the opportunity to express their opinion on this matter, and I also hope that the other parties can see the importance of taking the public opinion seriously.
ParlaMint-NO_2015-06-19.ana.ud1781e1940	The first half of 2015 has been especially in the Hordaland state when it comes to race. In March 2015, there was snow in the Romarheim valley in North Hordland. The road was blocked for ten days. In the revised national budget, the majority of these figures have reached 40 million. kr in addition to the protection of highways in order to ensure the construction of a better gliding area in this area. The center party believes the need is much greater, and increases the funds for racial protection of highways by 100 million. SEK, corresponding to an increase of 140 million. kr in relation to the State budget. There's a dramatic situation associated with the E16 race between Bergen and Voss and the Vossaban. Tuesday, May 12, there was a race across the line and the E16 in the Waksdal, and the week after, the 21st. May, there was another large breed in the same area The situation is precarious for both residents, passenger traffic and business. Whole Hordaland is impatient and is now waiting for the government to complete its assessment of the draft evaluation of the proposed new road and track Bergen–Voss, where alternative K5 is given broad local support. In the meantime, it is important that immediate action is taken. The state road authority has mapped 29 raspunkt points on the road between Bergen and Voss that need immediate action. SV's proposal in the E16 resolution in Hordaland for the rebalancing of the State budget for 2015 and in the 2016 budget year is therefore an important proposal which should be supported by cross-political support. The point is that, in meeting the Hordaland bench, the State Road Service in Hordaland has made it clear that they are able to re-prioritize the means to ensure the racial protection of E16 in the current year, provided that they are assured that the planned and prioritised racial protection projects that will then be postponed will receive funding next year. The central party agrees that the dangerous situation requires priority to be given to safety, life and health along the E16 Bergen–Voss, and that the Stortinget in the revised national budget provides the Vegvesen with the financial guarantee for the re-priorities it has made. I would like to inform you that the Centre Party supports its proposal No. 39 to ask the government to give priority to the necessary racial protection funds for rebalancing along the E16 in Hordaland in the rebalancing of the State budget and in the financial year 2016.
ParlaMint-NO_2015-06-19.ana.ud1781e1951	The Prime Minister and the Minister of Finance talk a lot about the need for a new normal transition – a transition to increase Norway’s competitiveness and boost growth. They're talking about conversion as if it's something new, as if there's something this government has invented in contrast to the Stoltenberg government. Their starting point is that the need for conversion was created under the previous government and that there was not enough effort to improve competitiveness then. The Prime Minister even blames today's increasing unemployment in the supply industry on the red-green government. Even they take no responsibility. Blame on others is a little credible and trusting and ill-dressed by the Prime Minister. Today's Businesses commented on these opinions in the Chair and called them ‘Minister of State.’ It might be a good thing that even other people than us point this out. It was a good starting point for the Solberg government to take over. They themselves have to take responsibility for the situation now. We have also heard in the debates here that the Labour Party is accused of not wanting to participate in reform and conversion. The switchover has always marked the Norwegian society. Changeover is normal. The working party has been a driving force in this. The Labour Party has supported family policy reforms with the development of kindergartens and parental leave in order to facilitate the contribution of both women and men in working life. The Labour Party has supported reforms in the labour market that have made it possible for more people to be able to do more work. The Labour Party has supported reforms in school and higher education, in the organisation and management of the public sector, and we have implemented tax and pension reforms, to mention something – reforms to secure jobs and facilitate growth and development. Many of the reforms have been against the right. To claim that the Workers' Party does not want to change, but is only concerned with preserving everything as it has been, is at best historyless and without root in reality. However, the fact that we are criticised for not wanting to participate in inadequately investigated reforms in the tax and customs services and road and rail sectors is all right. For the background is that in these areas we have other solutions based on our policies, our values. However, we are a constructive opposition party and do not reject government proposals if they match our policies and values. I think that's what we have. by being part of the police reform. Oil money use has increased during this government. It may not be surprising when we remember the debates with the Progress Party in the opposition. It is surprising, however, that the Progress Party has not been able to break the rule of action, as they suggested in the previous period, but, on the contrary, the rule of action now underpins economic policy. It is possible the finance minister thought she would get support for her point of view by setting up the Thøgersen Committee. However, this is a strong emphasis on the fact that it is not the rule of action that should be scrapped, as the Progress Party has previously proposed, but the economic policy of the Progress Party. We must be glad that the Progress Party has not achieved this in government.
ParlaMint-NO_2015-06-19.ana.ud1781e1964	It's spending more than 100 billion dollars. Dr to receive 13 600 refugees to Norway, at the expense of so many others not being helped, has nothing to do with humanism or closeness at all. It's more like naivety. It has always been easy to be naive and silly when it's everybody else's wallets that will have to pay. Reality is that if we are to help to a degree as monks, it has to be done in the neighbourhoods. It's the only thing that'll do if the purpose is to help as much as possible. Take the refugee problem in Pakistan – 1.5 million Afghan refugees who have been there for 30 years without residence or citizenship. In Lebanon, there is a huge refugee problem — today it is Syria, but traditionally it has been Palestinians, for decades after decades, without citizenship and in large camps. There are still more than 800 000 Afghan refugees in Iran. Turkey houses today approx. 1.5 million refugees, where most people get to meet the most necessary needs like food and a place to sleep. The United Nations has asked for 3.2 billion dollars. kr to help Syrian refugees in Turkey. Jordan has many refugees, Ethiopia houses nearly half a million, Kenya houses nearly 1 million Somali refugees. These are real and actual numbers, and then I haven't taken with others, like boat refugees or that today there are 1.2 million people who are displaced from their homes in Ukraine. Overall, we're talking about 59.5 million people on the run. With the majority of the Storings today adding up, the sum is not going to be 59.5 million, it's going to be 59 486 000 people who are displaced on the run. So the decision that is being made here today won't help many refugees. We have to take that into account, and we have to understand that, because that's where our help can be primarily effective. Earlier today, I overheard the head of the Central Party complaining about the poor local economy. I can assure Battle Force Vedum that it will not be better by accepting 13,600 acids. It's also a paradox, in conclusion, that the same parties that want to accept 13,600 acids have still not come up with a solution that keeps our pensioners in a fair way. When you set things up against each other, it gets hard fast.
ParlaMint-NO_2015-06-19.ana.ud1781e1977	For me, it's not about being naive, because it's not about being stupid – if I'm going to refer to Fredriksen's posts. For me, it's all about helping Syrian refugees about a burning commitment, helping people in need, in the neighbourhood and in their own country. That's my input into these questions. It's not about Fredriksen's use of words. But then on to something completely different. The Gjørv Commission, appointed by the Stoltenberg government in August 2011, was commissioned to review and learn from the attacks in the government quarter and the massacre on Utøya on 22 July 2011. The Commission draws up some main conclusions on the failure of that fate day. Among other things, the Commission emphasises that the ability to recognise risks and take lessons from exercises was too small, and that the ability to coordinate and interact has been deficient. Coordination is challenging in a number of societal areas. Working across departments and sectors that initially have close shoots between businesses requires both practice and conscious attitudes about when and how to cooperate. At the same time, we know that good coordination is crucial when crises arise. There is also good evidence that there is a need for more common training and training between our response actors. The size has addressed two large-scale notifications of this, by June 2013 at the latest. In Report. St. 29 for 2011–2012 says among others:\t\t You can change the settings of the grid. \t\t \t «Effective crisis management requires a good understanding and respect for the role and responsibilities of different social actors.» In Report. Paragraph 21 for 2012–2013 states: ‘The experience gained on 22 July 2011 showed that there is a need for improvements in interoperability between emergency situations.’ The size also decided to introduce a fourth principle for crisis management in Norway — see Table 1. the treatment of Report. Article 29 – the principle of cooperation. The concept of interoperability must be filled with content, and provision must be made for the response actors, who are getting more and more training together. Smoking has a very suitable area for this, which is also documented through several reports. For two years local forces have been working on developing the concept of Rygge Emergency Centre. This work must continue, and it is high time that the country supported this important development work. That's why it's good that the Rygge Emergency Centre today gets 2 million. kr through the revised national budget. It is also important that the Ministry of Justice and Security engage in close dialogue with the project to look at sustainable solutions for this project.
ParlaMint-NO_2015-06-19.ana.ud1781e1998	I think the Prime Minister got so much praise in the new year, where she talked about green conversion, that Norway had to have more legs to stand on, that we can't have so much of our revenue coming from the oil sector, and that we now need to start the big work, was a expectation that this would be followed up with action. The rose is only hollow if action is not followed up. Then the government puts forward the budget for 2015, there's a lot of debate about it, and then there's a lot going on. Suddenly there is a whole new situation in the oil sector. It sends shock waves into the rest of the Norwegian economy. We don't know the scope and consequences of what professionals are talking about yet – multiplier effects, etc. What does the government do? Well, she comes with a budget that's bad -- about the same thing as last time. There are slight changes: a little increase due to the tax access to the municipalities, but in addition to that, they have found the fasit in October. Let me give you an example of this, because I think it's actually not just the government that sleeps an hour. We can call it an example of how flat and hollow the big words about green switching in this room actually is: In March Abelia, Norwegian oil and gas, Tekna and Norwegian Industry launched a joint proposal for a technology transfer programme from the petroleum sector. Their starting point was that technologies developed by the Norwegian petroleum industry should be more widely used to generate growth for other industries. They brought forward renewable energy, service sector, marine, space and health as examples of industries that could gain a boost through the very transfer of skills and technology from the oil industry. They're called the Transferit program. The methodology was taken from the United Kingdom and had documented effects. They had proficient information, and I'm going to think that everyone who came to this room got it with them at some point. The initiative from all of these actors is in the middle of the flash for Norway, especially now with increased unemployment. This initiative comes from the industry itself. Norway has developed world-leading skills and technologies in petroleum-related industries after several decades of high bets. A natural and at the same time beautiful conversion would be to take this knowledge and use it elsewhere. The initiative of these actors costs 35 million. kr for 2015. There's no big price tag, seen in the context of what the goal of the program was. One would think that a bunch of puddles embraced this, took hold of it and went on. But who has taken up this one project, this one initiative from industry? It's only SV. It's only SV that's taken it, and it seems to me to illustrate the situation a little bit. [[President clubs]]
ParlaMint-NO_2015-06-19.ana.ud1781e2009	Thank you, then the next speaker is Bente Stein Mathisen.
ParlaMint-NO_2015-06-19.ana.ud1781e2012	The first reform was adopted by a unanimous increase in 2011 under the Stoltenberg II Government and entered into force on 1 January of this year under the Solberg Government. So this reform is a real political community. The purpose of the reform is to make it easier to combine work and disability for those who have a variable course of illness and who can work for periods. At the same time, the reform shall ensure a good income for those who are unable to work. The new disability benefit is now taxed as wages and, in order to compensate for increased tax, the new gross benefit has been increased. The tax proposition put forward by the Stoltenberg II Government in 2012–2013 showed that some would get worse with the reform. It refers to the taxation of employee income: «As a result, increased taxes shall be compensated for by increased gross underperformance so that new ones on average come out somewhat better than current tax rules.» It goes on to say: «Persons with income and/or deductions other than standard deductions may receive a slightly higher or lower post-tax income as a result of taxing benefits as remuneration.» And on the other hand, «Persons with a higher level of income, not currently covered by the tax restriction rule, will get worse». [[...]] In the context of the 2015 state budget, the government of Solberg therefore proposed a transitional arrangement to facilitate the implementation of the reform for those who would lose the most on the conversion, in particular in view of the low performance and high debt. This proposal was unanimously endorsed by Stortinget. At the beginning of the year, the members of the Committee received numerous enquiries from the disabled, who were paid less after the introduction of the reform. The Committee therefore took the initiative to hold a debate on the implementation and follow-up of the reform in the EEA. The government has taken seriously the feedback from the disabled. In the context of the revised budget, the Government is now proposing to extend the transitional arrangements. With the proposal, approx. 10 000 more people who do not receive tax deductions, and the 30 000 who are already covered by the transitional scheme will receive additional tax relief. Still, some unsatisfied people with occupational pensions or other pensions that are not of popular concern will lose something on the reform, as described in Prop.1 LS for 2012–2013, presented by the Stoltenberg II government, from which I quoted. Those who want to get better out of the tax changeover are those with the lowest income: today's minimum pensioners with debts, low and medium non-pensioners who also receive occupational pensions, illiterate children's allowances and spouses at low rates on the special supplement. The implementation of the reform and the conversion of taxes are complex. It is not possible to get a full overview of the tax consequences and other consequences of the reform before the tax settlement for 2015 has been completed. Finally, I am pleased that the parties are united in this reform. All reforms involve changes and this reform affects many who live a difficult life. It is therefore important to monitor developments and take action if there are effects that become unreasonable — just as the government has done in the context of the revised budget.
ParlaMint-NO_2015-06-19.ana.ud1781e2043	The Norwegian economy is in a very demanding period. Many have lost their jobs, some are going to lose it in the future. Unemployment is for the first time in ten years over 4 pst. According to NHO’s economic report, many arrows are still pointing downwards. Today's Business yesterday we could read about the Right-Rapporteur in Stavanger, who is concerned about the crisis that the oil city is now in. We have to initiate measures," she says, and on her list is among other things. information technology, social security and preparedness, tourism and not least agriculture and food production. The rapporteur, Mr Stavanger, is speaking wisely. When we now examine the revised budget for 2015, there are several who have called for measures to stimulate the necessary conversion into Norwegian business. The working party therefore promotes proposals for a package for business development and conversion, an accelerator programme for entrepreneurs, which will help entrepreneurs through the critical phase between the development of business ideas and commercial operations – of many called the valley of death. In our 2015 alternative state budget, we proposed to set aside 250 million. NOK to this. Now we're going to go back to parts of this proposal. There's more to it than ever. The focus of the new knowledge-based bioeconomy is on bioeconomy and increased production and value creation within the food and forest value chains. This will be part of the solution to the global emissions and resource challenges we all face, while giving the mainland economy more weight to stand on. In our alternative budget, we proposed a separate forest package. We also proposed value creation measures, infrastructure measures and research and development, in order to make better use of the economic opportunities that we see in the forest. It is regrettable that no new rules on the taxation of the profits of forestry and agricultural property are introduced through the agreement that is under way today, but once again points out that this is going to happen. It is not often that we from the Workers' Party are fighting for tax relief, especially in this area, but here there is reason to act. Many are now sitting on the fence waiting for the notified changes. The turnover of properties has largely stopped, and that's why we put this into our alternative budget, and we're repeating the proposal today. We have also proposed that 'The Grand Duchy of Luxembourg asks the Government to adjust its mandate to Investinor. [[...]]
ParlaMint-NO_2015-06-19.ana.ud1781e2058	Norway is a rusty country. Ever since the first refugees and immigrants came here in the 1960s, we have helped, arranged, adapted, accepted and put our common good and our welfare state at our disposal. We're still doing that, and as one of the richest countries in the world, we're going to keep doing that. The question is just to what extent. We're always talking about sustainability. But when it comes to accepting multicultural, some people think that the Norwegian welfare fund is like the Sarepta jar — that is, it's inexhaustible. I'm afraid it's very wrong. We experience great challenges when people who come to the country do not want to integrate. They bring with them large families, all of whom are to have kindergartens, school places, health services, a place and live and – unfortunately for many of them – Nav benefits. We're going to help, but this is about something more than showing who has the greatest heart, this is about how the Norwegian society is going to evolve and look out in the future, and how we're going to fund the welfare of everyone – a well-being paid by people in the world of work. According to the SSB statistics on employment among immigrants, Syrian immigrants had the lowest employment among all 136 individual countries covered by the statistics, with employment of 26.4 p.m. in the 15-74 age group in 2014. In the next four places at the bottom of the list, immigrants came with a background from Sudan, Yemen and Somalia who had an employment of between 26 p.m. and 30 pst. On the other hand, immigrants with a background from Sri Lanka had 70 pst., Poland 75 pst. and Sweden 80 pst. the highest level of employment. The proportion of persons employed is one of the most important integration indicators and is also one of the most important indicators used to calculate the costs of immigration by the SSB. The SSB and the Financial Newspaper have created an employment of 54 pst. in its estimate that the cost of living per non-Western migrants was 4.4 million. kr. In the estimate of the cost of living per Syrian immigrants by the SSB and the Financial Newspaper, the cost of living was 7 million. On average per person, it was assumed that acids had about the same employment as immigrants from Iraq. Immigrants from Iraq, however, had 43 p.m. jobs. in 2013, which increased to 45 pst. In 2014, therefore, employment among acids in 2014 was only 26 pst. This is also an element worthy of attention in today's debate.
ParlaMint-NO_2015-06-19.ana.ud1781e2079	The initial reform entered into force on 1 January of this year, adopted by a unanimous increase for two-part purpose – good income protection and easier to combine social security and work. The net benefit was to be about as before, but by the end of 2014, we received many enquiries from the victims who had received letters about the opposite. At the same time, the public debate was fresh about the budget for 2014, where the government, independent of the unfavourable reform, proposed cutbacks in child allowances, basic and auxiliary assistance and car arrangements. The fact that there were two parallel debates caused some confusion. The government parties fired under this confusion in an attempt to use the misreform to camouflage the unsocial cuts for 2015. The Labour Party was accused of not standing by the reform we ourselves had promoted, and left to the Right and the Advance Party to explain and inform. That's not true. On the contrary, last October we asked the Council of State written questions about what had actually been sent to the country's disability pensioners, and about this information was correct. The answer was that final information could not be provided until the tax regime for 2015 had been adopted. What was known was that misdemeanors with debts would lose, but that a transitional arrangement of more than three years was proposed to facilitate the transition for this group. Well and good, but there were – and are – still many unanswered questions. Is the Storting's assumption that most would come out as before, fulfilled or not? We in the Labour Party did not get all the answers we asked in the budgetary procedure for 2015. That is why we took the initiative to launch a wide-ranging debate in Stortinget, where both we and the Committee asked the government for relevant information in advance. We've got some numbers. We have been assured that no one will lose the housing allowance this year or next year. There was an extension of the debt regime in the RNB. There was more information in Stortinget last Wednesday, but we still do not see the overall picture, and we do not know what it could cost to compensate for any unintended effects. But every time we ask, we get a little bit more. That is why we have three proposals in the RNB where the government is asked to investigate the consequences of different loss limits, a lasting debt regime and the importance of increasing gross profit for rights and equity in other public schemes and services. Now the government parties will also have a new assessment in the 2016 budget for those with low performance. So every time we repeat our questions, we see a little movement in the right direction from the government, even if we're down here in the Storting. But we can't ask questions forever, so the government should now come up with an overview of the overall situation of disability, assessed against the assumptions of a unanimous increase that net performance should be approximated as before.
ParlaMint-NO_2015-06-19.ana.ud1781e2092	It may brew up to an interesting summer if it is ‘understood by Norway’ that will be interesting. For Hedmark's part, I see in the RNB that it means removing the necessary funds to start with Rv. 325 and replace it with places of action. Then I am not afraid to take that discussion every day. We will create healthy jobs and not replace them with places of action. The Marthinsen said that the government is too late. Who's the one that's too late? In 2013, when this government joined, the need for conversion was announced, the budget presented by the red-greens was very strongly, in the direction of investing in transport, knowledge, nutrient research and development, and growth-promoting tax relief, and that solution stands today. I think in many ways the Labour Party could show the liberality that this is a very active industrial policy. It is the most effective industrial policy that can be pursued, and it should also be accepted that we are organising to create jobs, but there are actually individuals out there who are creating the new jobs. The challenge for the Norwegian economy has been greatly exacerbated by the fall in oil prices, but the message that this government has put its policy on is very good. Therefore, it is not surprising that last year's budget is also very good, especially in the context of nutrition. We meet a lot of businesses now, and the message is quite unanimous: we want more of what we've already received. We have gone from special position to conversion, and it was a pity the red-greens did not discover it when they themselves put in position. To Tvedt Solberg, who talked a lot about industrial policy, I would say that we have increased the funding for industrial research through FORNY, BIA, IFU/OFU contracts, SkattenFUNN and all the instruments we have, by 1 billion. kr. I now see that the red-greens benefit from the degree of freedom that this priority gives. When you see a historical tax increase as the solution to future problems, it's not as strange to give money to everything. But accelerator programs and everything – nothing was created when the red-greens themselves had the opportunities and the space for action to do it. I think the government is very good at the line you have, and it's a very good nutrition and very active industrial policy you're running. Put more on knowledge, focus more on nutrition research, focus on culture – that's what you want out there. We understand Norway, we want to renew, improve and simplify. I think that's also a message that stands out very well all summer.
ParlaMint-NO_2015-06-19.ana.ud1781e2103	Despite record oil money consumption and record growth in bureaucracy, the Labour Party notes that the government is struggling to meet its health choices. It is about credibility towards the voters and about the ability to implement them. The government is actually 1 billion. kr behind their own election vows about hospitalization. Both the Workers' Party and the Right promised before the elections to increase the operating appropriations of the hospitals by 12 billion. kr during this four-year period. The Labour Party has delivered on its promises. If you get seriously ill, you need to be sure that you get the best treatment and that your treatment will get started quickly. Norwegian hospitals are constantly developing. Several patients are being treated, more diagnosis is being made, the waiting time is falling, and the quality is increasing. In Norway, over decades we have built strong public hospitals that have muscles to develop and renew as medical and technological advances take place. But the Workers' Party is concerned about the consequences of the promises that are not being followed up. We see that it also affects priority areas such as drugs and mental health protection. Health Bergen needs to reduce the activity of the Floen collective, which is one of the most successful drug treatment services aimed at young people under 30 years of age. In addition to the fact that the operating framework was not increased as expected, we see that the government, with the support of the Left and Christian People's Party, has instructed that the increase in drug treatment facilities should only go to private institutions. The question is whether this is about freedom of choice, when you don't have the option to choose the best offer, which is incidentally in the public domain. The government also warns that they are unable to start their own performance project – free treatment choice – during this year. The government’s government’s efforts to finance municipal care for the elderly have also been postponed — until 1 May next year. This was one of the most important electoral promises of the Advance Party. The EUR 9 billion from the opposition time of the Progress Party has now been reduced to EUR 9 million. to investigate attempts by the State to assume responsibility for the care of the elderly from local authorities. The government still chooses not to earmark funds for school health, although they know that most municipalities do not use the increase to strengthen school health. More and more young people are struggling with mental health, and the earlier they get help, the more likely they are to get well, and others avoid developing severe, heavy disorders. That's why the Workers' Party believes, despite being very restrictive in governing the municipalities, that it is right to earmark funds for school health in an escalation phase. Children have their whole lives ahead of them, and school health is a good low-threshold service that reaches everyone.
ParlaMint-NO_2015-06-19.ana.ud1781e2118	The progress party wants to help where the help is whenever possible. While we want to spend 1 billion. In order to help 1 million refugees in the neighbourhoods, the estimates presented in the proposal show that the majority will spend 95,2 billion. DKK to help 13,600 people in Norway — including family reunification. I think again that it must be good to have Sarepta's jar, as I mentioned in my previous post. It is also not politically correct to question the country's immigration, refugee and integration policies. We've got a consensus society where no one dares to stand out, be different and ask the questions that are needed. That's why the Progress Party takes on that task. It is strange that the inbox is blown, the phones ring and the text messages tick in from people who express support for what the Progress Party believes in this matter. Common to many of them is that they don't dare to say it out loud. It can have consequences for friendship, work, family and other social relationships. It is not legitimate to point out that, over 40 years, there have been wild roads in this policy area. Allow me to remind you that Carl I. In the 1970s, Hagen warned about how immigration would affect Norway. Unfortunately, the Norwegian people – or the political majority – did not listen to his warnings. That's why we now see a segregated Oslo, the North moving out of Groruddalen at record speed. We see schools on the east of Oslo with 99 pst. percentage of multicultural students. In my home municipality, Modum in Buskerud, the other day, a 19 - year - old refugee was admitted to a family reunion. As a result, his parents and ten siblings came to the municipality on Sunday. They moved into a building where the municipality had recently thrown out several of the village's older residents, even though they wanted to stay there. That one refugee becomes 13 might not be normal. But when this happens, it helps challenge the infrastructure of municipalities in all areas, because there are already 5,300 people in Norwegian reception – waiting for housing. So the majority in this room will receive 8,000 more people. Then the family reunions. The question of referendum has already been shot down by those who do not dare to let the Norwegian people say their opinion on this matter. When you look at the numbers of votes in the many online votes that have been, it is easy to understand that you are afraid that the result of a referendum would give a majority for the vision of the Progress Party – and it would probably be difficult to swallow.
