ParlaMint-NL_2022-06-30-tweedekamer-8.u1	I call the Secretary of State.
ParlaMint-NL_2022-06-30-tweedekamer-8.u175	Thank you, Mr. Chairman. I welcome the result on the European ID. I have three motions, which I will read to you. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Considering that in its Resolution 2429 the Council of Europe Parliamentary Assembly expresses great concern about children's exposure to harmful content and makes various recommendations to Member States to improve child protection;]] [[Considering that children also have easy access to extremely violent content and here too, the protection of children is inadequate;]] [[calls on the Government to provide insight into the level of protection of children against extreme content in the work programme, including the recommendations of the Parliamentary Assembly to improve this level of protection,]] [[and goes to the order of the day.]] [[Motion]] [[The Chamber,]] [[heard the debate,]] [[noting that Stichting Appt concludes that only 1.25% of nearly 600 public apps are accessible;]] [[Whereas inaccessible government applications lead to the exclusion of people with less digital skills or disabilities;]] [[calls on the Government to draw up a plan to deal with the Digital Affairs budget together with Each, interest groups and other public authorities to ensure that at least the most necessary government applications are 100% accessible in the short term,]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Ceder and Mr Bontenbal.]] [[She's getting No. kst-26643-868]] [[This motion has been proposed by Mr Ceder.]] [[She's getting No. kst-26643-869]]
ParlaMint-NL_2022-06-30-tweedekamer-8.u176	I'll do my best, Mr. Chairman. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Considering that the Code of Children's Rights requires a child impact assessment requiring digital services to take into account the impact of their services on children, including in terms of privacy, exploitation risks, cyberbullying and harmful content;]] [[Whereas children deserve additional protection on the Internet;]] [[calls on the Government, whether or not at European level, to establish a legal obligation for a child impact assessment for public and private digital services that are partly or entirely aimed at children,]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Ceder and Mr Leijten.]] [[She's getting No. kst-26643-870]]
ParlaMint-NL_2022-06-30-tweedekamer-8.u177	Thank you, Mr. Chairman.
ParlaMint-NL_2022-06-30-tweedekamer-8.u178	Very good. Then we'll listen to Mrs. Leijten.
ParlaMint-NL_2022-06-30-tweedekamer-8.u179	Mr. Chairman. My interrupting debate on the cookies showed that under this debate we lack a balance of values. Are these cookies for commerce, for convenience or do we consider privacy more important? If we assume the latter, you should have an opt-in: Mr. Bosma indicates that he wants to have a nice commercial of that and that and that, because then he sells some information. It's the other way around now. And what protection do we give to people when the government collects data and gives them all, as in the law on data sharing? We've seen at the surcharges what that's all about. At the time, it was easy for the government and a smaller government. Back then, privacy wasn't in the front row. We need a value framework to make a trade-off. That's why the next motion. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[noting that the government has set out different ambitions with regard to digitalisation, such as focusing on a thriving data economy, but also on data minimizement and deployment on a digital government, but also on an accessible government for all;]] [[noting that the government also notes that digitalisation offers both opportunities and high risks and that decision-making on digital issues is spread across different ministries as well as across the European Union and covers many different issues;]] [[Whereas it is unclear what values are behind and will be the basis for future policy and political choices on digitalisation and this is necessary in order to achieve sustained, unambiguous policies;]] [[calls on the government to provide a clear framework of values for the use, regulation and application of digital technology by the government, clearly identifying the principles and values that are leading,]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Leijten and Mr Ceder.]] [[She's getting No. kst-26643-871]]
ParlaMint-NL_2022-06-30-tweedekamer-8.u180	Thank you, Mr. Chairman. Two motions. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Whereas personalised online advertising can be manipulative, polarising and a threat to our democracy;]] [[Whereas the total prohibition of personalized political advertisements limits the influence of Internet companies on our society;]] [[calls on the government at EU level to ban political advertisements based on personal data and online tracking,]] [[and goes to the order of the day.]] [[Motion]] [[The Chamber,]] [[heard the debate,]] [[noting that journalism research shows that there is still profiling, for example by municipalities in the form of prediction models using indicators based on historical data on demographic groups;]] [[Whereas indicators based on historical data on demographic groups, either directly based on indicators as well as gender or nationality, or indirectly based on potentially stigmatizing proxy data as a postal code or income, may lead to discriminatory outcomes;]] [[Whereas discriminatory algorithms are very damaging to those affected and to public confidence and are a direct violation of human rights;]] [[Whereas we seem to be jumping from incident to incident at this point;]] [[calls on the Government to carry out a thorough and independent investigation into the existence of discriminatory algorithms and profiling somewhere within government organisations, both at local and national level,]] [[and goes to the order of the day.]] [[This motion has been proposed by member Bouchallichh.]] [[She's getting No. kst-26643-872]] [[This motion was tabled by Mr Bouchallichh, Mr Van Baarle and Mr Van Raan.]] [[She's getting No. kst-26643-873]]
ParlaMint-NL_2022-06-30-tweedekamer-8.u181	Mr President, thank you. Thank you also for the answers and a number of commitments, for example on the letter on digital infra and the sea cable policy. Mr. Chairman. I had multiple motions. I've got one on it now, and I'm going to file it anyway. In the answers to the written questions, I do not see any previous motions and commitments coming back. So I'm gonna do it again. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Notes that countries with an offensive cyber program using digital means spy on and influence other states, including the Netherlands, to achieve economic-financial targets;]] [[Considering that the Cabinet has undertaken to investigate how equipment from organisations from countries with an offensive cyber agenda against the Netherlands can be excluded from government procurement and that it has also been promised to make a scan of the vital sector;]] [[noting that at present these countries cannot be excluded from certain procurement procedures due to outdated procurement directives and the lack of national policies and information sharing;]] [[calls on the government to come up with a directive for the government and its suppliers that products or services from organisations and companies from countries with an offensive cyber agenda directed against the Netherlands can be excluded from certain calls for tender, and to inform the Court of Justice about this before Christmas,]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Rajkowski, Mr Van Weerdenburg, Mr Van Ginneken, Mr Bontenbal, Mr Ceder, Mr Leijten and Mr Van Raan.]] [[She's getting No. kst-26643-874]]
ParlaMint-NL_2022-06-30-tweedekamer-8.u182	Last but not least, we have talked less about in this debate. I'd let it come back in other debates anyway. There's a lot going on on digitization. The VVD likes to be a blower in that. At the same time, when it comes to counter functions and so on, we are also looking at the question of whether society can cope with all these changes. We shall come back to that in other debates. Thank you.
ParlaMint-NL_2022-06-30-tweedekamer-8.u183	Thank you. Then Mr Van Haga of the Van Haga Group.
ParlaMint-NL_2022-06-30-tweedekamer-8.u184	Thank you, Mr. Chairman. Two motions. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Considering that there is increasing censorship on social platforms and facilitating this by public authorities;]] [[Whereas the principle of freedom of expression on social platforms must be that everything must be possible within the legal framework;]] [[calls on the government to commit itself to maintaining the freedom of speech on social platforms,]] [[and goes to the order of the day.]] [[Motion]] [[The Chamber,]] [[heard the debate,]] [[noting that both EU and national legislation in the field of digital matters could lead to an infringement of the online privacy of citizens and businesses;]] [[whereas everyone has the right to online privacy and governments must respect it;]] [[calls on the Government to ensure and strictly monitor the online privacy of citizens and businesses,]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Van Haga and Mr Van Weerdenburg.]] [[She's getting No. kst-26643-875]] [[This motion has been proposed by Members Van Haga and Smolders.]] [[She's getting No. kst-26643-876]]
ParlaMint-NL_2022-06-30-tweedekamer-8.u185	Thank you, Mr. Chairman. A number of motions. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[calls on the Government to send a legislative proposal to the Chamber as soon as possible requiring government and companies to apply concrete safeguards, both in the development phase and in the implementation phase, in order to avoid discrimination by algorithms,]] [[and goes to the order of the day.]] [[Motion]] [[The Chamber,]] [[heard the debate,]] [[calls on the Government to develop binding criteria for decisions which must not be automatic, i.e. without human intervention,]] [[and goes to the order of the day.]] [[Motion]] [[The Chamber,]] [[heard the debate,]] [[calls on the Government to work at European level to ensure that EU regulations are given concrete anti-discrimination provisions,]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Van Baarle, Mr Leijten, Mr Van Raan and Mr Bouchallichh.]] [[She's getting No. kst-26643-877]] [[This motion was tabled by Mr Van Baarle, Mr Leijten and Mr Bouchallichh.]] [[She's getting No. kst-26643-878]] [[This motion has been proposed by Mr Van Baarle.]] [[She's getting No. kst-26643-879]]
ParlaMint-NL_2022-06-30-tweedekamer-8.u186	These include the AI Act and the Digital Service Act, i.e. the digital regulations that are currently being prepared. Then I have one more question for the Secretary of State. The Secretary of State has undertaken to do so and we are pleased to look at an external test on the government's scrutiny of discrimination and indicates that she intends to invest it with the Audit Service of the Empire. Why did the Secretary of State choose to invest that in the Audit Service? Where does it show that the Audit Service is the best body to do so? Thank you, Mr. Chairman.
ParlaMint-NL_2022-06-30-tweedekamer-8.u187	Then Mrs Van Weerdenburg of the PVV.
ParlaMint-NL_2022-06-30-tweedekamer-8.u188	Mr President, thank you. Pushing and pulling, that's usually the feeling that I'm left with debates about digital bags. That's okay, because that's what we're here for. But it would be a lot easier if the cabinet occasionally moved along. I can't hear the term "after summer" anymore. We need to speed up. There's so much to do. We want to help with that. That is why I am a little uncomfortablely surprised by the statement by the Secretary of State that the drafting of the main letter was still pending this debate. I wish I'd known before. Then we could have prevented that and we could have discussed it today. Can the Secretary of State promise that we will at least receive that work agenda for Princess Day, so that we can still speak during the WHO? Finally, the data centers. Last week, however, it turned out that the decision-making process was far too limited. It is not only aspects of electricity consumption and land-use planning that need to be considered, but also the overarching importance. Hence the next motion. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[noting that in the decision-making process of data centres in the Cabinet, insufficient attention is paid to the usefulness and necessity of data centres and their value for the digital future of the Netherlands;]] [[Whereas the Rathenau Institute in its report "Better Decision on Data Centres" calls for an integrated national policy across departments, as data centres are an integral part of the essential digital infrastructure and cannot be seen in isolation;]] [[calls on the Government to transfer the lead in the decision-making process around data centres (including hyperscalers) as well as the national direction on this subject to the Secretary of State for Digitalisation and the Minister for Economic Affairs jointly,]] [[and goes to the order of the day.]] [[This motion has been proposed by Mr Van Weerdenburg.]] [[She's getting No. kst-26643-880]]
ParlaMint-NL_2022-06-30-tweedekamer-8.u189	Mr. Chairman. Too bad my most important question hasn't been answered. It was about those loot boxes. I think it affects a lot of parents and families. I'm a father myself, and I can't deny that I run into things like that in my family. I think a lot of families are affected by this. I think we should put an end to this, which is why I have the next motion. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[noting that children are manipulated into micro-trading in video games and that there is also a form of gambling in so-called loot boxes;]] [[noting that these transactions are addictive and may burden families with unexpected invoices for these transactions, with all the resulting disruptive consequences;]] [[noting that consumer associations from 18 European countries together call for regulation of these lock boxes;]] [[noting that the Dutch Gaming Authority has made an attempt to regulate these slot boxes, but that the Council of State did not eventually participate;]] [[noting that these lock boxes are prohibited in Belgium;]] [[invites the cabinet to look for a possibility to ban these slot boxes in video games in the Netherlands as well and to amend the law where necessary,]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Bontenbal, Mr Ceder, Mr Rajkowski, Mr Leijten, Mr Van Ginneken and Mr Bouchallichh.]] [[She's getting No. kst-26643-881]]
ParlaMint-NL_2022-06-30-tweedekamer-8.u190	Thank you.
ParlaMint-NL_2022-06-30-tweedekamer-8.u191	Thank you. Then the fraction of D66. I give the floor to Mrs Van Ginneken.
ParlaMint-NL_2022-06-30-tweedekamer-8.u192	Mr. Chairman. We've had a rich debate. We have received excellent commitments in the area of the Chamber of Commerce and the visibility of the supervisory impact of new laws. I have a dilemma about the digital budget, because the Secretary of State has made very nice promises, but they stand or fall a bit with the time limit on which we are going to get that information and whether we can have a good debate on it. Since there is no third term, I will file a motion, which I can always continue. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Whereas the budgets for digitisation across budgets of ministries and departments have been distributed without any clear design or outline structure;]] [[calls on the Cabinet to provide a uniform understanding of the budgets for digitisation (including IV plans of departments, implementation organisations and regulators in the field of digitisation and incentive programmes) from the next budget round before November, and to send the Chamber an integral overview thereof,]] [[and goes to the order of the day.]] [[This motion was tabled by Mr Van Ginneken and Mr Leijten.]] [[She's getting No. kst-26643-882]]
ParlaMint-NL_2022-06-30-tweedekamer-8.u193	Thank you, Mr. Chairman. We have had a short and nice debate. I'm glad it finally happened. I am an optimistic man, as the three rulers know. That is why I am very pleased with the commitment of 'we will take it and look at it'. To support them as an optimistic man, I have the following motions. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[noting that the Cabinet is still presenting an implementation agenda;]] [[calls on the government to also map the climate impact and share it with the Chamber when preparing the digitisation plans,]] [[and goes to the order of the day.]] [[This motion was proposed by Mr Van Raan, Mr Van Baarle, Mr Van Ginneken, Mr Bouchallichh and Mr Ceder.]] [[She's getting No. kst-26643-883]]
ParlaMint-NL_2022-06-30-tweedekamer-8.u194	I can also imagine that this motion will be withdrawn if the commitment is further fulfilled. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[noting that digitalisation offers many opportunities to save CO, but that digitalisation can also lead to additional CO emissions;]] [[Notes that, in the context of the Broad Prosperity, the accumulated CO concentration has to decrease rapidly;]] [[believes that controlling data minimisation is desirable from both privacy and sustainability considerations;]] [[calls on the Government to examine how a sustainability levy, for example a bit tax, can be designed to allow the polluter to pay and stimulate data minimising while ensuring privacy and security,]] [[and goes to the order of the day.]] [[This motion has been proposed by Mr Van Raan.]] [[She's getting No. kst-26643-884]]
ParlaMint-NL_2022-06-30-tweedekamer-8.u195	Mr. Chairman. One more. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[noting that the European Commission's proposal seeks to require the substantive monitoring of messages, thereby preventing end-to-end encryption and post-secretity;]] [[noting that the letter secret is guaranteed in Article 13 of the Dutch Constitution;]] [[calls on the government to maintain end-to-end encryption and not to support European proposals that make that impossible,]] [[and goes to the order of the day.]] [[This motion was proposed by members Van Raan, Van Baarle, Van Ginneken, Leijten and Van Weerdenburg.]] [[She's getting No. kst-26643-885]]
ParlaMint-NL_2022-06-30-tweedekamer-8.u196	Thank you, Mr President.
ParlaMint-NL_2022-06-30-tweedekamer-8.u197	The last speaker on the side of the Chamber is Mr Jansen of the Forum for Democracy.
ParlaMint-NL_2022-06-30-tweedekamer-8.u198	Thank you. [[Motion]] [[The Chamber,]] [[heard the debate,]] [[noting that the European Union intends to introduce a European digital identity and take the leadership of the cabinet in its development;]] [[Whereas it is unclear whether there is a need for this among the population;]] [[calls on the government to examine whether there is sufficient public support for the introduction of a European digital identity,]] [[and goes to the order of the day.]] [[Motion]] [[The Chamber,]] [[heard the debate,]] [[calls on the government to make every effort to prevent the introduction of a European digital identity,]] [[and goes to the order of the day.]] [[Motion]] [[The Chamber,]] [[heard the debate,]] [[Whereas this government is taking the lead in building up a European digital infrastructure that can serve as a basis for a social credit system;]] [[Whereas this seriously threatens the freedom of all Dutch people;]] [[says confidence in the cabinet,]] [[and goes to the order of the day.]] [[This motion has been proposed by Mr Jansen.]] [[She's getting No. kst-26643-886]] [[This motion has been proposed by Mr Jansen.]] [[She's getting No. kst-26643-887]] [[This motion has been proposed by Mr Jansen.]] [[She's getting No. kst-26643-888]]
ParlaMint-NL_2022-06-30-tweedekamer-8.u199	The first motion asks to examine whether there is enough support. In the second motion, you immediately draw the conclusion that you do not want to do so. Then the first motion is completely unnecessary, isn't it? You're not doing anything with that. You don't want it, so then it's...
ParlaMint-NL_2022-06-30-tweedekamer-8.u200	"Mr. Jansen doesn't want it."
ParlaMint-NL_2022-06-30-tweedekamer-8.u201	Maybe you don't either. I believe that the second motion should be sufficient.
ParlaMint-NL_2022-06-30-tweedekamer-8.u202	I hope so, but I expect that there may still be people who doubt this idea and who may be voting against it. It would be nice if we could at least have a support study. I hope your group will support that.
ParlaMint-NL_2022-06-30-tweedekamer-8.u203	So what's "enough"? If 10% of the people in the Netherlands need it and it is voluntary, is that enough? It is, of course, rather undefined what is "enough" support in this respect.
ParlaMint-NL_2022-06-30-tweedekamer-8.u204	I don't have in the motion to investigate whether there's... Or did I put it with "if there's enough support"?
ParlaMint-NL_2022-06-30-tweedekamer-8.u205	"Enough," I thought.
ParlaMint-NL_2022-06-30-tweedekamer-8.u206	Okay. I can change the wording. In any case, it would be a good idea to examine the extent to which people are waiting for this. Maybe that's a better phrase. Then we can judge as Chamber if that's enough.
ParlaMint-NL_2022-06-30-tweedekamer-8.u207	Are you going to come forward with a modified motion?
ParlaMint-NL_2022-06-30-tweedekamer-8.u208	I'll change her, Mr. Chairman.
ParlaMint-NL_2022-06-30-tweedekamer-8.u209	In the reply, the Secretary of State has just said that it will be a decentralised exchange system. This is about online identification if you want to buy or do something within the European Union, where countries accept each other's identification system. There will be no such thing as a European ID. I find it difficult for you to table a motion on something that is not the outcome. I am fine with supporting research and I am fine with holding referendums, but not on the basis of disinformation. I've been really checking it out. I have also mapped this out as rapporteur. I believe that, as a Chamber, we should engage in the debate with the Secretary of State and the Minister and send them to Brussels with a good mandate, which means that we will not be looking at what we do not want. You continue to argue that this is an app at European level. It's not that. That's what the Secretary of State just said.
ParlaMint-NL_2022-06-30-tweedekamer-8.u210	There are a number of points on this. Unfortunately, I had to be present at another debate. We were just having a discussion about that. Unfortunately, I couldn't get to the first term. That's true. The other chairman did not allow me to speak first. That was a bit of a fuss.
ParlaMint-NL_2022-06-30-tweedekamer-8.u211	I understand. There's a practical reason for that. It's what it is. I understand you had to leave for a while, because you had another debate. But we have had a debate here. The Minister and the Secretary of State have explained this. You're missing that information. Based on the fact that you're missing information, you're going to file a motion. I think that's kind of weird.
ParlaMint-NL_2022-06-30-tweedekamer-8.u212	No, that's not true. I also have a substantive disagreement on this. I do think that trend exists. I read back your contribution at the committee meeting. You said you were really, really against it. You have made a number of comments about centrality. I should have it back for a while. I thought that was ignoring the problem. For me, the problem is not exactly how it is technically arranged. I'm afraid of the implications of the system. I think this is an important point. It also ignores the point made by the Secretary of State in its term of office. This system provides the digital infrastructure to exclude people on the basis of personal data. It doesn't matter whether it's central or decentralised. Eventually, such data will be accessible through standardisation in aggregates. This will enable government and industry to exclude people on the basis of the data available through this system. So an application is being built. There's a tendering process now. From Q4 this year onwards, a company will develop a sample wallet that can be introduced next year as an example for the wallets for Member States. So it is true that there is a technical application coming. In any case, this technical application has the possibility to exclude people from social life. I hope it doesn't happen, but I think it's very dangerous to develop such a technology because we've seen that Corona's technology has been used to that end.
ParlaMint-NL_2022-06-30-tweedekamer-8.u213	I am really trying to follow where things are going wrong, where Mr Jansen has misunderstood something or where I may misunderstand Mr Jansen. A wallet like this has been around for a long time. It was developed by Google. It's developed by Facebook. This is a way the government has said: it would be good if you could identify yourself online so you can do business online. We already have DigiD. There's a lot to say about that, but DigiD isn't storing that data right now. For people who want to use DigiD, it means ease of use. People who don't want it or can't do it can still do it online. We have made that condition. I think Mr Jansen is right that there are certainly Brussels bureaucrats who would like this, as Mr Jansen says. That is easy and they sell it as a convenience. But that's not on the table right now. That's what's bothering me. We have had a debate here. As rapporteur, I have drawn up a list of what we are talking about when we talk about the eID. We just discussed it with the Secretary of State. So that is different from what Mr Jansen is presenting here and what he is presenting in his motion. You do not have to explain it again, because I simply do not understand what you mean, other than that it is disinformation.
ParlaMint-NL_2022-06-30-tweedekamer-8.u214	Maybe I should explain it again. It's not disinformation. The European Union has the model it takes one step at a time, it creates a problem and then it requires the next step. At the beginning, the previous cabinet firmly believed that there should never be central European debt. Rut swore that would never happen. Hoekstra swore that would never happen. Then there was a crisis. Then that situation forced us to introduce Eurobonds through the coronabonds. That is what the European Union is doing. I therefore warn against the future scenario in which there is digital infrastructure that can be used... It's being developed now.
ParlaMint-NL_2022-06-30-tweedekamer-8.u215	Don't yell from the hall.
ParlaMint-NL_2022-06-30-tweedekamer-8.u216	It's private, but that doesn't make it any less scary. I don't want the big business to know everything about us and decide everything about us. That is what I mentioned in my contribution.
ParlaMint-NL_2022-06-30-tweedekamer-8.u217	Mr. Van Raan, do you really have a new point?
ParlaMint-NL_2022-06-30-tweedekamer-8.u218	I would like to make the point that I have never seen a party submit all sorts of motions asking the government to do something and then at the same time, in one effort, submit, at once, a motion of censure which clearly reflects that... Either Mr Jansen does not take his own motions seriously with the request, or he does not take his motion of censure seriously. But taking both seriously at the same time, that's almost impossible. That's what I wanted to say.
ParlaMint-NL_2022-06-30-tweedekamer-8.u219	I thought it was a nice shape. In that respect, it is a creative proposal. I hope, of course, that the Chamber will agree to reject the digital identity. I even hope that the government will say: we have made a mistake; we are not going to do it because Mr Jansen's arguments have convinced us and we are going to do something else. Of course, that would be what I hope. I would have enormous confidence in this government, but if this government continues with this plan, then I have no confidence in this government. That's what that motion says.
ParlaMint-NL_2022-06-30-tweedekamer-8.u220	Thank you.
ParlaMint-NL_2022-06-30-tweedekamer-8.u221	You're welcome.
ParlaMint-NL_2022-06-30-tweedekamer-8.u222	So much for the second term of office. I'm gonna suspend until 4:35 p.m. and then we're gonna listen to the ministers and the Secretary of State.
ParlaMint-NL_2022-06-30-tweedekamer-8.u223	I proposed to the Minister of Justice that she do something else, because there was only one motion in her area. This motion will undoubtedly be commented on by the remaining Minister or Secretary of State. I actually want to get through it real fast. So I only allow the first petitioner's interruptions by motion. That's it. I'd like to give the floor to the Secretary of State.
ParlaMint-NL_2022-06-30-tweedekamer-8.u224	Thank you, Mr. Chairman. I'm going to try to do it quickly, but I'd like to touch briefly on the questions that still stand.
ParlaMint-NL_2022-06-30-tweedekamer-8.u225	You can do that with a yes or no, can't you?
ParlaMint-NL_2022-06-30-tweedekamer-8.u226	Yeah, but I don't think the questions are yes or no. Do you? Anyway... DENK asked a question about the external test at the ADR based on the inventory of the motion in part No. 21. Why the ADR? Because they are independent and they have experience in this investigation. They can also use the same review framework, because they are already looking at this issue. Furthermore, they have already done the review for the Ministry of Social Affairs. Mrs Van Weerdenburg asked if we could do the work agenda before Princess Day. I'm afraid I'm not going to make it, because of course I want to be careful with colleagues in the cabinet. I'll do it as soon as I can, but I'm afraid Princess Day isn't feasible. Then there was another question from the Forum for Democracy about the eID, the wallet and the procurement. The European Commission has published a call for tenders to make a wallet prototype. That prototype could be submitted until 22 July. It can be used by other Member States, but it does not have to be used. We have not put forward any specific parties to this. Mrs Rajkowski asked whether the overall analysis of the information plans was well in time for the budget debate. This year we cannot do that, because it is scheduled for November. So it is not possible for the first budget debate on Digital matters on 5 October, but I did, of course, agree to do so as soon as possible. I'd like to see if we can fine-tune it a little better next year, so we can go along. I will also answer the last question quickly and that is the question of DENK about the inventory of algorithms in municipalities. A review of the algorithms of the government is being carried out. In line with this, we also do an inventory of municipal algorithms if they fall within the policy area. We will therefore see how we can involve the ADR in the external test. Then I'll move on to the motions.
ParlaMint-NL_2022-06-30-tweedekamer-8.u227	A short question from Mr Van Baarle. Very briefly! Short question, short answer.
ParlaMint-NL_2022-06-30-tweedekamer-8.u228	Very briefly indeed, Mr President. Municipalities, of course, also apply algorithms outside of what they have to do legally. This only sees what municipalities have to do legally from the government. Shouldn't this question be broader than just this?
ParlaMint-NL_2022-06-30-tweedekamer-8.u229	We are working with what we are currently responsible for. Later, when the Dutch Data Protection Authority is also the algorithm watchdog, it will fall under her. But in this inventory we take what we agreed in the motion and that is all that has to do with the policy area of the government, partly implemented by municipalities.
ParlaMint-NL_2022-06-30-tweedekamer-8.u230	Fine. The first motion.
ParlaMint-NL_2022-06-30-tweedekamer-8.u231	The first motion is Mr Bontenbal's motion on item No. 868. That motion will be judged by Chamber. The second motion is Mr Cedar's motion in respect of item No. 869. As far as I'm concerned, he's gonna get a judgment room too. We are already working on a step-by-step plan for acceleration and we want to get on with it. Then there is the Cedar/Leijten motion in part No. 870. You are asking for a specific law, but we are already doing so, namely at EU level. There will be a law that actually applies to the Dutch government. If I may interpret it that way, this motion may have a Chamber of Appeal.
ParlaMint-NL_2022-06-30-tweedekamer-8.u232	She might actually be superfluous and then we could just take her over. Then we don't have to vote on it.
ParlaMint-NL_2022-06-30-tweedekamer-8.u233	That's right. The legal obligation we make is regulated at European level.
ParlaMint-NL_2022-06-30-tweedekamer-8.u234	Can we take over and not vote on it? I see that everyone agrees with that.
ParlaMint-NL_2022-06-30-tweedekamer-8.u235	Okay. Then we go to the fourth motion, the Leijten/Ceder motion in part No. 871. I'm giving that motion judgment room. I will include this issue in the work agenda. The motion in part No. 873 by Mrs Bouchallichh c.s. is also not recommended. We want, of course, to ensure that we do as much of the work as possible, in line with the question that Mr Van Baarle has just asked. We are monitoring the implementation of this inventory in ministries and also in municipalities, where they are part of the chains, but we are not going to do a whole inventory next to it. Of course, the algorithm authority will be responsible for this later.
ParlaMint-NL_2022-06-30-tweedekamer-8.u236	Mrs. Bouchallichh, one question.
ParlaMint-NL_2022-06-30-tweedekamer-8.u237	A very brief response, Mr. Chairman. I just want to say that I am also trying with this motion to get the Secretary of State to work more with these municipalities. I hope to be able to come up with that in other combinations as well.
ParlaMint-NL_2022-06-30-tweedekamer-8.u238	Yes. Let me now turn to the motion for a resolution on part No. 874.
ParlaMint-NL_2022-06-30-tweedekamer-8.u239	We are certainly going to work with municipalities, because that is extremely important and that is what we are doing. The motion-Rajkowski c.s. in piece No. 874 I would like to take over.
ParlaMint-NL_2022-06-30-tweedekamer-8.u240	Fine. I'll see if there's any objection. That is not the case.
ParlaMint-NL_2022-06-30-tweedekamer-8.u241	The Van Haga/Van Weerdenburg motion in part No. 875 I'd like to give judgment Chamber. The motion in part No. 876 does my colleague. The Van Baarle c.s. motion. in piece No. 877 I'd like to give judgment Chamber. It is important to know that the issue of non-discrimination at European level is already included in the AI Act, i.e. the legislation on this issue.
ParlaMint-NL_2022-06-30-tweedekamer-8.u242	And so the motion is actually superfluous and can be taken over.
ParlaMint-NL_2022-06-30-tweedekamer-8.u243	The motion in part No. 876 will be here in a minute. This is about the motion in part No. 877?
ParlaMint-NL_2022-06-30-tweedekamer-8.u244	Yes. Can it be taken over? Is there any objection to that? Mr. Van Baarle.
ParlaMint-NL_2022-06-30-tweedekamer-8.u245	That is the motion that calls for a law to be passed as soon as possible.
ParlaMint-NL_2022-06-30-tweedekamer-8.u246	Yes, to send a bill to the Chamber.
ParlaMint-NL_2022-06-30-tweedekamer-8.u247	My point is precisely that these European regulations do not contain enough concrete evidence. I would like you to make a law that obliges Dutch companies and the Dutch government in a concrete way to take guarantees. If you interpret her like that, I don't agree to take over.
ParlaMint-NL_2022-06-30-tweedekamer-8.u248	My point is that we have this European legislation that is in the making and in which it is going to be... We are still negotiating on this, but that is what this subject is about. He'll be here soon. It is even intended to be completed this year. Hopefully, that'll work. Then that's in there, too. So there's gonna be a law that says this.
ParlaMint-NL_2022-06-30-tweedekamer-8.u249	Then we'll just say "judge room." I think that's the safest thing to do.
ParlaMint-NL_2022-06-30-tweedekamer-8.u250	Whatever. Then the motion to part No. 878. It's actually unnecessary or we could take her over. Binding criteria is what is in article 22 of the GDPR. It says, "The person concerned has the right..." Well, I'm not going to read it all, but I'd say this motion is superfluous.
ParlaMint-NL_2022-06-30-tweedekamer-8.u251	And so I'd like to suggest that we take her over. Is everyone okay with that? Mr Van Baarle.
ParlaMint-NL_2022-06-30-tweedekamer-8.u252	No, Mr. Chairman. Mr Van Baarle does not agree.
ParlaMint-NL_2022-06-30-tweedekamer-8.u253	Okay, fine. Then we don't. Then I'd like an appreciation.
ParlaMint-NL_2022-06-30-tweedekamer-8.u254	Allow me to explain, Mr. Chairman. Look, this was an opinion from the Council of State. The general principles of the General Administrative Law are not contained in binding criteria: in what situation is a person involved and in what situation not? I would like to see these binding criteria.
ParlaMint-NL_2022-06-30-tweedekamer-8.u255	However, Article 22 of the GDPR specifically states how that is arranged, that you have the right... and so on, and so on, and so on. My point is that this is simply superfluous. It's already taken care of.
ParlaMint-NL_2022-06-30-tweedekamer-8.u256	But then what is your appreciation?
ParlaMint-NL_2022-06-30-tweedekamer-8.u257	Then it's up to the Chamber, because it's already settled, right?
ParlaMint-NL_2022-06-30-tweedekamer-8.u258	Fine.
ParlaMint-NL_2022-06-30-tweedekamer-8.u259	We can take her. That might be easier.
ParlaMint-NL_2022-06-30-tweedekamer-8.u260	Yes, but we can't, because the author doesn't agree. We're going to the motion in part no. 879.
ParlaMint-NL_2022-06-30-tweedekamer-8.u261	The motion in part No. 879 gets judgment, Chamber.
ParlaMint-NL_2022-06-30-tweedekamer-8.u262	Then the motion can also be called superfluous. In this way, we will continue to vote on motions that do nothing. I think we should stop doing that.
